---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,ROI 8,ROI 8,ROI 9,ROI 9,ROI 11,ROI 11,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
2508.81798,27603.7386,,20789.0701,,18115.6716,,12784.3404,,21600.9655,,9953.76,,21629.745,,15315.9588,,17508.9673,,,,,
2508.98464,,36133.3595,,24658.2166,,22566.9552,,33873.2766,,23773.5448,,17503.1733,,31427.8389,,19541.8062,,20680.0784,,,,
2509.1513,27694.902,,20752.8662,,18129.3134,,12771.3191,,21580.9931,,9914.34667,,21654.6309,,15319.8845,,17513.9346,,,,,
2509.31803,,36313.6993,,24627.7962,,22460.9552,,33879.7163,,23789.3517,,17617.8933,,31464.7248,,19601.0557,,20947.817,,,,
2509.48469,27625.3856,,20740.586,,18131.1343,,12752.1702,,21626.4,,9927.94667,,21601.6644,,15290.0619,,17495.451,,,,,
2509.65135,,36294.8497,,24631.2102,,22432.3284,,33904,,23728.2759,,17540.1333,,31451.0067,,19532.2392,,21035.3987,,,,
2509.81801,27544.6013,,20829.8599,,18105.0149,,12721.2766,,21604.6621,,9933.78667,,21644.349,,15331.8928,,17457.6471,,,,,
2509.98475,,36114.2745,,24623.2102,,22437.3731,,33553.7305,,23828.9655,,17633.9467,,31552.4027,,19500.0742,,20860.8366,,,,
2510.15141,27579.6863,,20805.2739,,18046.9552,,12839.1206,,21624.4414,,9947.38667,,21625.0201,,15399.4227,,17521.8039,,,,,
2510.31807,,36208.4706,,24654.5987,,22344.3881,,33610.2411,,23773.7103,,17570.96,,31644.7785,,19552.2309,,20742.902,,,,
2510.48473,27579.7124,,20822.6752,,18090.0299,,12722.0709,,21608,,9951.76,,21654.7919,,15333.7402,,17497.7255,,,,,
2510.65139,,36207.9216,,24745.9363,,22307.6716,,33348.1418,,23791.8069,,17601.6533,,31623.5973,,19580.668,,20752.8627,,,,
2510.81812,27575.9739,,20805.758,,18128.9552,,12755.2057,,21510.0138,,9944.53333,,21720.5369,,15287.6206,,17432.2876,,,,,
2510.98478,,36123.2418,,24641.2229,,22358.0299,,33379.6596,,23772.4966,,17600.64,,31556.4295,,19445.4103,,20810.7451,,,,
2511.15144,27517.5948,,20835.3631,,18069.0746,,12784.7943,,21615.6414,,9966.69333,,21699.2752,,15339.5794,,17439.9477,,,,,
2511.3181,,36309.6209,,24673.1465,,22261.6418,,33393.7589,,23791.7793,,17533.6533,,31643.302,,19413.8062,,20830.8235,,,,
2511.48484,27564.7843,,20707.2866,,18101.0448,,12790.0709,,21590.8966,,9964.4,,21704.3221,,15323.2495,,17420.7843,,,,,
2511.6515,,36427.3725,,24799.2102,,22350.1194,,33572.8227,,23751.5034,,17479.04,,31561.7987,,19561.3031,,21017.9608,,,,
2511.81816,27563.634,,20815.949,,18114.9851,,12766.8652,,21604.8828,,9936.53333,,21617.0201,,15335.5216,,17518.3529,,,,,
2511.98482,,36318.4837,,24727.0828,,22291.2836,,33157.9858,,23864.1655,,17461.5467,,31565.1275,,19719.1258,,20998.8497,,,,
2512.15148,27586.9281,,20677.6306,,18111.0149,,12810.2411,,21577.4621,,9927.33333,,21633.5302,,15282.6392,,17494.0654,,,,,
2512.31821,,36262.6928,,24822.3949,,22342.3582,,33247.4043,,23842.2345,,17403.7867,,31439.0872,,19634.3093,,20819.9216,,,,
2512.48487,27572.4444,,20797.2229,,18037.7612,,12754.7234,,21622.2069,,9933.36,,21620.4832,,15362.5402,,17493.8039,,,,,
2512.65153,,36349.3333,,24741.2484,,22355.7313,,32937.4468,,23930.0414,,17310.24,,31555.5436,,19455.6371,,20778.0131,,,,
2512.81819,27586.3007,,20771.6433,,18015.9701,,12787.8298,,21576.6345,,9968.90667,,21621.745,,15329.7485,,17527.3987,,,,,
2512.98485,,36293.8562,,24679.8471,,22288.0896,,33293.5319,,23895.3655,,17288.6933,,31405.9866,,19500.3711,,20775.4248,,,,
2513.15159,27583.5556,,20782.5223,,18095.1045,,12741.1631,,21592.6897,,9895.25333,,21679.6242,,15356.1402,,17497.281,,,,,
2513.31825,,36240.1569,,24721.6815,,22329.9701,,34353.8156,,23867.1448,,17307.8667,,31471.8389,,19505.2206,,21056.732,,,,
2513.48491,27590.2484,,20748.0764,,18066.2388,,12722.7801,,21548.6621,,9956.50667,,21647.0604,,15313.7814,,17479.0327,,,,,
2513.65157,,36325.8824,,24792.9682,,22267.8507,,34631.7447,,23900.8,,17273.9467,,32121.6376,,19405.0969,,21017.3595,,,,
2513.8183,27587.5817,,20852.8917,,18066.7164,,12724.5957,,21597.6552,,9915.57333,,21709.0201,,15256.8742,,17518.6667,,,,,
2513.98496,,36269.8301,,24771.0064,,22446.3881,,34287.1206,,23913.9586,,17285.36,,31883.6779,,19574.9938,,21088.3137,,,,
2514.15162,27538.1699,,20771.8981,,18077.2239,,12743.6596,,21552.7172,,9964.66667,,21620.9396,,15313.6495,,17517.9346,,,,,
2514.31828,,36226.4575,,24728.6115,,22397.1642,,34230.7518,,23926.4276,,17270.8533,,31778.5772,,19434.4907,,20940.1569,,,,
2514.48494,27618.719,,20783.8217,,18064.2687,,12733.1348,,21611.5862,,9920.05333,,21699.7852,,15290.6887,,17494.902,,,,,
2514.65168,,36346.2745,,24856.4331,,22318.209,,34586.7518,,24021.1586,,17162.16,,31782.5772,,19448.3464,,21084.366,,,,
2514.81834,27579.634,,20785.172,,18005.3731,,12687.773,,21601.6276,,9945.73333,,21680.5369,,15381.1464,,17450.1961,,,,,
2514.985,,36351.1111,,24792.7134,,22391.791,,34605.5319,,23946.5103,,17276.48,,31656.9933,,19502.9773,,20875.0588,,,,
2515.15166,27564.9935,,20721.7325,,18090.6269,,12695.6879,,21612.8,,9944.42667,,21689.4228,,15316.7175,,17532.0523,,,,,
2515.31839,,36256.1046,,24825.758,,22248.2687,,34440.9929,,23872.0828,,17356.7467,,31344.2685,,19473.5175,,20871.9739,,,,
2515.48505,27605.3072,,20782.1146,,18113.403,,12673.7872,,21518.3448,,9986.8,,21672.9933,,15304.4454,,17516.8627,,,,,
2515.65171,,36332.3137,,24759.5669,,22304.5075,,34432.6525,,23900.8,,17524.9867,,31219.1678,,19545.8639,,20844.8105,,,,
2515.81837,27582.0654,,20744.4076,,18061.1642,,12715.4043,,21497.2966,,9929.86667,,21599.0336,,15351.1918,,17493.281,,,,,
2515.98503,,36345.7778,,24740.1019,,22337.6119,,34574.9787,,23820.3862,,17525.6267,,31041.7987,,19617.3526,,20744.2614,,,,
2516.15177,27572.6275,,20759.1592,,18087.5224,,12706.2128,,21528.469,,9874.34667,,21667.9195,,15383.1258,,17465.8039,,,,,
2516.31842,,36132.4183,,24780.4076,,22308.8358,,35463.4043,,23846.6759,,17716.6667,,31228.1879,,19583.6371,,20707.4248,,,,
2516.48508,27593.9346,,20736.8662,,18064.8358,,12657.3901,,21612.3586,,9941.06667,,21682.9262,,15316.5526,,17523.268,,,,,
2516.65174,,36171.3203,,24756.9936,,22347.0746,,35086.0993,,23829.9586,,17650.2667,,31255.0604,,19592.0825,,20745.8039,,,,
2516.81848,27575.6078,,20792.9427,,18140.2985,,12679.7447,,21604.3034,,9929.65333,,21629.6913,,15343.8351,,17536.1307,,,,,
2516.98514,,36155.817,,24718.8535,,22303.7612,,34794.4113,,23867.7241,,17672.16,,30903.0604,,19502.6804,,20723.6863,,,,
2517.1518,27561.1242,,20833.1465,,18050.9254,,12720.5674,,21547.5586,,9949.81333,,21677.5839,,15333.9052,,17595.451,,,,,
2517.31846,,36194.2484,,24709.9618,,22278.4179,,34641.6738,,23842.9517,,17508.1867,,30538.6846,,19511.9175,,20789.7516,,,,
2517.48512,27565.1242,,20804.2548,,18085.9403,,12755.234,,21532.4966,,9936.66667,,21673.9866,,15347.0351,,17566.4837,,,,,
2517.65185,,36295.451,,24815.8217,,22408.3284,,34889.8156,,23851.5862,,17682.32,,30373.557,,19521.1876,,20992.1307,,,,
2517.81851,27550.902,,20756.2038,,18170.7463,,12702.7234,,21501.2414,,9934.34667,,21672.6443,,15338.0289,,17512.1569,,,,,
2517.98517,,36245.8824,,24709.6306,,22379.7313,,35538.7801,,23832.0552,,17602.3733,,30279.1678,,19463.3237,,20858.9542,,,,
2518.15183,27582.0392,,20777.9363,,18059.9403,,12710.6383,,21612.5793,,9958.4,,21747.4094,,15337.0722,,17511.268,,,,,
2518.31857,,36234.0392,,24788.3567,,22395.3731,,36477.9574,,23933.5448,,17748.72,,30093.1275,,19456.3629,,20763.1634,,,,
2518.48523,27511.2941,,20760.1019,,18062.7761,,12661.1631,,21547.669,,9924.88,,21706.2282,,15338.3258,,17480,,,,,
2518.65189,,36299.085,,24666.9809,,22321.5224,,36436.1702,,23860.1655,,17944.5867,,30016.6174,,19432.0825,,20752.915,,,,
2518.81855,27595.1373,,20834.8025,,17995.2836,,12669.0213,,21535.2276,,9954.88,,21672.9128,,15372.5691,,17531.451,,,,,
2518.98521,,36173.5163,,24768.6879,,22345.4925,,36484.7092,,23963.6414,,17956.2667,,29850.604,,19592.8082,,20826.5882,,,,
2519.15194,27634.8497,,20866.3185,,18064.1493,,12703.6596,,21642.3724,,9956.21333,,21684.2148,,15357.1299,,17488.1046,,,,,
2519.3186,,36208.8627,,24675.5159,,22296.1791,,36098.6667,,23860.3586,,17890.3467,,29869.047,,19569.0227,,20911.8431,,,,
2519.48526,27624.5229,,20703.6688,,18147.6716,,12698.156,,21560.0552,,9902.45333,,21686.7114,,15301.3113,,17513.9608,,,,,
2519.65192,,36296.3137,,24810.4459,,22457.5821,,36164.8511,,23880.8,,17817.44,,29882.1208,,19526.1361,,20949.5948,,,,
2519.81866,27607.9739,,20764.9172,,18144.1493,,12691.1489,,21549.2138,,9928.24,,21748.7517,,15345.7485,,17512.549,,,,,
2519.98532,,36315.6078,,24726.7516,,22676.6866,,35826.2128,,23798.5379,,17750.2667,,29801.047,,19483.0515,,20807.5294,,,,
2520.15198,27540.6013,,20794.7516,,18119.3433,,12716.4255,,21567.1172,,9959.04,,21699.6242,,15290.8866,,17524.6797,,,,,
2520.31864,,36410.0654,,24707.3376,,22496.4478,,35599.6028,,23792.3862,,17731.0933,,29558.255,,19560.4124,,20728.6275,,,,
2520.4853,27615.085,,20764.7643,,18116.2985,,12682.7518,,21588.3034,,9934.72,,21663.1409,,15368.1155,,17527.0327,,,,,
2520.65203,,36307.451,,24746.3949,,22506.209,,35231.9716,,23854.1517,,17654.0267,,29588.6443,,19515.7773,,20576.8366,,,,
2520.81869,27583.3725,,20849.4268,,18074.6866,,12675.5177,,21602.9793,,9995.44,,21658.3087,,15309.4928,,17474.2484,,,,,
2520.98535,,36481.2026,,24811.7962,,22395.403,,36733.3617,,23861.6276,,17576.3467,,29836,,19493.0474,,20513.6209,,,,
2521.15201,27596.6536,,20741.0701,,18067.1343,,12740.539,,21579.0069,,9943.30667,,21736.8054,,15342.6474,,17550.4314,,,,,
2521.31875,,36509.9869,,24773.707,,22513.1343,,37069.1348,,23833.3793,,17595.0933,,29869.1544,,19448.2144,,20449.2026,,,,
2521.48541,27670.9281,,20827.949,,18093.3731,,12630.0709,,21552.9655,,9957.14667,,21691.7852,,15283.167,,17542.4052,,,,,
2521.65207,,36528.9412,,24734.3949,,22552.806,,38024.3688,,23777.4069,,17619.6,,29836.698,,19471.0763,,20442.7451,,,,
2521.81873,27556.7059,,20739.949,,18138.8358,,12596.6809,,21553.2414,,9959.94667,,21688.8859,,15306.8206,,17524.0261,,,,,
2521.98539,,36415.5817,,24863.6433,,22463.3134,,38010.0142,,23863.2276,,17506.08,,29882.1745,,19429.2124,,20438.8497,,,,
2522.15212,27526.2222,,20834.879,,18075.9701,,12609.9858,,21595.8345,,9971.01333,,21603.5705,,15292.0082,,17510.4575,,,,,
2522.31878,,36353.5948,,24845.5796,,22480.0896,,38749.4752,,24038.7034,,17579.6533,,30005.906,,19449.4021,,20661.3333,,,,
2522.48544,27551.3203,,20801.4013,,18080.4478,,12621.2766,,21568.3034,,9988.34667,,21727.5168,,15354.4907,,17452,,,,,
2522.6521,,36217.5163,,24898.5732,,22520.2687,,39475.773,,24049.6276,,17540.08,,29969.1007,,19386.0289,,20710.7451,,,,
2522.81884,27541.3072,,20805.6561,,18140.3582,,12580.5106,,21547.9448,,9979.73333,,21677.0738,,15317.0804,,17554.4575,,,,,
2522.9855,,36310.902,,24975.3885,,22473.9104,,39301.4184,,23987.6414,,17484.9067,,29905.0738,,19472.2309,,20855.9477,,,,
2523.15216,27513.9608,,20764.9936,,18171.1642,,12609.5603,,21596.0552,,9893.78667,,21682.5503,,15360.099,,17506.5359,,,,,
2523.31882,,36347.7647,,24901.9618,,22413.194,,38376.1986,,23970.1241,,17826.32,,30003.8389,,19521.3526,,21166.8497,,,,
2523.48548,27604.9935,,20782.5478,,18114.2985,,12595.9433,,21609.9586,,9926.13333,,21687.1946,,15322.1938,,17478.8235,,,,,
2523.65221,,36382.4575,,24889.3758,,22311.1343,,37790.9504,,23977.0759,,17823.8133,,29951.9732,,19439.7691,,20993.4379,,,,
2523.81887,27594.6405,,20789.0191,,18128.6269,,12601.5887,,21560.9655,,9931.65333,,21636.8054,,15266.2103,,17492.8105,,,,,
2523.98553,,36269.1765,,24924.2293,,22405.6119,,37428.1702,,23960.1655,,17823.1467,,29795.9195,,19447.5216,,20839.6078,,,,
2524.15219,27530.1699,,20833.8344,,18121.6716,,12626.4965,,21635.5586,,9951.22667,,21658.6846,,15294.4825,,17508.6275,,,,,
2524.31893,,36345.3856,,24873.0955,,22378.7164,,37138.0426,,24123.3379,,17822.24,,29778.0671,,19477.9381,,20776.4967,,,,
2524.48559,27599.7124,,20741.7325,,18089.194,,12606.5532,,21555.1448,,9932.29333,,21707.0604,,15314.6722,,17539.1373,,,,,
2524.65225,,36286.7712,,24874.9045,,22330.7164,,36602.2979,,24124.4138,,17740.3467,,29772.1074,,19519.2742,,20670.0392,,,,
2524.81891,27579.634,,20799.6433,,18096.9552,,12634.922,,21537.0759,,9951.76,,21716.0537,,15320.0825,,17525.6471,,,,,
2524.98557,,36206.719,,24883.6688,,22299.6119,,36233.6738,,23990.9793,,17678.8267,,29974.6577,,19637.4763,,20820,,,,
2525.1523,27504.1307,,20770.1401,,18031.1045,,12632.7943,,21577.0483,,9924.77333,,21679.0604,,15267.0351,,17590.0654,,,,,
2525.31896,,36247.268,,24869.4268,,22383.0746,,36004.1986,,23997.0483,,17696.2667,,29991.1141,,19673.3691,,20959.451,,,,
2525.48562,27542.1699,,20829.2484,,18053.2836,,12716.1702,,21606.1241,,9894.90667,,21677.7718,,15287.3897,,17452.1307,,,,,
2525.65228,,36474.9542,,24847.8726,,22335.9104,,35825.5319,,23951.669,,17715.4667,,29886.3087,,19602.6062,,20971.7124,,,,
2525.81902,27626.8497,,20751.7452,,18146.0597,,12730.2411,,21567.8345,,9979.04,,21672.8322,,15287.7856,,17470.6667,,,,,
2525.98568,,36252.1307,,24907.0573,,22347.9701,,35883.0922,,23907.531,,17651.5733,,29827.302,,19665.0227,,20851.9739,,,,
2526.15234,27632.0261,,20760.8662,,18028.6269,,12672.8511,,21559.0069,,9920.77333,,21695.7584,,15281.3856,,17440,,,,,
2526.319,,36374.9542,,24855.0064,,22497.4328,,35569.4752,,23916.0828,,17675.5467,,30056.0537,,19833.2701,,20735.3203,,,,
2526.48566,27534.5882,,20770.7516,,18068.0299,,12669.7589,,21576.2207,,9936.88,,21585.4228,,15259.3485,,17487.4248,,,,,
2526.65239,,36274.6144,,24841.6561,,22433.2239,,36118.0709,,23929.3517,,17716.6933,,30024.4027,,19803.7443,,20611.6863,,,,
2526.81905,27630.7451,,20821.2484,,18079.0746,,12684.4539,,21565.7379,,9960.32,,21726.255,,15272.1155,,17423.268,,,,,
2526.98571,,36282.5359,,24893.1975,,22416.5373,,36851.8582,,23923.3655,,17645.92,,29911.0336,,19836.3711,,20549.7255,,,,
2527.15237,27604.2092,,20745.7834,,18130.0299,,12663.7163,,21646.8138,,9935.68,,21584.4832,,15329.0557,,17451.4771,,,,,
2527.31911,,36268.6797,,24945.172,,22410.8955,,36610.6099,,23807.3655,,17715.2,,29925.1812,,19852.1402,,20492.6536,,,,
2527.48577,27578.8758,,20727.6433,,18133.0448,,12680.1702,,21562.6759,,9948.64,,21622.3893,,15295.5381,,17510.3529,,,,,
2527.65243,,36287.5817,,25004.3057,,22269.4328,,36369.2199,,23884.6621,,17683.5733,,30103.3557,,19769.9299,,20439.9477,,,,
2527.81909,27572.0784,,20755.2866,,18163.9104,,12634.8652,,21637.5448,,9949.33333,,21738.1477,,15303.3567,,17525.2549,,,,,
2527.98575,,36188.4444,,25038.7771,,22311.8806,,36216.0851,,23798.4276,,17559.04,,30346.5503,,19798.334,,20529.1765,,,,
2528.15248,27640.1307,,20831.8217,,18111.1343,,12689.7589,,21528.5517,,9927.33333,,21704.7248,,15270.532,,17532.8366,,,,,
2528.31914,,36159.268,,24940.9427,,22234.7463,,36940.4823,,23661.2966,,17485.04,,30333.557,,19932.866,,20452.7843,,,,
2528.4858,27547.9216,,20765.6815,,18135.6716,,12659.6028,,21550.5655,,9949.54667,,21653.047,,15221.8722,,17451.8954,,,,,
2528.65246,,36215.451,,24911.5924,,22349.4627,,36391.6312,,23644.7448,,17502.1067,,30275.0604,,19870.1526,,20392.549,,,,
2528.8192,27654.6405,,20816.535,,18163.403,,12707.1206,,21552.7448,,9933.33333,,21692.7785,,15279.5052,,17525.6209,,,,,
2528.98586,,36157.5948,,25011.4395,,22306.9552,,36728.0284,,23725.2966,,17438.6133,,30400.4295,,19862.334,,20373.0458,,,,
2529.15252,27559.6863,,20793.1975,,18086.1194,,12676.7092,,21569.5448,,9929.46667,,21618.7114,,15315.4969,,17466.1699,,,,,
2529.31918,,36269.5425,,24937.5541,,22370.5075,,36863.2908,,23704.0276,,17339.3333,,30463.651,,19974.7629,,20324.183,,,,
2529.48584,27564.7582,,20744.535,,18082.0597,,12632.4539,,21548.7172,,9917.65333,,21674.4161,,15298.5072,,17508.4706,,,,,
2529.65257,,36175.0327,,24975.9745,,22234.2388,,36750.7234,,23733.7931,,17386.3467,,30604.7248,,20052.7175,,20359.7124,,,,
2529.81923,27598.3791,,20788.3822,,18114.209,,12661.5035,,21503.3103,,9919.94667,,21669.9329,,15288.2474,,17520.9412,,,,,
2529.98589,,36244.8366,,25004.7389,,22109.791,,36582.695,,23718.7586,,17343.7067,,30436.2148,,19986.6062,,20318.3791,,,,
2530.15255,27522.0654,,20709.6051,,18142.0896,,12726.6383,,21552.8828,,10014.1333,,21585.5839,,15274.2928,,17531.8693,,,,,
2530.31929,,36303.5033,,25023.8981,,22090.4776,,36731.1489,,23682.2897,,17235.9467,,30495.2483,,19970.9031,,20544.8105,,,,
2530.48595,27520.7059,,20782.3694,,18115.6119,,12742.4113,,21586.2897,,9910.66667,,21593.7718,,15284.2227,,17477.0196,,,,,
2530.65261,,36311.1373,,24930.7771,,22209.791,,36227.3759,,23632.2207,,17277.84,,30404.698,,19948.0742,,20371.3464,,,,
2530.81927,27507.0588,,20772.1019,,18162.3582,,12596.0851,,21574.2897,,9936.13333,,21658.6846,,15287.2907,,17477.5163,,,,,
2530.98592,,36301.281,,24905.9363,,22211.4328,,36133.5035,,23696.3034,,17245.5733,,30518.1208,,19870.3175,,20454.7712,,,,
2531.15266,27592.4183,,20773.0191,,18179.0448,,12633.305,,21598.2621,,9902.4,,21652.8859,,15351.1588,,17526.3268,,,,,
2531.31932,,36426.3007,,24948.051,,22256.2687,,35903.3191,,23650.0414,,17239.76,,30848.349,,19941.9381,,20432.3399,,,,
2531.48598,27535.0588,,20746.7006,,18126.6567,,12666.2695,,21535.6138,,9932.37333,,21602.255,,15279.4392,,17498.5098,,,,,
2531.65264,,36238.2745,,24900.6624,,22239.7015,,35646.5532,,23732.7172,,17222.0267,,31237.7181,,19853.0309,,20291.1373,,,,
2531.8193,27589.3333,,20765.8089,,18123.8806,,12602.922,,21549.4069,,9940.93333,,21639.2483,,15351.8186,,17493.9085,,,,,
2531.98603,,36288.0784,,24922.3949,,22123.5224,,36080.6241,,23620.1931,,17234.08,,31094.9799,,19925.6742,,20504.8366,,,,
2532.1527,27574.4837,,20780,,18107.6119,,12626.0426,,21556.9655,,9848.90667,,21652.1074,,15318.2021,,17468.6797,,,,,
2532.31935,,36370.2484,,24828.0255,,22163.5522,,35864.0567,,23639.9724,,17220.32,,31047.3826,,19944.3794,,20508.7059,,,,
2532.48601,27535.085,,20794.9045,,18114.0299,,12638.383,,21586.2069,,9878.58667,,21639.4899,,15358.8124,,17462.5359,,,,,
2532.65275,,36340.2614,,24874.0127,,22054.1791,,35728.8227,,23595.9172,,17205.2267,,30993.396,,19941.6082,,20501.7255,,,,
2532.81941,27598.2222,,20786.0637,,18076.9552,,12705.9574,,21581.9586,,9890.16,,21660.0268,,15283.4969,,17457.5425,,,,,
2532.98607,,36426.1176,,24890.3949,,22090.597,,35762.6667,,23606.2621,,17428.1867,,30939.3289,,19873.0887,,20810.2484,,,,
2533.15273,27499.3203,,20788,,18160.4478,,12652.5106,,21563.8345,,9946.58667,,21660.1342,,15242.4247,,17484.6013,,,,,
2533.31939,,36357.1765,,24920.3567,,22141.1045,,35819.3759,,23658.7586,,17369.36,,30697.4228,,19855.901,,20690.6667,,,,
2533.48612,27583.6601,,20772.3312,,18098.7761,,12722.8936,,21562.8966,,9852.13333,,21691.3826,,15280.2309,,17516.2614,,,,,
2533.65278,,36470.4314,,24929.2994,,22106.9254,,35574.1844,,23669.5172,,17458.56,,30862.5235,,19858.4742,,20659.7647,,,,
2533.81944,27561.0196,,20847.8217,,18093.7015,,12692.5674,,21610.5103,,9907.97333,,21624.1879,,15249.6825,,17511.6078,,,,,
2533.9861,,36342.7974,,24949.4013,,22145.403,,35223.1206,,23706.4552,,17413.1467,,30716.2416,,19982.9443,,20749.4379,,,,
2534.15284,27553.4641,,20829.9108,,18097.8507,,12695.0922,,21537.4897,,9871.30667,,21613.6107,,15326.6144,,17538.0131,,,,,
2534.3195,,36470.9804,,24967.7707,,22067.6418,,35208.7943,,23657.0207,,17431.5733,,30471.5705,,19913.2371,,20698.902,,,,
2534.48616,27557.5686,,20828.051,,18190.0597,,12713.3901,,21551.2276,,9936.08,,21665.5302,,15305.2371,,17449.7778,,,,,
2534.65282,,36426.6405,,24891.7197,,21997.7612,,34975.0638,,23776.1931,,17502.6933,,30280.8322,,19950.2515,,20940.3922,,,,
2534.81948,27529.9085,,20768.9682,,18128.3881,,12777.8723,,21546.7862,,9896.98667,,21648.3758,,15318.5649,,17491.0588,,,,,
2534.98621,,36369.2288,,24859.3376,,21997.403,,35339.0638,,23763.5586,,17712.8533,,30111.302,,19963.4804,,20903.8431,,,,
2535.15287,27619.6863,,20807.9236,,18109.1045,,12689.1348,,21542.3448,,9877.44,,21641.5839,,15281.3526,,17491.1373,,,,,
2535.31953,,36435.3203,,24904.2548,,22012.0299,,34953.078,,23622.9241,,17815.8133,,29946.8725,,19997.0639,,20749.5948,,,,
2535.48619,27500.7582,,20790.5987,,18108.6567,,12642.3262,,21581.6828,,9878.16,,21667.0067,,15285.2124,,17484.0784,,,,,
2535.65293,,36384.5229,,24880.7898,,21981.2537,,35847.3759,,23630.1241,,17599.36,,29834.0671,,20107.4474,,20688.366,,,,
2535.81959,27566.5359,,20819.4395,,18097.194,,12667.234,,21583.2276,,9905.70667,,21672.8054,,15262.7464,,17516.7582,,,,,
2535.98625,,36529.4902,,24924.051,,22032.0896,,35738.5532,,23749.2966,,17593.7333,,29632.7248,,19999.2412,,20623.3987,,,,
2536.15291,27516.4706,,20761.2739,,18097.7015,,12668.0851,,21550.869,,9931.41333,,21658.3893,,15284.7835,,17485.8039,,,,,
2536.31957,,36538.5359,,24772.9172,,22001.8507,,35380.7376,,23707.9724,,17694.5333,,29584.9396,,20099.299,,20586.1176,,,,
2536.4863,27561.0196,,20780.7134,,18128.6866,,12716.8227,,21505.9586,,9893.97333,,21724.6711,,15314.1773,,17516.6536,,,,,
2536.65296,,36499.2418,,24870.5478,,21978.0299,,35400.3972,,23729.2138,,17836.5867,,29401.3691,,20039.2577,,20611.5556,,,,
2536.81962,27516.3922,,20729.8089,,18107.8806,,12724.7943,,21576.2759,,9878.29333,,21693.7718,,15292.3381,,17555.3203,,,,,
2536.98628,,36679.451,,24924.2548,,21823.3731,,35771.1489,,23658.2897,,18015.2,,29771.302,,20205.2289,,20651.3464,,,,
2537.15302,27500.0784,,20701.9618,,18115.6716,,12751.3759,,21567.3931,,9932.88,,21658.8188,,15265.9134,,17464.8105,,,,,
2537.31968,,36742.4575,,24872.5096,,21996.5075,,35127.6879,,23704.5517,,18081.84,,29638.604,,20059.8433,,20657.8301,,,,
2537.48634,27546.2745,,20783.0318,,18163.3731,,12674.4397,,21549.931,,9912.13333,,21630.5772,,15311.967,,17488.2353,,,,,
2537.653,,36602.1699,,24869.8089,,22028.209,,35297.2199,,23641.6,,18005.1467,,29514.1208,,19993.6,,20609.3072,,,,
2537.81966,27528.915,,20776.7389,,18174.0896,,12708.4823,,21527.6414,,9910.56,,21738.9262,,15252.6186,,17503.9477,,,,,
2537.98639,,36516.4183,,24924.3057,,21984.4179,,35443.3759,,23590.7862,,17818.88,,29570.5503,,19912.9072,,20512.2353,,,,
2538.15305,27549.8039,,20761.6051,,18133.5821,,12721.3617,,21576.8828,,9889.28,,21681.4765,,15275.5134,,17494.9804,,,,,
2538.31971,,36508,,24865.6561,,21957.4328,,35080.9929,,23551.1172,,17732.9867,,29510.3087,,20062.5814,,20407.0065,,,,
2538.48637,27559.6863,,20741.3503,,18080.597,,12673.2482,,21592.3034,,9933.04,,21610.2013,,15310.8784,,17527.6078,,,,,
2538.65311,,36535.5817,,24888.586,,22012.6567,,35534.383,,23562.9517,,17698.2133,,29771.302,,20069.4763,,20571.1895,,,,
2538.81977,27508.0523,,20818.242,,18092.1791,,12758.1277,,21595.4207,,9883.92,,21663.3289,,15289.1711,,17413.5686,,,,,
2538.98643,,36603.9216,,24862.1146,,21958.2687,,35719.4326,,23496.9103,,17817.5467,,30025.8792,,20075.8103,,20750.0392,,,,
2539.15309,27551.5556,,20726.4459,,18097.4925,,12680.3972,,21584.1379,,9924.02667,,21656.8859,,15263.1753,,17523.634,,,,,
2539.31975,,36602.902,,24864.6624,,21972.0597,,35156.9078,,23528.2759,,17812.96,,30122.6309,,20091.4804,,20654.6144,,,,
2539.48648,27534.6928,,20745.707,,18115.4925,,12734.5532,,21625.269,,9910.24,,21658.0671,,15203.6619,,17484.7582,,,,,
2539.65314,,36537.8301,,24781.6051,,22073.3731,,34728.766,,23493.0207,,17869.52,,29976.7785,,20184.0165,,20781.1242,,,,
2539.8198,27541.0719,,20826.3694,,18110.1493,,12742.6383,,21580.0828,,9883.14667,,21613.396,,15277.7897,,17525.3333,,,,,
2539.98646,,36524.2092,,24819.1592,,22021.2239,,34318.4681,,23524.8276,,17785.8133,,30203.651,,20195.4969,,20778.0915,,,,
2540.1532,27505.9608,,20768.9427,,18173.3433,,12785.9574,,21595.0345,,9918.8,,21592.1074,,15317.9381,,17528.1307,,,,,
2540.31986,,36480.1307,,24818.5478,,22096.2687,,34185.8156,,23549.1586,,17746.64,,30064.2416,,20207.7031,,20752.4706,,,,
