---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,ROI 8,ROI 8,ROI 9,ROI 9,ROI 11,ROI 11,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
5600.33657,26773.0719,,20189.1465,,17770.6269,,12548.5957,,21056.1655,,9750.98667,,21297.3154,,14910.1856,,16869.9608,,,,,
5600.50323,,34656.4967,,23770.3694,,21634.209,,28594.0426,,22627.2,,17137.68,,29928.2416,,19099.3485,,19566.6928,,,,
5600.66989,26636.7059,,20161.172,,17775.4328,,12599.0355,,21049.7103,,9708.42667,,21353.3154,,14899.6289,,16881.7778,,,,,
5600.83655,,34694.4575,,23815.9745,,21589.6418,,28504.3688,,22721.3517,,17081.5467,,29762.1745,,19150.0866,,19543.7647,,,,
5601.00329,26693.5425,,20176.9682,,17770.8358,,12650.4113,,21074.1517,,9804.53333,,21381.9866,,14873.0062,,16883.7908,,,,,
5601.16995,,34830.1176,,23719.2357,,21599.7015,,28434.8085,,22684.3862,,17405.0133,,30305.557,,19185.4845,,19570.0654,,,,
5601.33661,26651.0327,,20181.4522,,17706.5672,,12584.4539,,21016.8276,,9757.76,,21279.8658,,14894.9773,,16911.5817,,,,,
5601.50327,,34724.1569,,23758.3949,,21644.7761,,28826.5248,,22617.2138,,17368.88,,30723.9463,,19060.5196,,19587.2418,,,,
5601.66993,26745.6471,,20187.5924,,17759.791,,12664.2553,,21008.9655,,9734.32,,21306.604,,14889.2041,,16926.8758,,,,,
5601.83666,,34767.9477,,23798.0892,,21713.6418,,28631.7163,,22611.7793,,17353.7333,,30440.6174,,19086.9443,,19559.3464,,,,
5602.00332,26707.5294,,20132.535,,17753.8507,,12584.9929,,21033.5172,,9784.61333,,21334.4161,,14838.7959,,16909.5163,,,,,
5602.16998,,34814.719,,23718.0382,,21898.4179,,28373.5319,,22698.7034,,17302,,30141.3691,,19031.0928,,19583.6601,,,,
5602.33664,26689.6471,,20158.9045,,17722.3881,,12606.2695,,20967.4759,,9777.68,,21435.1946,,14892.5361,,16929.5686,,,,,
5602.50338,,34721.2288,,23751.414,,22012.597,,28375.7447,,22733.3517,,17192.8533,,29810.1477,,19066.1278,,19704.3137,,,,
5602.67004,26698.5882,,20137.172,,17685.403,,12691.0355,,21057.4345,,9730.45333,,21310.6846,,14903.9175,,16877.2026,,,,,
5602.8367,,34707.6078,,23776.5605,,21901.3433,,28559.0638,,22610.4828,,17164.4533,,29576.5101,,19092.6845,,19715.0588,,,,
5603.00336,26719.6601,,20113.8854,,17727.403,,12654.3546,,21031.7241,,9760.29333,,21472.3758,,14868.2557,,16831.7386,,,,,
5603.17002,,34729.5425,,23768.1529,,21802,,28327.6312,,22622.9241,,17252.1333,,29602.3893,,19079.0598,,19658.1699,,,,
5603.33675,26730.8497,,20196.6369,,17674.9254,,12579.1206,,20990.2069,,9784.82667,,21369.3691,,14869.0144,,16836.2353,,,,,
5603.50341,,34696.3922,,23718.293,,21623.5522,,27816.4823,,22600.0552,,17199.9467,,29527.3557,,19076.3216,,19779.3464,,,,
5603.67007,26710.9542,,20134.7006,,17664.9552,,12588.2837,,20976.0276,,9724.66667,,21404.0805,,14859.9753,,16898.5359,,,,,
5603.83673,,34727.0065,,23861.8599,,21776.8358,,27571.8298,,22732.4966,,17193.6267,,29341.1544,,18970.5237,,19730.719,,,,
5604.00347,26755.3464,,20223.2357,,17711.2239,,12551.3475,,21023.0897,,9728.66667,,21354.7114,,14916.1567,,16851.3725,,,,,
5604.17013,,34758.5359,,23866.5987,,21727.4627,,27535.0638,,22688.4138,,17115.2267,,29175.1409,,19138.8041,,19845.6993,,,,
5604.33679,26684.1307,,20107.9236,,17643.5821,,12641.3333,,21001.0207,,9769.28,,21356.8859,,14886.367,,16868.4706,,,,,
5604.50345,,34704.3922,,23827.0573,,21744.7463,,27644.6525,,22689.8207,,17299.9467,,29290.8188,,19180.6351,,19816.9412,,,,
5604.67011,26703.5817,,20190.242,,17751.0746,,12616.0567,,21014.0966,,9759.76,,21397.4497,,14893.1629,,16847.1895,,,,,
5604.83684,,34667.3987,,23872.8408,,21702.4179,,27698.8936,,22624.2483,,17588.5067,,29058.5772,,19133.2948,,19767.6078,,,,
5605.0035,26613.0719,,20121.4522,,17721.2537,,12572.227,,20961.9034,,9756.88,,21347.0872,,14868.5526,,16913.9608,,,,,
5605.17016,,34755.3464,,23835.9745,,21757.7015,,27576.8794,,22689.2138,,17521.52,,29062.7383,,19126.466,,19797.0458,,,,
5605.33682,26703.7124,,20143.1847,,17717.7612,,12583.7447,,21010.5931,,9738.26667,,21325.7181,,14929.9794,,16870.0392,,,,,
5605.50356,,34878.0392,,23894.6497,,21829.1045,,27401.305,,22642.0966,,17445.3867,,29134.4698,,19152.2969,,19898.5621,,,,
5605.67022,26586.4575,,20214.3439,,17748.4179,,12540.6525,,21015.5034,,9721.84,,21312.7517,,14813.4928,,16867.085,,,,,
5605.83688,,34792.183,,23823.465,,21851.0149,,28072.3404,,22631.2828,,17371.1467,,29256.0537,,19253.0804,,19878.0392,,,,
5606.00354,26676.8627,,20191.949,,17702.1493,,12582.2128,,20988.3862,,9724.16,,21369.6376,,14919.2247,,16886.1699,,,,,
5606.17027,,34825.281,,23781.1975,,21827.1642,,27944,,22677.7103,,17334.48,,30241.9866,,19256.9402,,19841.3856,,,,
5606.33693,26651.3987,,20186.5223,,17689.7015,,12587.7447,,21017.2138,,9771.46667,,21383.3289,,14834.6722,,16870.3529,,,,,
5606.50359,,34798.1438,,23804.9172,,21896.2687,,28127.6028,,22731.0897,,17419.9733,,30164.3758,,19231.3072,,19770.8235,,,,
5606.67025,26662.4575,,20143.8217,,17711.0149,,12592.9078,,20981.9034,,9751.25333,,21271.0604,,14884.7175,,16891.5556,,,,,
5606.83691,,34875.5556,,23817.5541,,21766.8358,,28241.1915,,22701.0483,,17434.0533,,29926.8993,,19146.3258,,19791.2418,,,,
5607.00365,26666.1699,,20129.8854,,17691.6418,,12547.6596,,21004.4138,,9722.32,,21252.2416,,14873.7649,,16904.6797,,,,,
5607.17031,,34767.6601,,23794.7516,,21800.4776,,28268.4823,,22671.5034,,17290.16,,29756.5638,,19189.3113,,19698.0131,,,,
5607.33697,26632.6797,,20125.0701,,17754.2388,,12548.1135,,21030.2069,,9793.04,,21313.1275,,14831.6371,,16899.0065,,,,,
5607.50363,,34838.2484,,23795.8471,,21839.6119,,28019.5745,,22706.1793,,17337.7333,,29514.953,,19057.1546,,19720.9412,,,,
5607.67036,26625.8824,,20228.7898,,17735.194,,12543.234,,21076.1931,,9685.46667,,21290.9799,,14852.6845,,16920.9412,,,,,
5607.83702,,34856.6275,,23879.2102,,21748.5075,,27828.1702,,22651.8621,,17332.2133,,29591.5436,,19146.3258,,19733.098,,,,
5608.00368,26680.0784,,20206.5223,,17700.3881,,12552.1418,,21039.2828,,9762.85333,,21382.4161,,14893.6247,,16851.2941,,,,,
5608.17034,,34880.9412,,23828.5096,,21830.1791,,27725.617,,22623.4483,,17362.8267,,29576.1879,,19009.2536,,19685.2288,,,,
5608.337,26664.2353,,20170.3185,,17712.8358,,12574.9787,,21000.8,,9710.24,,21306.0671,,14882.2763,,16887.1895,,,,,
5608.50374,,34880.7843,,23825.7325,,21740.0299,,28026.5816,,22644.1103,,17266.8267,,29691.0336,,18984.3794,,19569.1242,,,,
5608.6704,26689.4379,,20119.8217,,17799.9701,,12561.9574,,21044.9379,,9754.53333,,21277.9866,,14909.8557,,16908.6797,,,,,
5608.83706,,34821.5425,,23839.6433,,21773.0149,,28009.1631,,22571.5862,,17323.6,,29894.1745,,19062.8289,,19540.9935,,,,
5609.00371,26688.4967,,20117.0701,,17734.8358,,12604.1702,,20972.4138,,9750.72,,21275.1409,,14833.5505,,16850.7974,,,,,
5609.17045,,34853.7778,,23875.8981,,21650.8955,,28151.2624,,22703.0069,,17400.08,,29753.6376,,19022.5155,,19504,,,,
5609.33711,26694.8758,,20162.4968,,17667.7015,,12612.3404,,21018.1517,,9711.84,,21213.2081,,14863.1093,,16884.0784,,,,,
5609.50377,,34912.9935,,23890.1401,,21642.8657,,28105.7589,,22726.4552,,17473.6533,,29668.3758,,19087.0763,,19461.7516,,,,
5609.67043,26637.2549,,20202.8025,,17730.2985,,12638.4681,,20971.5586,,9772.53333,,21322.5772,,14889.8639,,16881.2026,,,,,
5609.83709,,34840.4444,,23848.8917,,21600.9254,,27934.922,,22622.8138,,17371.0133,,29445.9866,,19152.7258,,19592.9412,,,,
5610.00382,26694.1438,,20126.6752,,17703.8507,,12540.9645,,20994.2069,,9733.25333,,21377.9329,,14918.5649,,16854.6667,,,,,
5610.17048,,34743.8693,,23898.6242,,21609.194,,27593.9007,,22731.1172,,17440.1333,,29273.745,,19188.9814,,19628.2876,,,,
5610.33714,26679.0327,,20233.0446,,17680.0299,,12597.9291,,21071.7517,,9758.74667,,21266.8993,,14947.5959,,16861.5948,,,,,
5610.5038,,34697.4118,,23806.3949,,21573.5224,,27386.8369,,22690.5931,,17417.7867,,29235.8389,,19245.9876,,19630.7451,,,,
5610.67054,26679.2418,,20144.0764,,17795.7015,,12595.8014,,21081.9034,,9732.72,,21262.8993,,14927.5711,,16929.098,,,,,
5610.8372,,34791.2418,,23802.9299,,21704.6269,,27304.1702,,22635.7517,,17395.7067,,29265.0201,,19105.0887,,19569.0719,,,,
5611.00386,26706.4575,,20205.5287,,17736.2985,,12609.5887,,21027.8621,,9704.16,,21272.8322,,14804.2557,,16920.0784,,,,,
5611.17052,,34781.281,,23859.949,,21633.7313,,27141.5887,,22663.5034,,17520.56,,29232.2685,,19121.7155,,19595.7124,,,,
5611.33718,26740.2092,,20186.7771,,17706.6269,,12585.9291,,21038.7586,,9749.92,,21361.2081,,14841.699,,16853.3595,,,,,
5611.50391,,34784.4183,,23901.7325,,21703.7015,,27085.5319,,22731.3379,,17454.96,,29227.5436,,19204.7505,,19666.0915,,,,
5611.67057,26695.0327,,20209.8089,,17728.3582,,12628.766,,21006.9793,,9766.08,,21247.0872,,14933.8722,,16806.5621,,,,,
5611.83723,,34829.0458,,23878.8535,,21690.3582,,27172.1702,,22683.2828,,17356.4,,29184.5638,,19046.6969,,19708.2614,,,,
5612.00389,26624,,20152.5096,,17708.806,,12626.2128,,20975.2276,,9740.88,,21380.8054,,14894.5485,,16907.451,,,,,
5612.17063,,34836.2614,,23750.0127,,21866.0299,,27309.617,,22616.9103,,17377.2,,29022.8993,,19089.9794,,19541.7778,,,,
5612.33729,26714.0654,,20152.7898,,17662.2388,,12626.0709,,21049.1862,,9754.08,,21338.4698,,14874.8536,,16862.0392,,,,,
5612.50395,,34776.4706,,23721.121,,21697.8507,,27197.617,,22696.469,,17310,,28969.906,,19266.9691,,19554.5621,,,,
5612.67061,26765.2026,,20142.5732,,17790.3881,,12657.9858,,20999.4483,,9724.72,,21369.4765,,14912.7258,,16857.7778,,,,,
5612.83734,,34892.0261,,23748.5096,,21729.9701,,27321.305,,22625.6828,,17375.7067,,28870.4966,,19180.4371,,19427.817,,,,
5613.004,26789.281,,20198.7516,,17721.9701,,12591.3191,,21034.8414,,9691.86667,,21361.6107,,14939.9753,,16849.5163,,,,,
5613.17066,,34821.1503,,23722.4968,,21736.0597,,27186.0993,,22705.8207,,17289.84,,28881.6644,,19102.1526,,19414.1699,,,,
5613.33732,26676.8366,,20152.4841,,17706.5672,,12639.3191,,20996.9655,,9804.85333,,21291.8926,,14967.0268,,16824.4706,,,,,
5613.50398,,34854.6928,,23710.1146,,21813.7313,,28246.7234,,22736.2483,,17478.32,,29118.8725,,19234.3093,,19605.3595,,,,
5613.67072,26649.9085,,20172.3567,,17787.0149,,12546.922,,21036.5517,,9753.30667,,21269.6644,,14915.299,,16918.5882,,,,,
5613.83738,,34829.7778,,23711.414,,21852.4478,,29205.4184,,22664.4138,,17574.7467,,29625.1275,,19426.1443,,19605.4379,,,,
5614.00404,26729.7778,,20152.8662,,17659.7612,,12560.2837,,21027.669,,9702.29333,,21268.7248,,14885.8392,,16914.3007,,,,,
5614.1707,,34783.2418,,23660.9427,,21737.3134,,29374.5816,,22623.4483,,17443.2,,29584.9933,,19299.6948,,19526.4314,,,,
5614.33743,26730.4052,,20172.7898,,17654.5075,,12489.078,,21031.3379,,9710.69333,,21255.5436,,14856.8742,,16891.9739,,,,,
5614.50409,,34775.6863,,23740.4076,,21662.9552,,29776.3688,,22650.8966,,17369.2533,,29337.3691,,19312.1979,,19561.9869,,,,
5614.67075,26670.0915,,20141.6306,,17744.5373,,12519.8298,,21029.3241,,9752.05333,,21340.8322,,14907.0515,,16865.9869,,,,,
5614.83741,,34744.6797,,23700.4331,,21732.7463,,30303.1206,,22660.4414,,17325.5467,,29137.5839,,19230.6474,,19592.1046,,,,
5615.00407,26741.4379,,20157.758,,17747.0149,,12424.3972,,21047.7793,,9747.89333,,21263.2483,,14936.1485,,16838.6928,,,,,
5615.17081,,34786.1438,,23699.2102,,21713.0746,,30219.2908,,22641.0759,,17278.8533,,29117.2349,,19131.2165,,19590.1438,,,,
5615.33747,26696.9673,,20195.8981,,17680.2687,,12444.9362,,20998.2897,,9743.46667,,21327.0604,,14922.4907,,16888.8366,,,,,
5615.50413,,34821.6209,,23708.8153,,21666.597,,29834.8369,,22764.9655,,17214.32,,29516.6174,,19163.0845,,19418.5359,,,,
5615.67079,26705.8562,,20173.0191,,17665.6418,,12484.5106,,20983.1172,,9770.32,,21249.0738,,14953.0392,,16807.3987,,,,,
5615.83752,,34782.2222,,23747.1847,,21557.194,,29630.9504,,22655.0621,,17132.8,,29687.6779,,19160.4454,,19494.0915,,,,
5616.00418,26684.4706,,20185.5287,,17682.8955,,12521.5887,,21012.1379,,9694.69333,,21315.3289,,14940.866,,16865.5686,,,,,
5616.17084,,34777.8039,,23680.586,,21634.209,,29653.9007,,22713.5172,,17100.8,,29787.7852,,19071.5711,,19466.2484,,,,
5616.3375,26699.4248,,20167.7197,,17755.1642,,12546.1844,,21007.6966,,9748.96,,21351.9732,,14888.4124,,16862.6667,,,,,
5616.50416,,34792.9412,,23723.5924,,21612.8657,,29420.1986,,22699.9172,,17047.7867,,29565.4765,,19012.0247,,19399.6601,,,,
5616.6709,26701.0719,,20201.7834,,17749.9403,,12549.0496,,21010.3172,,9758.85333,,21311.7315,,14882.6062,,16877.0196,,,,,
5616.83756,,34808.0261,,23740.1019,,21581.0448,,29525.6738,,22704.4138,,16989.04,,29532.1074,,19026.7711,,19414.902,,,,
5617.00422,26661.8562,,20101.1465,,17759.1343,,12565.6454,,21002.0138,,9726.37333,,21291.9195,,14831.7691,,16823.634,,,,,
5617.17088,,34839.1111,,23776.8917,,21511.791,,29537.6454,,22694.069,,17100.6133,,29807.2483,,19018.8536,,19380.2614,,,,
5617.33761,26725.0458,,20166.9554,,17724.5672,,12542.7801,,20975.3655,,9789.22667,,21301.9866,,14848.2309,,16822.1176,,,,,
5617.50427,,34839.0065,,23730.6752,,21511.7015,,29657.1915,,22693.269,,17069.8933,,29495.302,,18935.9175,,19376.6275,,,,
5617.67093,26687.6078,,20094.828,,17722.3284,,12567.7163,,21025.0483,,9740.08,,21339.0604,,14887.4557,,16853.1503,,,,,
5617.83759,,34688.8366,,23810.0892,,21510.4179,,29410.5532,,22687.8069,,17120.6667,,29457.047,,18919.8186,,19457.0196,,,,
5618.00425,26676.9935,,20137.9108,,17717.6418,,12544.0851,,20971.8069,,9768.26667,,21268.2953,,14906.8206,,16856.2614,,,,,
5618.17099,,34768.6013,,23829.9363,,21595.194,,29413.4468,,22672.0552,,17079.0667,,29676.3758,,19035.4474,,19372.4967,,,,
5618.33765,26658.1438,,20181.2229,,17642.8358,,12604.8511,,20975.3931,,9761.6,,21218.9799,,14905.8309,,16882.6667,,,,,
5618.50431,,34723.5556,,23773.9108,,21684,,29044.8511,,22692.2483,,17068.88,,30537.906,,19047.1258,,19533.9085,,,,
5618.67097,26652.0784,,20165.707,,17772.3582,,12611.6596,,20987.6138,,9743.52,,21242.7383,,14880.8247,,16804.5752,,,,,
5618.8377,,34776.4183,,23708.6879,,21693.7612,,29036.227,,22699.4483,,17000.6933,,31224.1611,,18984.6103,,19449.6471,,,,
5619.00436,26637.9608,,20169.4777,,17694.4179,,12588.227,,20987.0069,,9694.16,,21258.0403,,14875.8103,,16873.1765,,,,,
5619.17102,,34769.4118,,23742.293,,21671.9104,,28871.6596,,22716.5517,,16935.3067,,31426.3893,,18944.033,,19497.0458,,,,
5619.33768,26758.2745,,20141.3248,,17712.0299,,12524.1418,,21020.2483,,9736.98667,,21155.4631,,14853.5423,,16878.0131,,,,,
5619.50434,,34871.6078,,23759.5414,,21674.5075,,28992.7376,,22759.3931,,16908.6133,,31436.8859,,18910.6144,,19413.7516,,,,
5619.67108,26627.0065,,20194.4713,,17733.6418,,12534.8652,,21009.8207,,9692.48,,21206.8993,,14915.5629,,16856.5229,,,,,
5619.83774,,34726.7974,,23667.6688,,21691.3433,,28834.4681,,22667.9172,,16923.68,,31007.1946,,18957.1299,,19459.1373,,,,
5620.0044,26708.183,,20143.3121,,17690.1194,,12534.8085,,21017.4069,,9756.82667,,21181.8523,,14915.9588,,16859.8693,,,,,
5620.17106,,34842.8235,,23696.3057,,21583.1045,,28769.3333,,22681.8759,,17013.5733,,30655.1409,,19030.2351,,19424.8366,,,,
5620.33779,26666.6405,,20185.3503,,17729.5522,,12580.766,,21036.4414,,9806.69333,,21248.1342,,14929.7814,,16891.817,,,,,
5620.50445,,34783.0588,,23782.7006,,21662.7164,,29089.4752,,22707.5034,,16903.04,,30643.1678,,19093.0474,,19338.4052,,,,
5620.67111,26699.8431,,20191.9745,,17635.2239,,12611.8582,,20955.4759,,9746.10667,,21221.1275,,14870.0041,,16853.7516,,,,,
5620.83777,,35044.6013,,23795.6433,,21933.1045,,28861.1348,,22627.8897,,16895.6,,30648.7517,,18952.2144,,19318.7974,,,,
5621.00443,26729.098,,20149.121,,17772,,12582.4681,,21049.0207,,9763.78667,,21327.6779,,14810.0619,,16899.2418,,,,,
5621.17117,,35075.7386,,23738.8535,,21770.8358,,29203.0355,,22668.9379,,16846.1867,,30970.0134,,19102.8784,,19319.6863,,,,
5621.33783,26644.6536,,20261.5287,,17690.4478,,12541.9574,,20975.9172,,9768.64,,21158.8725,,14859.0515,,16847.0588,,,,,
5621.50449,,35045.1765,,23716.0255,,21754.3881,,29072.2837,,22807.6138,,16881.6,,30928.3758,,19157.8722,,19523.7908,,,,
5621.67115,26618.902,,20163.3631,,17728.2985,,12599.9433,,21034.7586,,9784.66667,,21298.0671,,14860.3711,,16906.6405,,,,,
5621.83788,,35199.634,,23742.4968,,21776.8358,,29261.078,,22776.8828,,16898.24,,30580.9128,,19179.7113,,19542.4052,,,,
5622.00454,26724.732,,20136.1019,,17673.8507,,12618.0142,,21040.9103,,9795.38667,,21264.8322,,14945.7814,,16896.549,,,,,
5622.1712,,35075.0327,,23627.6943,,21690.8955,,29612.1986,,22655.531,,16949.5467,,30386.1208,,19129.501,,19472.1307,,,,
5622.33786,26729.3856,,20147.0573,,17700.806,,12589.0496,,21069.2966,,9794.50667,,21273.047,,14877.5258,,16865.5163,,,,,
5622.50452,,35195.2418,,23780.8917,,21703.5522,,29859.0071,,22719.4483,,16891.3067,,30144,,19055.901,,19589.9869,,,,
5622.67126,26721.6209,,20215.5924,,17700.5373,,12498.8085,,21003.3931,,9787.76,,21241.8523,,14832.9897,,16889.6993,,,,,
5622.83792,,35191.8693,,23818.0637,,21723.403,,29881.844,,22658.7034,,17080.6933,,30137.906,,19135.934,,19544.0261,,,,
5623.00458,26755.6601,,20133.7834,,17729.7015,,12542.8369,,20993.2414,,9743.86667,,21372.4564,,14905.2371,,16837.5425,,,,,
5623.17124,,35400.2353,,23791.0318,,21648.6269,,29725.4752,,22684.331,,17076.3733,,30072.0537,,19107.233,,19583.7908,,,,
5623.33797,26665.4641,,20107.5159,,17751.3433,,12616.9929,,21022.6483,,9797.81333,,21346.9262,,14877.4268,,16866.7974,,,,,
5623.50463,,35340.7582,,23902.3694,,21605.2537,,29739.234,,22692.0552,,16986.9867,,30109.8792,,19155.5299,,19630.1176,,,,
5623.67129,26657.2549,,20189.0701,,17742.209,,12554.8369,,20984.0828,,9757.06667,,21354.7919,,14899.167,,16795.451,,,,,
5623.83795,,35296.2353,,23843.6178,,21474.7463,,29477.9574,,22696.4138,,16994.2667,,29975.0067,,19075.7938,,19557.2549,,,,
5624.00461,26707.8693,,20109.9363,,17730.9552,,12601.7021,,20984.9655,,9756.8,,21275.7584,,14879.6701,,16895.8693,,,,,
5624.17135,,35225.5948,,23780.6115,,21505.3433,,29368.227,,22622.9793,,16980.9333,,29652.6174,,18939.5794,,19536.9673,,,,
5624.33801,26648.0523,,20125.8089,,17701.6716,,12576.9645,,21015.8345,,9739.62667,,21287.4094,,14892.3052,,16827.2157,,,,,
5624.50467,,35264.8889,,23676.3822,,21496.0299,,29128.227,,22628.9103,,16941.28,,29522.3087,,18990.7134,,19568.9412,,,,
5624.67133,26617.5948,,20158.0637,,17715.6716,,12574.695,,21018.0138,,9800.37333,,21283.0604,,14866.1773,,16898.5882,,,,,
5624.83806,,35213.0719,,23648.6115,,21499.9403,,29136.6525,,22654.1793,,16969.92,,29263.4631,,18953.7649,,19493.6471,,,,
5625.00472,26710.1699,,20217.8854,,17688.2388,,12590.695,,20983.3103,,9826.13333,,21328.2953,,14823.6206,,16857.7778,,,,,
5625.17138,,35292.2353,,23815.5924,,21463.6418,,29319.6312,,22622.9793,,16859.7333,,29106.8993,,18994.8041,,19482.9542,,,,
5625.33804,26672.8627,,20202.9299,,17702.209,,12595.3191,,21064.8276,,9789.2,,21238.5235,,14958.4495,,16833.4379,,,,,
5625.50478,,35220.3922,,23703.5924,,21485.7313,,29196.9078,,22643.5034,,16883.0933,,29067.9732,,19088.132,,19427.0327,,,,
5625.67144,26737.6993,,20163.8471,,17684.6269,,12544.7943,,21020.3034,,9775.89333,,21331.1946,,14981.4103,,16813.9085,,,,,
5625.8381,,35240.2092,,23799.3631,,21519.3134,,29039.234,,22649.2138,,16903.68,,29039.7315,,19118.8784,,19502.8758,,,,
5626.00475,26683.5556,,20207.2357,,17730.2985,,12602.6099,,20989.131,,9810.4,,21267.7852,,14923.3485,,16815.0588,,,,,
5626.17141,,35165.1503,,23786.242,,21485.7015,,29144.1418,,22660.6069,,16935.92,,28913.8255,,19127.8186,,19587.6078,,,,
5626.33815,26762.3007,,20141.2484,,17814.4179,,12632.7376,,21056.2759,,9796.34667,,21264.5906,,14832.4289,,16862.4052,,,,,
5626.50481,,35194.8235,,23717.5287,,21456.9552,,29201.9291,,22618.4,,16920.8,,28997.9329,,19028.2887,,19580.9935,,,,
5626.67147,26692.4183,,20124.7389,,17741.4328,,12551.0355,,20958.1241,,9770.18667,,21285.8255,,14836.3546,,16829.2288,,,,,
5626.83813,,35204.8105,,23711.0064,,21530.6866,,29197.7021,,22675.531,,16914.32,,29008.0805,,19061.6082,,19494.5621,,,,
5627.00486,26683.4248,,20230.828,,17694.9552,,12606.7234,,20997.269,,9794.02667,,21367.5973,,14903.8515,,16895.8954,,,,,
5627.17152,,35104.4706,,23794.3949,,21491.2836,,29037.7589,,22653.6,,16954.4267,,29051.5436,,19083.3485,,19562.2222,,,,
5627.33818,26718.4837,,20166.2166,,17656.4179,,12537.9574,,21040.331,,9778.18667,,21386.604,,14914.0784,,16830.7451,,,,,
5627.50484,,35117.5686,,23787.1847,,21505.1642,,29003.773,,22708.469,,17014.0267,,29256.1879,,19117.2289,,19486.1699,,,,
5627.6715,26619.1634,,20223.7962,,17710.0896,,12621.1915,,21004.6897,,9778.93333,,21343.2483,,14885.0144,,16894.0915,,,,,
5627.83824,,35118.8497,,23782.9299,,21415.7015,,28811.9149,,22767.531,,17027.8933,,29409.1007,,19137.3526,,19638.6928,,,,
5628.0049,26691.4771,,20214.7516,,17707.7612,,12606.7234,,21009.8483,,9847.22667,,21274.3087,,14918.8619,,16882.7712,,,,,
5628.17156,,35171.5817,,23733.5287,,21422.5075,,28864.539,,22753.9862,,17040.88,,29264.4832,,19094.1691,,19705.0458,,,,
5628.33822,26764.1569,,20118.7516,,17670.2687,,12587.9433,,21012.2759,,9818.24,,21263.9195,,14891.1505,,16836.732,,,,,
5628.50495,,35136.549,,23838.2166,,21464.9552,,29747.234,,22649.0483,,17042.2933,,29380.2953,,19144.1814,,19601.5686,,,,
5628.67161,26636.2876,,20192.6879,,17728.5373,,12534.2411,,20969.0483,,9822.45333,,21345.557,,14840.6433,,16813.2549,,,,,
5628.83827,,35090.5098,,23835.4395,,21422.6866,,29915.1489,,22675.4483,,17002.16,,29048.9933,,19168.4289,,19552.2353,,,,
5629.00493,26722.6667,,20133.7834,,17689.4328,,12562.2411,,20919.0345,,9792.53333,,21335.7852,,14902.367,,16818.8235,,,,,
5629.17159,,35196.1569,,23771.5414,,21421.0746,,29459.8014,,22621.9586,,16991.28,,28997.8255,,19176.7423,,19518.9542,,,,
5629.33833,26671.7647,,20165.8089,,17759.0149,,12535.3191,,20981.6552,,9791.04,,21230.7919,,14865.8474,,16860.9412,,,,,
5629.50499,,35072.8889,,23739.9745,,21467.2537,,29189.8156,,22698.9241,,17018.9333,,29027.302,,19172.7835,,19535.1895,,,,
5629.67165,26696.9412,,20131.7197,,17707.2537,,12557.4752,,20990.4276,,9760.72,,21291.5436,,14865.5835,,16829.098,,,,,
5629.83831,,35058.2222,,23781.8344,,21409.7612,,29100.4255,,22640.6069,,17181.3867,,28995.6779,,19214.5814,,19529.1242,,,,
5630.00504,26722.0654,,20176.6879,,17698.9851,,12518.922,,21015.9172,,9796.10667,,21309.1544,,14927.8351,,16869.4118,,,,,
5630.1717,,35125.3333,,23748.0764,,21365.1343,,29112.4823,,22670.8966,,17241.7333,,29152.4564,,19577.501,,19647.6601,,,,
5630.33836,26680.9935,,20219.6943,,17740.8358,,12539.8014,,20963.8345,,9822.13333,,21243.3826,,14895.0763,,16826.0654,,,,,
5630.50502,,35208.0261,,23868.9427,,21389.1045,,29003.7447,,22631.5586,,17220.3467,,29266.3624,,19525.5093,,19606.1961,,,,
5630.67168,26677.7255,,20099.8981,,17715.5821,,12561.4752,,21058.7586,,9782.58667,,21288.1074,,14871.2577,,16860.0261,,,,,
5630.83842,,35255.7124,,23947.4395,,21400.9851,,29106.4681,,22691.4207,,17073.8133,,29196.6174,,19575.8515,,19625.6732,,,,
5631.00508,26645.5948,,20142.1401,,17684.6269,,12599.1206,,21018.5931,,9837.73333,,21348.4027,,14863.6041,,16861.1242,,,,,
5631.17174,,35206.1699,,23946.2166,,21418.6866,,29576.1702,,22806.2897,,17110.5067,,29215.5973,,19619.8928,,19746.6928,,,,
5631.3384,26720.7843,,20176.6879,,17717.9403,,12539.6596,,21012.469,,9811.52,,21323.3826,,14841.0392,,16848.6536,,,,,
5631.50513,,35297.5686,,23919.5159,,21399.7313,,29383.1489,,22740.0828,,16992.6933,,29186.7383,,19538.8371,,19667.2157,,,,
5631.67179,26740.2876,,20155.5159,,17755.9104,,12613.9291,,21013.9586,,9750.88,,21343.4631,,14832.5278,,16911.6078,,,,,
5631.83845,,35163.817,,23792.2803,,21471.7015,,29563.0071,,22709.931,,17227.28,,29040.1611,,19458.2763,,19613.281,,,,
