---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
5044.77622,,18661.6115,,10362.254,,11950.2353,,46717.4266,,16854.2857,,28822.4516,,13948.3972,,,,
5044.94296,18480.7482,,7616.06349,,8942.41176,,52358.9091,,17409.8776,,34871.7419,,12804.1702,,,,,
5045.10962,,18657.8993,,10382.2857,,11925.2059,,46713.7622,,16855.1565,,28872.0516,,13931.3191,,,,
5045.27628,18457.4388,,7622.06349,,8933.47059,,52442.1538,,17378.9932,,34878.2968,,12815.6028,,,,,
5045.44294,,18624.259,,10336.0952,,11941.7647,,46752.028,,16839.483,,28809.9355,,13974.8085,,,,
5045.6096,18442.1295,,7624.53968,,8953.14706,,52376.1678,,17381.3878,,34917.2387,,12837.617,,,,,
5045.77633,,18681.0935,,10356.6032,,11917.9706,,46740.979,,16859.6735,,28788.9806,,13950.2695,,,,
5045.94299,18434.0144,,7632.31746,,8935.11765,,52415.8322,,17345.0612,,34924.8774,,12799.5461,,,,,
5046.10965,,18614.0719,,10347.9683,,11974.7353,,46774.0699,,16874.6667,,28806.1161,,13915.5745,,,,
5046.27631,18425.6691,,7628.66667,,8954.76471,,52524.8112,,17376.5442,,34948.0258,,12809.0496,,,,,
5046.44297,,18626.964,,10360.1905,,11943.2941,,46679.8322,,16898.0952,,28779.6387,,13967.461,,,,
5046.60971,18475.1079,,7630.12698,,8957.41176,,52467.3846,,17389.4694,,34904.9032,,12803.7163,,,,,
5046.77637,,18666.6475,,10391.0476,,11901.3529,,46737.4545,,16833.7143,,28819.4839,,13914.0993,,,,
5046.94303,18452.8058,,7637.20635,,8928.08824,,52519.0769,,17420.1905,,34939.9226,,12849.0496,,,,,
5047.10969,,18644.3741,,10350.3175,,11939.6765,,46780.5874,,16936.6259,,28830.1419,,13949.1631,,,,
5047.27642,18487.3957,,7625.77778,,8941.05882,,52507.3007,,17376.9252,,34882.1419,,12817.6454,,,,,
5047.44308,,18679.5396,,10379.5556,,11882.3824,,46787.2168,,16906.4762,,28806.2968,,13910.2128,,,,
5047.60974,18471.8561,,7635.96825,,8950.64706,,52507.6084,,17341.9592,,34912.671,,12836.5106,,,,,
5047.7764,,18718.5612,,10340.6984,,11941.9706,,46778.9371,,16883.0204,,28805.4194,,13983.6028,,,,
5047.94306,18488.259,,7601.01587,,8947.58824,,52464.8671,,17378.2585,,34910.6323,,12810.383,,,,,
5048.1098,,18700.5468,,10323.9365,,11976.8824,,46737.958,,16843.2381,,28768.6968,,13945.1915,,,,
5048.27646,18472.0576,,7598.44444,,8961.29412,,52451.3007,,17370.5034,,34864.2839,,12839.4326,,,,,
5048.44312,,18706.3597,,10331.7778,,11983.0588,,46783.6643,,16879.9456,,28825.8065,,13968.8511,,,,
5048.60978,18447.8849,,7650.34921,,8930.76471,,52416.8392,,17423.3469,,34861.1355,,12817.7872,,,,,
5048.77644,,18679.7122,,10356.0317,,11968.4706,,46808.3916,,16833.6599,,28802.4258,,13960.2837,,,,
5048.94317,18453.2662,,7647.77778,,8949.73529,,52464.951,,17434.0408,,34959.1484,,12816.4255,,,,,
5049.10983,,18645.4964,,10333.2698,,11972.5294,,46762.042,,16847.8912,,28859.3548,,13901.1064,,,,
5049.27649,18465.3237,,7629.14286,,8929.02941,,52397.6224,,17375.9184,,34882.6323,,12814.3546,,,,,
5049.44315,,18606.1295,,10334.5397,,11943.1765,,46684.1399,,16841.7687,,28848.7742,,13947.4326,,,,
5049.60981,18465.3237,,7626.34921,,8940.32353,,52532.8951,,17366.5578,,34892.0774,,12802.4397,,,,,
5049.77655,,18704.4029,,10372.5397,,11935.7059,,46810.3776,,16902.5034,,28837.9613,,13927.3759,,,,
5049.94321,18495.6259,,7671.42857,,8939.67647,,52417.2587,,17377.9048,,34907.871,,12786.8369,,,,,
5050.10987,,18660.8633,,10373.5873,,11908.9706,,46752.8951,,16883.0748,,28831.3806,,13904.227,,,,
5050.27653,18458.0719,,7654.50794,,8954.64706,,52501.9301,,17401.0884,,34920.3613,,12789.6738,,,,,
5050.44326,,18639.3381,,10339.7143,,11915.6176,,46774.8252,,16837.1701,,28839.4581,,13905.1915,,,,
5050.60992,18466.5324,,7631.49206,,8957,,52515.7762,,17380.9252,,34947.071,,12797.1915,,,,,
5050.77658,,18644.6043,,10322.0952,,11923.9118,,46723.4965,,16850.1769,,28857.6774,,13914.695,,,,
5050.94324,18488.6619,,7646.66667,,8929.70588,,52485.2867,,17398.7211,,34980.8258,,12769.7589,,,,,
5051.1099,,18676.0863,,10339.1429,,11892.8824,,46831.9441,,16868.6531,,28832.2065,,13902.4965,,,,
5051.27664,18504.2302,,7624.95238,,8926.82353,,52457.7063,,17373.7415,,34940.8516,,12848.6525,,,,,
5051.4433,,18648.6043,,10340.127,,11857.0588,,46761.007,,16856.517,,28879.9484,,13920.1418,,,,
5051.60996,18450.705,,7619.96825,,8953.32353,,52390.0979,,17345.415,,34952.9548,,12793.7021,,,,,
5051.77662,,18689.7554,,10333.9683,,11947.6176,,46706.7972,,16902.2313,,28850.8129,,13971.8298,,,,
5051.94328,18483.2806,,7633.61905,,8946.76471,,52323.7203,,17411.0476,,34976.2581,,12818.4965,,,,,
5052.11001,,18685.2086,,10353.2381,,11899.3824,,46685.3147,,16863.1565,,28827.5097,,13984.5106,,,,
5052.27667,18478.3022,,7648.06349,,8951.73529,,52338.5175,,17395.6463,,34934.2968,,12824.9078,,,,,
5052.44333,,18659.7122,,10373.3651,,11888.9118,,46644.6713,,16878.7483,,28870.7613,,13921.7589,,,,
5052.60999,18432.0288,,7646.44444,,8964.29412,,52379.8322,,17356.2993,,34868.2839,,12856.7376,,,,,
5052.77665,,18651.3094,,10349.2381,,11854.0588,,46686.993,,16867.3741,,28811.071,,13927.5177,,,,
5052.94339,18453.2662,,7616.38095,,8960.08824,,52402.993,,17364.517,,34875.6387,,12777.9574,,,,,
5053.11005,,18674.6475,,10338.7302,,11888.3529,,46727.3566,,16874.585,,28842.6581,,13957.0496,,,,
5053.27671,18483.0216,,7656.4127,,8956.32353,,52440.4196,,17410.966,,34902.2452,,12818.4397,,,,,
5053.44336,,18660.7482,,10358.4127,,11903.5882,,46739.9161,,16887.5102,,28826.9935,,13915.5745,,,,
5053.6101,18444.2878,,7632.44444,,8925.08824,,52359.7483,,17372.2993,,34924.5161,,12827.2057,,,,,
5053.77676,,18680.6619,,10382.3175,,11886.2353,,46737.2308,,16831.7551,,28862.4,,13919.0071,,,,
5053.94342,18462.7338,,7638.03175,,8945.02941,,52373.986,,17402.5034,,34942.7355,,12780.9645,,,,,
5054.11008,,18716.7482,,10366.3175,,11912.5,,46638.7692,,16886.3946,,28835.4581,,13969.2766,,,,
5054.27674,18456.7194,,7645.87302,,8971.47059,,52296.5594,,17379.3469,,34892.2581,,12766.2979,,,,,
5054.44347,,18696.0288,,10369.7143,,11895.0882,,46729.4266,,16890.5034,,28867.871,,13926.6667,,,,
5054.61013,18456.5468,,7633.84127,,8962.26471,,52291.2727,,17414.2313,,34949.729,,12815.773,,,,,
5054.77679,,18701.295,,10370.6984,,11873.9412,,46699.021,,16878.8299,,28878.2194,,13887.5177,,,,
5054.94345,18483.0791,,7606.98413,,8974.44118,,52451.8042,,17376.8163,,34890.9419,,12776.4539,,,,,
5055.11011,,18645.7842,,10391.8413,,11852.9118,,46728.5035,,16851.9184,,28835.2,,13913.6454,,,,
5055.27685,18459.3957,,7656,,8938.05882,,52415.1329,,17411.1837,,34859.0194,,12824.0567,,,,,
5055.44351,,18682.4748,,10329.873,,11885.9412,,46688.8392,,16872.8435,,28835.7935,,13951.4894,,,,
5055.61017,18513.9568,,7632.28571,,8952.26471,,52374.2098,,17364.0816,,34900.6452,,12815.5177,,,,,
5055.77683,,18663.0504,,10366.9841,,11871.8529,,46653.4266,,16879.9184,,28797.7806,,13933.0496,,,,
5055.94356,18446.1871,,7628.92063,,8963.11765,,52348.2517,,17352,,34889.9355,,12822.8936,,,,,
5056.11022,,18616.6906,,10337.746,,11871.0294,,46689.7063,,16848.2449,,28838.5032,,13961.078,,,,
5056.27688,18425.3525,,7598.34921,,8984.79412,,52383.2448,,17380.6259,,34852.1548,,12776.0851,,,,,
5056.44354,,18647.5683,,10339.4921,,11849.3235,,46709.1748,,16892.1361,,28825.6,,13966.0993,,,,
5056.6102,18464.518,,7626.7619,,8971.58824,,52401.6783,,17360.8435,,34888.3613,,12795.0922,,,,,
5056.77694,,18632.4317,,10350.9206,,11850.4118,,46769.035,,16878.0408,,28812.4645,,13933.7589,,,,
5056.9436,18444.3165,,7635.1746,,8943.79412,,52491.8881,,17392.2721,,34886.8387,,12824.766,,,,,
5057.11026,,18694.5612,,10333.873,,11838.8529,,46742.0979,,16855.7279,,28813.3419,,13954.922,,,,
5057.27692,18480.7482,,7640.69841,,8962.67647,,52374.042,,17392.9252,,34908.8774,,12819.7447,,,,,
5057.44358,,18706.3597,,10352.8889,,11865.1471,,46774.8811,,16832.8163,,28838.1935,,13924.6241,,,,
5057.61031,18490.6763,,7665.61905,,8955.55882,,52497.007,,17373.3605,,34853.2903,,12802.7234,,,,,
5057.77697,,18689.7266,,10362.8254,,11885.2647,,46727.4965,,16842.2585,,28869.0323,,13900.3404,,,,
5057.94363,18426.8489,,7625.11111,,8960.02941,,52428.7552,,17385.0612,,34877.4452,,12778.3546,,,,,
5058.11029,,18667.482,,10346.7937,,11849.8824,,46666.8531,,16876.8707,,28808.6968,,13913.6738,,,,
5058.27695,18523.1655,,7635.30159,,8981.61765,,52480.4196,,17391.4558,,34912.2581,,12772.5674,,,,,
5058.44369,,18674.9928,,10375.9683,,11851.6765,,46716.9231,,16871.5374,,28837.3677,,13931.0922,,,,
5058.61035,18474.6187,,7647.36508,,8941.85294,,52441.1469,,17416.1088,,34871.8452,,12785.1064,,,,,
5058.77701,,18696.1727,,10335.1429,,11848.0294,,46797.6783,,16889.2517,,28833.7806,,13939.8582,,,,
5058.94367,18459.4245,,7662.12698,,8942.52941,,52472.1399,,17398.6122,,34933.8839,,12775.4326,,,,,
5059.1104,,18643.482,,10348.9841,,11896.2647,,46772.5035,,16858.7755,,28831.7935,,13948,,,,
5059.27706,18476.259,,7639.87302,,8982.44118,,52369.6224,,17411.5102,,34930.7871,,12777.9858,,,,,
5059.44372,,18631.482,,10393.5873,,11880.6471,,46715.3007,,16888.7347,,28796.4387,,13959.1773,,,,
5059.61038,18475.2806,,7663.55556,,8941.55882,,52440.5594,,17384.7891,,34912.1548,,12801.3901,,,,,
5059.77704,,18652.777,,10321.7778,,11883.5,,46738.965,,16882.5578,,28846.6839,,13908,,,,
5059.94378,18425.3237,,7605.55556,,8954.26471,,52498.4615,,17399.5102,,34880.0516,,12828.9362,,,,,
5060.11044,,18605.1511,,10345.6508,,11908.9412,,46722.4895,,16907.483,,28812.7484,,13957.7589,,,,
5060.2771,18501.295,,7643.20635,,8956,,52458.7133,,17377.2517,,34909.9613,,12810.7518,,,,,
5060.44376,,18702.9065,,10354.6032,,11915.4412,,46672.3636,,16875.7279,,28799.9226,,13902.4681,,,,
5060.61042,18490.9065,,7622.15873,,8948.44118,,52452.1119,,17422.3129,,34902.2968,,12832.1986,,,,,
5060.77715,,18700.2302,,10344,,11930.2647,,46724.8671,,16877.8231,,28840.5161,,13956.227,,,,
5060.94381,18476.5755,,7634.92063,,8962.79412,,52329.3706,,17379.7279,,34913.2387,,12832.1702,,,,,
5061.11047,,18708.8633,,10336.4762,,11911.9706,,46695.049,,16851.1293,,28797.4452,,13962.8085,,,,
5061.27713,18509.7842,,7659.5873,,8946.52941,,52381.8182,,17391.102,,34863.9742,,12787.5745,,,,,
5061.44379,,18675.2518,,10323.2381,,11943.8824,,46672.1119,,16875.102,,28777.8839,,13943.4894,,,,
5061.61053,18459.0504,,7621.96825,,8925.44118,,52416.8392,,17374.9116,,34870.5548,,12839.9149,,,,,
5061.77719,,18693.0647,,10316.381,,11882.4706,,46683.7203,,16885.1156,,28830.7871,,13936.6241,,,,
5061.94385,18486.6763,,7620.60317,,8952.73529,,52392.5874,,17387.8367,,34876.7226,,12779.234,,,,,
5062.11051,,18661.5252,,10371.4603,,11930.5294,,46719.3007,,16919.9184,,28846.2968,,13899.0071,,,,
5062.27724,18496.2302,,7639.33333,,8934.52941,,52368.979,,17377.0612,,34894.0903,,12800.9645,,,,,
5062.4439,,18722.1007,,10413.0794,,11918,,46751.0769,,16856.6531,,28789.0839,,13913.5887,,,,
5062.61056,18449.4676,,7638.28571,,8964.08824,,52434.3217,,17353.3061,,34900.1806,,12771.5745,,,,,
5062.77722,,18626.5324,,10384.0952,,11900.8235,,46697.3147,,16891.2381,,28752.2581,,13905.9858,,,,
5062.94388,18440.9209,,7612.85714,,8936.58824,,52397.4266,,17430.4218,,34889.1355,,12777.4184,,,,,
5063.11062,,18684.6619,,10320.5714,,11867.8824,,46708.951,,16858.1497,,28774.6839,,13902.3546,,,,
5063.27728,18471.6259,,7631.77778,,8932.55882,,52387.8881,,17375.1293,,34891.6903,,12772.1702,,,,,
5063.44394,,18688.2014,,10337.2381,,11892.0882,,46651.3287,,16897.1429,,28778.0645,,13927.9716,,,,
5063.6106,18453.7842,,7655.01587,,8967.05882,,52302.0979,,17375.8367,,34907.4581,,12798.4681,,,,,
5063.77726,,18686.705,,10360.5397,,11872.4706,,46655.7483,,16867.7551,,28772.4903,,13935.1489,,,,
5063.94399,18479.6835,,7640.7619,,8912.52941,,52397.3147,,17415.8095,,34909.4452,,12765.9858,,,,,
5064.11065,,18636.3741,,10353.3016,,11880.0882,,46711.8881,,16881.2517,,28817.4194,,13928.6525,,,,
5064.27731,18436.5468,,7614.79365,,8945.55882,,52399.0769,,17389.4694,,34878.6065,,12776.1986,,,,,
5064.44397,,18636.8633,,10348.4762,,11912.0294,,46683.7483,,16873.7143,,28815.0968,,13986.8652,,,,
5064.61071,18473.3237,,7634.95238,,8990.02941,,52364.8671,,17372.4082,,34811.071,,12772.9645,,,,,
5064.77737,,18664.3741,,10330.2857,,11886.3235,,46698.5734,,16864.6531,,28780.4903,,13913.5887,,,,
5064.94403,18469.3525,,7634.4127,,8978.94118,,52356.6154,,17391.9456,,34883.5097,,12795.1489,,,,,
5065.11069,,18674.8489,,10337.4603,,11862.4412,,46634.2378,,16894.1224,,28807.4323,,13936.2837,,,,
5065.27735,18439.6259,,7644.34921,,8988.67647,,52379.6364,,17278.5306,,34908.7226,,12764.1702,,,,,
5065.44408,,18682.705,,10312.7937,,11893.5294,,46666.3497,,16875.0204,,28819.4581,,13944.539,,,,
5065.61074,18461.9281,,7640.63492,,8947.44118,,52409.5944,,17352,,34822.9161,,12831.8582,,,,,
5065.7774,,18643.3381,,10327.1746,,11887.6765,,46720.1958,,16877.2245,,28765.7032,,13885.9007,,,,
5065.94406,18445.5827,,7617.68254,,8964.17647,,52423.8881,,17353.2517,,34917.1613,,12809.4468,,,,,
5066.11072,,18656.518,,10377.873,,11902.9412,,46720.6154,,16868.898,,28785.4452,,13903.6879,,,,
5066.27746,18511.4532,,7657.2381,,8966.52941,,52436.6713,,17381.1701,,34892.1806,,12756.9645,,,,,
5066.44412,,18696.8345,,10376.1587,,11894.3824,,46686.7692,,16882.2585,,28802.6581,,13941.2482,,,,
5066.61078,18472.1727,,7668.57143,,8949.17647,,52376.4196,,17413.7415,,34934.7871,,12777.7872,,,,,
5066.77744,,18619.8561,,10363.9365,,11905.9706,,46742.965,,16889.3878,,28776.8258,,13944.5674,,,,
5066.94409,18491.3094,,7654.88889,,8946.58824,,52280.6154,,17381.6871,,34893.3677,,12757.7021,,,,,
5067.11083,,18630.5899,,10351.9048,,11877.1765,,46662.6573,,16856.1361,,28864.1548,,13898.4113,,,,
5067.27749,18474.2734,,7617.5873,,8950,,52315.0769,,17377.6327,,34874.9161,,12785.7872,,,,,
5067.44415,,18636.2014,,10366.1587,,11913.6176,,46709.5105,,16893.9592,,28849.2903,,13877.6738,,,,
5067.61081,18478.1295,,7596.85714,,8979.85294,,52326.9371,,17388.1361,,34886.8903,,12727.8582,,,,,
5067.77755,,18641.4101,,10367.8413,,11942.1471,,46632.5315,,16855.7551,,28793.3677,,13922.8652,,,,
5067.9442,18476.2302,,7594.31746,,8932.82353,,52329.1469,,17363.8095,,34860.2581,,12767.1773,,,,,
5068.11086,,18640.0576,,10354.6667,,11910.8824,,46703.2448,,16885.8776,,28796.4903,,13896.9078,,,,
5068.27752,18462.6475,,7609.68254,,8965.08824,,52343.7762,,17383.3197,,34914.2194,,12756.227,,,,,
5068.44418,,18698.7914,,10344.5397,,11935.7941,,46659.6923,,16884.2993,,28799.3806,,13875.3191,,,,
5068.61092,18411.6259,,7643.30159,,8953.11765,,52341.4266,,17367.5918,,34915.9226,,12758.6383,,,,,
5068.77758,,18621.3813,,10321.1111,,11854,,46693.6224,,16891.8367,,28831.7161,,13890.8652,,,,
5068.94424,18454.9353,,7580.79365,,8916.41176,,52326.5734,,17417.7959,,34976.9548,,12781.305,,,,,
5069.1109,,18686.2446,,10324.0952,,11900.0588,,46691.2727,,16926.7483,,28862.6323,,13887.0638,,,,
5069.27756,18436.518,,7604.79365,,8950.94118,,52376.3357,,17374.068,,34912.8774,,12770.8369,,,,,
5069.44429,,18631.6547,,10341.9365,,11929.2941,,46708.6993,,16920.4898,,28852.7226,,13872.0284,,,,
5069.61095,18401.7266,,7611.04762,,8953.79412,,52413.9301,,17372.7891,,34947.871,,12759.3759,,,,,
5069.77761,,18618.4173,,10351.2698,,11925.4706,,46739.5804,,16866.9388,,28830.529,,13864.7092,,,,
5069.94427,18466.6763,,7633.07937,,8955.73529,,52310.2937,,17341.8231,,34949.9871,,12762.0426,,,,,
5070.11101,,18613.0647,,10373.2381,,11911.5,,46746.4615,,16851.4558,,28829.9355,,13889.5035,,,,
5070.27767,18440.5755,,7614.7619,,9013.58824,,52354.6573,,17362.2313,,34960.2581,,12788.9362,,,,,
5070.44433,,18697.9856,,10357.746,,11886.6471,,46650.4895,,16879.7823,,28860.7226,,13939.2624,,,,
5070.61099,18480.5468,,7643.1746,,8958.26471,,52364.979,,17374.8299,,34936.0774,,12757.1348,,,,,
5070.77765,,18694.1295,,10332.2222,,11922.3529,,46722.042,,16867.3197,,28878.7097,,13925.4752,,,,
5070.94438,18467.5971,,7615.01587,,8956.20588,,52280.3357,,17338.1769,,34918.5806,,12780.3404,,,,,
5071.11104,,18650.3885,,10358.8889,,11902.8824,,46669.8741,,16877.3061,,28836.9548,,13926.8085,,,,
5071.2777,18508.4892,,7644.57143,,8961.73529,,52383.3287,,17317.7415,,34851.3548,,12797.7589,,,,,
5071.44436,,18675.7122,,10349.5238,,11872.3235,,46705.986,,16891.2381,,28840.1032,,13931.1773,,,,
5071.61102,18408.4317,,7618.22222,,8966.61765,,52386.9371,,17322.7483,,34903.0194,,12787.8582,,,,,
5071.77776,,18719.6547,,10358.127,,11900.0588,,46777.7063,,16878.4762,,28854.9935,,13958.0426,,,,
5071.94442,18443.5108,,7635.77778,,8958.23529,,52306.7692,,17343.9728,,34892.2065,,12788.1702,,,,,
5072.11108,,18655.1942,,10317.9365,,11894.0882,,46597.7902,,16865.8776,,28845.0839,,13915.3759,,,,
5072.27774,18464.7194,,7608.60317,,8979.35294,,52368.5874,,17342.068,,34913.0839,,12787.9716,,,,,
5072.4444,,18696.518,,10329.9683,,11904.7941,,46752.6713,,16887.8639,,28873.2387,,13936,,,,
5072.61113,18450.2734,,7577.96825,,8965.73529,,52393.4266,,17337.1701,,34996.4129,,12788.5674,,,,,
5072.77779,,18635.6835,,10324.4444,,11868.3824,,46636.5874,,16890.0952,,28855.3032,,13893.0213,,,,
5072.94445,18487.3094,,7616.79365,,8955.20588,,52341.4825,,17363.102,,34977.8581,,12819.1206,,,,,
5073.11111,,18618.705,,10330.4127,,11885.2059,,46665.2308,,16855.2925,,28841.5226,,13936.7943,,,,
5073.27785,18424.3453,,7611.20635,,8974.61765,,52335.3287,,17435.7007,,35002.3742,,12797.7589,,,,,
5073.44451,,18653.2662,,10352.127,,11886,,46656.7273,,16914.1497,,28845.2903,,13878.3262,,,,
5073.61117,18436.518,,7594.31746,,8962.35294,,52339.8322,,17350.0952,,34938.6839,,12833.4468,,,,,
5073.77783,,18648.0576,,10350.4762,,11858.7647,,46728.7832,,16877.7959,,28838.0387,,13893.1631,,,,
5073.94449,18433.2662,,7613.39683,,8991.91176,,52307.049,,17404.5442,,34950.7355,,12771.1489,,,,,
5074.11122,,18676.9784,,10322.6667,,11852.6471,,46726.7692,,16891.9728,,28801.3419,,13918.4113,,,,
5074.27788,18401.9856,,7628.73016,,8935.41176,,52352.6154,,17382.9116,,34989.3419,,12785.9007,,,,,
5074.44454,,18661.2374,,10338.0952,,11880.3824,,46699.3846,,16921.1156,,28814.271,,13938.7518,,,,
5074.6112,18507.1367,,7629.1746,,8947.76471,,52323.3846,,17356.7891,,34874.1935,,12824.5674,,,,,
5074.77786,,18667.223,,10335.0794,,11893.4706,,46675.6364,,16917.5782,,28805.5742,,13921.617,,,,
5074.9446,18456.9496,,7611.90476,,8973.41176,,52392.0839,,17388.0544,,34929.3161,,12798.1277,,,,,
5075.11126,,18640.1151,,10350.127,,11929.3235,,46731.7203,,16838.8299,,28804.2839,,13900.1418,,,,
5075.27792,18505.9856,,7612.47619,,8961.29412,,52274.2098,,17367.483,,34941.6774,,12744.9078,,,,,
5075.44458,,18701.0072,,10326.9524,,11881,,46690.6014,,16920.3265,,28841.5484,,13884.9362,,,,
5075.61124,18403.3957,,7612.4127,,8965,,52379.7483,,17384.4898,,34865.2903,,12786.0426,,,,,
5075.77797,,18631.1079,,10366.381,,11881.5882,,46659.5524,,16862.6395,,28834.2452,,13907.1206,,,,
5075.94463,18430.8201,,7613.36508,,8971.61765,,52418.3217,,17411.6463,,34960.3355,,12816.5674,,,,,
5076.11129,,18602.5899,,10316.1587,,11856.5588,,46731.4126,,16846.7211,,28841.7032,,13906.4965,,,,
5076.27795,18418.7626,,7627.84127,,8926.41176,,52347.1608,,17387.7279,,34945.0581,,12803.1206,,,,,
5076.44469,,18626.0144,,10346.9524,,11858.1176,,46706.6014,,16857.2245,,28819.5613,,13889.0213,,,,
5076.61135,18437.5252,,7608.28571,,8987.44118,,52364.7552,,17368.9796,,34966.5548,,12778.6383,,,,,
5076.77801,,18634.4748,,10323.9683,,11869.1176,,46741.7622,,16916.2177,,28880.9548,,13958.156,,,,
5076.94467,18463.5971,,7646.53968,,8937.67647,,52433.9021,,17390.0952,,34956.5161,,12802.2128,,,,,
5077.11133,,18662.7914,,10314.9841,,11877.2941,,46660.8951,,16863.483,,28851.6129,,13876.0284,,,,
5077.27806,18430.1871,,7631.33333,,8965.61765,,52428.3357,,17374.1224,,34926.8129,,12781.1348,,,,,
5077.44472,,18603.2806,,10343.7778,,11894.9118,,46653.7622,,16871.3469,,28848.7226,,13892.1418,,,,
5077.61138,18426.2446,,7651.39683,,8934.58824,,52428.4755,,17398.585,,34957.5226,,12777.2482,,,,,
5077.77804,,18695.5971,,10334.7619,,11879.7647,,46762.4056,,16872.4082,,28808.1032,,13939.3759,,,,
5077.9447,18445.6115,,7640.73016,,9009.52941,,52336.6434,,17380.1633,,34884.671,,12787.9433,,,,,
5078.11144,,18628.8921,,10329.0476,,11922.2941,,46683.9441,,16876.3265,,28845.3419,,13938.1277,,,,
5078.2781,18450.5036,,7648.03175,,8973.02941,,52383.1608,,17374.6122,,34922.2452,,12799.5177,,,,,
5078.44476,,18665.6403,,10368.4127,,11892.1176,,46779.972,,16880.5714,,28805.4968,,13918.4397,,,,
5078.61142,18500.1439,,7611.80952,,8944.88235,,52340.5874,,17354.5034,,34949.5226,,12770.6099,,,,,
5078.77808,,18658.5612,,10304.6984,,11873.8235,,46621.8182,,16887.2381,,28818.8645,,13939.2057,,,,
5078.94481,18500.0288,,7603.01587,,8997.73529,,52369.2028,,17401.9048,,34927.6903,,12759.1489,,,,,
5079.11147,,18688.4029,,10310.8571,,11887.4118,,46758.1538,,16867.6463,,28813.7548,,13916.5674,,,,
5079.27813,18472.8633,,7637.2381,,8984.97059,,52421.0629,,17330.7211,,34971.1484,,12778.3262,,,,,
5079.44479,,18695.8849,,10348.254,,11890.7059,,46678.5175,,16879.619,,28861.1355,,13918.8085,,,,
5079.61153,18446.0144,,7632.28571,,8992.97059,,52348.5594,,17381.6054,,34896.2581,,12781.0213,,,,,
5079.77819,,18657.8417,,10331.5238,,11886.4118,,46746.7413,,16912.9796,,28774.2452,,13928.6809,,,,
5079.94485,18424.8633,,7622.69841,,8947.64706,,52379.4965,,17397.8231,,34864.5935,,12787.1206,,,,,
5080.11151,,18713.036,,10371.4286,,11853.1471,,46726.3497,,16902.5578,,28870.7871,,13932.1135,,,,
5080.27817,18438.7626,,7605.01587,,8986.58824,,52361.4825,,17371.6463,,34908.4645,,12755.461,,,,,
5080.4449,,18649.554,,10321.9048,,11909,,46690.4336,,16850.0408,,28794.0387,,13910.2411,,,,
5080.61156,18459.3381,,7601.14286,,8958.14706,,52320.2238,,17342.068,,34942.2194,,12744.8794,,,,,
5080.77822,,18695.2518,,10345.7143,,11878.3235,,46695.8881,,16875.9456,,28901.8323,,13941.2199,,,,
5080.94488,18478.705,,7639.87302,,8974,,52378.0699,,17382.1224,,34868.6968,,12780.8511,,,,,
5081.11154,,18657.1799,,10316.6349,,11911.5882,,46672,,16865.3333,,28806.6581,,13940.6241,,,,
5081.27828,18435.5971,,7626.31746,,8973.58824,,52356.4196,,17361.4422,,34856.6968,,12791.8298,,,,,
5081.44494,,18645.8417,,10323.7143,,11914.2353,,46686.4336,,16903.1565,,28769.5484,,13946.0709,,,,
5081.6116,18457.2086,,7601.90476,,8962.58824,,52325.0629,,17361.6871,,34949.9613,,12772.3972,,,,,
5081.77826,,18663.1079,,10338.2857,,11916.2647,,46644.2238,,16855.1293,,28799.7677,,13901.7589,,,,
5081.94499,18450.9065,,7636.53968,,8967.55882,,52380,,17365.6599,,34858.5032,,12775.5745,,,,,
5082.11165,,18670.1295,,10355.873,,11882.4706,,46766.1818,,16911.9728,,28794.2452,,13889.5603,,,,
5082.27831,18459.4245,,7638.09524,,8961.70588,,52409.3427,,17361.1429,,34873.8839,,12782.9504,,,,,
5082.44497,,18630.6763,,10372.7302,,11869,,46639.2448,,16885.9864,,28815.871,,13892.3688,,,,
5082.61163,18469.3813,,7617.96825,,8983.41176,,52368,,17317.7687,,34870.0129,,12720.1135,,,,,
5082.77837,,18712.8921,,10323.2698,,11875.6765,,46689.6503,,16883.3741,,28723.9226,,13823.2057,,,,
5082.94502,18448.4317,,7607.49206,,8981.02941,,52325.007,,17389.7687,,34910.3226,,12679.5461,,,,,
5083.11168,,18695.9137,,10345.5238,,11877.1176,,46645.958,,16861.1156,,28766.529,,13787.4894,,,,
5083.27834,18487.741,,7609.30159,,8970.47059,,52322.5175,,17396.4082,,34907.3548,,12736.9929,,,,,
5083.445,,18618.6763,,10348.0317,,11880.1471,,46714.1538,,16889.5238,,28814.3742,,13857.0213,,,,
5083.61174,18453.5252,,7632.34921,,8986.26471,,52326.9371,,17338.3673,,34847.6645,,12742.7801,,,,,
5083.7784,,18714.5036,,10322.4444,,11893.2647,,46740.5874,,16909.7143,,28759.5871,,13930.383,,,,
