---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
1896.27038,,20868.0863,,11578.5714,,13419.3235,,50644.6713,,18326.966,,32391.2774,,15790.1277,,,,
1896.43704,20323.0504,,8147.30159,,9962.76471,,55985.5944,,18702.5578,,38386.9677,,14307.8582,,,,,
1896.6037,,20831.1367,,11596.4762,,13454.0294,,50713.5944,,18287.1565,,32426.8645,,15807.2624,,,,
1896.77036,20313.3813,,8173.39683,,9975.38235,,56036.4196,,18699.2925,,38407.5355,,14306.8085,,,,,
1896.93709,,20886.6187,,11560.7302,,13411.1765,,50743.2168,,18298.0408,,32425.6258,,15753.2766,,,,
1897.10375,20302.9065,,8149.33333,,9947.67647,,56001.3986,,18705.4966,,38400.2323,,14335.773,,,,,
1897.27041,,20860.4029,,11538.5714,,13374.1176,,50703.8601,,18266.8299,,32456.4645,,15765.6738,,,,
1897.43707,20311.5396,,8185.26984,,9944.44118,,56030.5734,,18669.2789,,38378.5548,,14328.4823,,,,,
1897.60381,,20858.6763,,11535.7143,,13382.2647,,50703.1608,,18285.7143,,32409.9613,,15781.2482,,,,
1897.77047,20321.7842,,8155.07937,,9958.97059,,55994.8531,,18674.3129,,38354.7613,,14301.2199,,,,,
1897.93713,,20874.3022,,11576.254,,13345.1765,,50693.035,,18277.7415,,32427.0452,,15772.6241,,,,
1898.10379,20339.8561,,8168.12698,,9942.29412,,55961.3986,,18689.932,,38327.9742,,14281.844,,,,,
1898.27045,,20874.2446,,11511.5556,,13362.2941,,50624.979,,18290.0136,,32397.8839,,15756.9362,,,,
1898.43718,20363.0216,,8148.03175,,9948.61765,,56043.3846,,18636.8163,,38408.5935,,14314.8085,,,,,
1898.60384,,20914.8777,,11551.4603,,13392.7353,,50646.965,,18290.5578,,32434.7097,,15753.4468,,,,
1898.7705,20315.0216,,8162.8254,,9954.02941,,56045.8741,,18697.415,,38373.471,,14295.773,,,,,
1898.93716,,20896.1439,,11551.5873,,13380.5,,50632.6993,,18300.8707,,32435.6903,,15764,,,,
1899.10382,20378.0432,,8161.74603,,9958.05882,,56019.7203,,18704.9524,,38360.5161,,14283.3759,,,,,
1899.27056,,20865.9856,,11554.254,,13390.5882,,50648.6993,,18323.2925,,32463.071,,15769.0213,,,,
1899.43722,20335.2518,,8168.25397,,9971.38235,,56015.2727,,18692.8435,,38312.2323,,14310.9504,,,,,
1899.60388,,20919.223,,11544.6667,,13362.9118,,50653.1469,,18331.3469,,32365.6258,,15772.1418,,,,
1899.77054,20331.7122,,8171.71429,,9984.64706,,56016.4196,,18709.1156,,38359.7935,,14285.2766,,,,,
1899.9372,,20868.3741,,11554.3175,,13362.9706,,50664.5874,,18315.102,,32404.4903,,15833.5035,,,,
1900.10393,20273.4964,,8140.79365,,9975,,56005.2867,,18725.1701,,38395.5871,,14317.0496,,,,,
1900.27059,,20928.8921,,11584.9524,,13296.9706,,50675.8601,,18270.9116,,32378.8645,,15763.1773,,,,
1900.43725,20325.1799,,8170.22222,,9942.55882,,56015.8601,,18703.0476,,38426.6065,,14286.1844,,,,,
1900.60391,,20852.6619,,11548.9841,,13352.1765,,50755.049,,18329.1429,,32360.2323,,15740.1418,,,,
1900.77065,20360.3741,,8154.25397,,9935.88235,,56026.0979,,18675.4014,,38303.6387,,14293.3901,,,,,
1900.93731,,20862.9928,,11572.9841,,13348.5,,50710.8252,,18278.8027,,32426.7613,,15774.0426,,,,
1901.10397,20361.3237,,8182.95238,,9943.20588,,56066.1818,,18650.5578,,38317.1355,,14295.3475,,,,,
1901.27063,,20879.1655,,11571.9365,,13346.0588,,50744.7552,,18286.9932,,32434.1935,,15738.0709,,,,
1901.43729,20282.1583,,8159.01587,,9989.29412,,55962.0979,,18697.1701,,38346.3484,,14273.9858,,,,,
1901.60402,,20897.9568,,11540.4762,,13329.7059,,50741.5385,,18296.3537,,32382.3484,,15760.8227,,,,
1901.77068,20357.3237,,8190.31746,,9939.32353,,56055.2168,,18680.2449,,38368.3355,,14320.227,,,,,
1901.93734,,20877.8705,,11511.5238,,13300.1765,,50731.0769,,18273.9864,,32472.0774,,15748.6525,,,,
1902.104,20280.6906,,8165.14286,,9926.73529,,55971.8322,,18676.2993,,38385.6,,14326.7234,,,,,
1902.27066,,20868.7482,,11551.4603,,13328.2059,,50644.6434,,18282.6122,,32389.6774,,15755.8014,,,,
1902.4374,20312.0288,,8152.79365,,9955.73529,,56009.5385,,18685.415,,38382.0903,,14275.7447,,,,,
1902.60406,,20832.3741,,11571.7778,,13383.9412,,50662.014,,18304.6259,,32410.0645,,15734.5248,,,,
1902.77072,20306.5612,,8169.1746,,9974.82353,,56033.9301,,18680.0816,,38390.0129,,14314.3546,,,,,
1902.93738,,20921.4964,,11548.0952,,13366.6765,,50663.3846,,18312.0544,,32405.8065,,15748.9645,,,,
1903.10404,20366.7914,,8161.14286,,9934.52941,,55969.2867,,18654.449,,38426.4774,,14329.1915,,,,,
1903.27077,,20895.5971,,11530.1905,,13311.4118,,50692.7552,,18256.7075,,32399.0452,,15798.0426,,,,
1903.43743,20306.1583,,8160.63492,,9990.70588,,56008.6154,,18679.2381,,38383.8452,,14293.3901,,,,,
1903.60409,,20871.7698,,11540.381,,13369.3235,,50670.2657,,18318.0136,,32407.4323,,15742.2128,,,,
1903.77075,20319.6547,,8165.84127,,9953,,55937.5105,,18721.6599,,38382.9677,,14314.8936,,,,,
1903.93749,,20825.295,,11570.9206,,13361.4412,,50677.3706,,18254.6939,,32418.7097,,15768.4255,,,,
1904.10415,20318.1007,,8162.92063,,9950.76471,,56065.8741,,18711.2925,,38343.2258,,14270.2695,,,,,
1904.27081,,20869.4101,,11556.1905,,13336.4706,,50664.0839,,18302.3129,,32433.3677,,15757.617,,,,
1904.43747,20260.9209,,8175.07937,,9951.91176,,55988.1958,,18664.4082,,38398.2968,,14286.9504,,,,,
1904.60413,,20899.8849,,11516.8254,,13332.9118,,50688.5315,,18261.0612,,32431.9226,,15724.9645,,,,
1904.77086,20254.4173,,8133.01587,,9960.32353,,56001.3427,,18673.0884,,38391.7419,,14299.7447,,,,,
1904.93752,,20859.3669,,11531.3333,,13345.8824,,50746.3217,,18278.7755,,32444.2323,,15791.461,,,,
1905.10418,20258.2734,,8145.74603,,9946.47059,,55975.4126,,18687.8095,,38336.6452,,14302.6383,,,,,
1905.27084,,20854.2158,,11517.8095,,13363.0588,,50678.7133,,18250.0136,,32408.4645,,15756.0567,,,,
1905.4375,20237.3237,,8113.90476,,9961.47059,,55940.3916,,18666.5306,,38331.5355,,14346.3546,,,,,
1905.60424,,20856.4029,,11522.8889,,13382.3235,,50740.7273,,18299.7551,,32387.5355,,15750.9787,,,,
1905.77089,20260.9496,,8140,,9973.08824,,55975.6643,,18637.1429,,38375.7677,,14315.7163,,,,,
1905.93755,,20798.0144,,11551.1111,,13364.1765,,50680.2238,,18306.585,,32424.4903,,15776.2553,,,,
1906.10421,20224.3741,,8124.44444,,9943.41176,,55941.8741,,18681.2789,,38292.8258,,14291.9149,,,,,
1906.27095,,20846.5612,,11502,,13366.5882,,50680.6434,,18295.2653,,32396.8516,,15744.9929,,,,
1906.43761,20180.4604,,8149.1746,,9967.64706,,55942.9091,,18678.3401,,38329.4452,,14330.695,,,,,
1906.60427,,20858.0144,,11511.3016,,13344.7059,,50669.0909,,18260.898,,32422.2194,,15735.8865,,,,
1906.77093,20194.0432,,8136.98413,,9946.88235,,55990.014,,18712.1088,,38269.6774,,14293.8723,,,,,
1906.93759,,20870.0144,,11560.8254,,13341.7353,,50638.6294,,18323.102,,32419.8194,,15817.5035,,,,
1907.10432,20177.036,,8151.39683,,9965.64706,,55971.9441,,18658.1497,,38379.9484,,14300.0851,,,,,
1907.27098,,20838.2446,,11539.5873,,13349,,50660.6993,,18301.6327,,32375.4323,,15767.6028,,,,
1907.43764,20199.8849,,8156.69841,,9987.32353,,55996.028,,18718.1497,,38329.9871,,14325.7305,,,,,
1907.6043,,20799.4245,,11564.5079,,13333.5294,,50681.5944,,18292.1905,,32383.2,,15741.1915,,,,
1907.77096,20202.5036,,8153.52381,,9976.14706,,55910.4615,,18727.2653,,38352.5935,,14304.4539,,,,,
1907.9377,,20802.9928,,11519.8095,,13340.6765,,50678.1259,,18287.3469,,32401.2903,,15777.9291,,,,
1908.10436,20205.0935,,8137.33333,,9967.14706,,55990.0699,,18653.8776,,38388.8774,,14322.5532,,,,,
1908.27102,,20814.1871,,11528.9524,,13361.6765,,50730.2098,,18258.0136,,32389.7806,,15764.1702,,,,
1908.43768,20235.9424,,8129.65079,,9970.97059,,55936.3636,,18658.3673,,38389.2129,,14303.3475,,,,,
1908.60434,,20870.2734,,11501.5238,,13374,,50655.1049,,18291.5374,,32382.6581,,15790.7801,,,,
1908.77107,20157.7842,,8159.90476,,9966.64706,,55957.4825,,18667.8367,,38361.2387,,14280.4539,,,,,
1908.93773,,20847.6259,,11532.7619,,13346.5882,,50695.972,,18271.2381,,32388.4645,,15753.617,,,,
1909.10439,20184.1151,,8150.15873,,9962.44118,,55984.1678,,18646.4762,,38363.7677,,14296.227,,,,,
1909.27105,,20802.9928,,11548.0317,,13395.3824,,50645.986,,18250.8571,,32442.4516,,15750.8085,,,,
1909.43779,20216.9496,,8171.71429,,9918.41176,,55972.3636,,18720.4082,,38302.9419,,14321.2482,,,,,
1909.60445,,20869.8129,,11573.4286,,13368.0882,,50667.4126,,18313.415,,32370.8645,,15744.2837,,,,
1909.77111,20187.7122,,8165.46032,,9936.67647,,55997.1189,,18672.4082,,38359.4065,,14284.7092,,,,,
1909.93777,,20818.446,,11531.4921,,13340.4412,,50651.9441,,18302.0408,,32417.7548,,15782.1277,,,,
1910.10443,20208.777,,8151.5873,,9973.02941,,56024.1119,,18639.9456,,38351.871,,14267.1206,,,,,
1910.27116,,20788.518,,11529.4603,,13313.0588,,50683.3007,,18265.4422,,32382.3742,,15792.1986,,,,
1910.43782,20172.7194,,8162.57143,,9932.76471,,55959.0769,,18653.034,,38368.7742,,14271.234,,,,,
1910.60448,,20859.8561,,11526.0952,,13326.3824,,50650.7133,,18238.6667,,32346.8387,,15775.8865,,,,
1910.77114,20252.5468,,8135.77778,,9964.23529,,55972.3636,,18675.619,,38386.1161,,14298.8936,,,,,
1910.9378,,20808.2878,,11553.4603,,13352.1176,,50700.1678,,18284.2993,,32425.5742,,15803.5461,,,,
1911.10454,20126.1007,,8148.4127,,9943.47059,,55990.3776,,18713.3061,,38335.5355,,14275.6028,,,,,
1911.2712,,20848.4604,,11533.4603,,13381.9412,,50642.2937,,18255.3741,,32431.7935,,15742.4681,,,,
1911.43786,20206.2158,,8169.55556,,9954.11765,,55948.7832,,18674.0136,,38307.7935,,14258.695,,,,,
1911.60452,,20809.4964,,11530.8254,,13344.0294,,50693.0629,,18264.9796,,32408.0258,,15752.7376,,,,
1911.77118,20176.6906,,8143.20635,,9934.64706,,55924.7832,,18689.3061,,38381.6258,,14269.2199,,,,,
1911.93791,,20808.2878,,11561.2063,,13351.2941,,50706.014,,18257.5238,,32414.9677,,15787.2624,,,,
1912.10457,20182.9928,,8173.77778,,9972.73529,,55995.4965,,18635.4558,,38429.3419,,14317.5603,,,,,
1912.27123,,20809.5827,,11560.127,,13336.4412,,50625.5385,,18268.1361,,32378.5032,,15804.7943,,,,
1912.43789,20180.9784,,8168.7619,,9928.52941,,56012.4476,,18668.2177,,38342.4516,,14310.9787,,,,,
1912.60463,,20809.036,,11558.5714,,13373.7353,,50729.0629,,18283.483,,32367.4839,,15769.4184,,,,
1912.77129,20187.7122,,8155.20635,,9949.88235,,56013.2867,,18691.2381,,38332,,14314.7801,,,,,
1912.93795,,20819.1655,,11544.9841,,13397.5,,50661.3427,,18297.9048,,32331.6129,,15747.6596,,,,
1913.10461,20122.4748,,8168.15873,,9947,,55960.7832,,18615.6735,,38357.6516,,14284.766,,,,,
1913.27127,,20813.295,,11568.5397,,13377.9412,,50646.3497,,18284.6803,,32387.5871,,15788.766,,,,
1913.438,20198.446,,8138.95238,,9984.38235,,55983.3287,,18683.6463,,38382.9419,,14299.2908,,,,,
1913.60466,,20864.2302,,11568.1587,,13401.9412,,50732.2797,,18296.0272,,32386.4516,,15767.9716,,,,
1913.77132,20168.0863,,8147.04762,,9968.70588,,55967.9161,,18687.0476,,38378.1161,,14338.7234,,,,,
1913.93798,,20810.0144,,11534.3492,,13431.6176,,50673.6783,,18298.2585,,32377.8581,,15749.305,,,,
1914.10464,20210.1583,,8154.38095,,9945.67647,,55986.1259,,18694.8027,,38351.6129,,14300.9078,,,,,
1914.27138,,20789.8993,,11589.3016,,13417.2647,,50673.9021,,18344.2721,,32408.9548,,15755.8582,,,,
1914.43804,20228.4317,,8140.95238,,9919.14706,,56005.3147,,18628.7347,,38363.9742,,14310.4397,,,,,
1914.6047,,20845.2662,,11539.2063,,13410.5882,,50697.4825,,18269.6327,,32375.1742,,15735.6879,,,,
1914.77136,20154.5324,,8135.77778,,9948.08824,,55970.6294,,18645.1156,,38304,,14243.7447,,,,,
1914.93802,,20804.2302,,11551.3016,,13416.6471,,50672.5315,,18318.1769,,32419.6645,,15759.8298,,,,
1915.10475,20142.9353,,8129.11111,,9931.76471,,55987.1608,,18637.1701,,38309.8065,,14255.234,,,,,
1915.27141,,20803.3957,,11576.7619,,13415.8529,,50609.4266,,18277.6871,,32400.1806,,15755.2908,,,,
1915.43807,20192.8058,,8159.68254,,9920.67647,,55982.3217,,18697.6871,,38389.9355,,14295.0922,,,,,
1915.60473,,20857.9568,,11552.6032,,13398.7941,,50706.2378,,18297.5782,,32383.4323,,15741.1064,,,,
1915.77147,20190.1871,,8133.01587,,9969.26471,,56046.2657,,18695.3741,,38354.9935,,14287.2624,,,,,
1915.93813,,20786.705,,11527.6508,,13422.3824,,50630.0699,,18318.1497,,32361.0839,,15748.9362,,,,
1916.10479,20193.9568,,8159.2381,,9932.64706,,56000.7552,,18674.5306,,38317.729,,14282.9504,,,,,
1916.27145,,20872.4604,,11563.1111,,13490.9412,,50675.8601,,18291.8639,,32424.929,,15793.0213,,,,
1916.43811,20218.3885,,8153.96825,,9960.47059,,55930.3497,,18659.9184,,38327.5871,,14282.1277,,,,,
1916.60484,,20848.7194,,11500.8571,,13406.0588,,50655.1888,,18282.7483,,32390.1935,,15748.5106,,,,
1916.7715,20207.0791,,8142.28571,,9969.41176,,55922.6014,,18621.9048,,38378.3742,,14276.4255,,,,,
1916.93816,,20835.1655,,11538.3492,,13366.7353,,50635.4126,,18318.6939,,32353.9097,,15769.5603,,,,
1917.10482,20229.6691,,8160.12698,,9941.70588,,55936.0839,,18676.4354,,38340.7742,,14298.6383,,,,,
1917.27148,,20856.6619,,11554.0952,,13431,,50691.2168,,18268.5442,,32409.3935,,15774.3546,,,,
1917.43822,20296.1151,,8134.66667,,9917.05882,,55945.7622,,18624.1361,,38352.2581,,14299.2057,,,,,
1917.60488,,20845.9856,,11514.381,,13427.2941,,50614.4615,,18265.551,,32372.7742,,15790.156,,,,
1917.77154,20283.5971,,8140.53968,,9957.76471,,55866.8811,,18636.1633,,38308.4387,,14299.8582,,,,,
1917.9382,,20862.964,,11539.3333,,13424.9412,,50584.4755,,18282.8844,,32347.5613,,15797.7305,,,,
1918.10486,20263.1367,,8174.06349,,9975.32353,,55938.042,,18673.6599,,38325.3677,,14281.7872,,,,,
1918.27159,,20844.3165,,11530.4127,,13420.5294,,50682.1538,,18295.2109,,32384.8516,,15759.8298,,,,
1918.43825,20240.3165,,8142.73016,,9950.94118,,55904.7832,,18682.966,,38326.8129,,14270.0709,,,,,
1918.60491,,20874.5899,,11551.9048,,13413.5882,,50613.0909,,18290.449,,32430.529,,15800.5106,,,,
1918.77157,20262.3885,,8160.50794,,9960.64706,,55997.3147,,18648.7619,,38307.6645,,14282.922,,,,,
1918.93831,,20886.0719,,11531.2698,,13423.2941,,50749.3147,,18320.7891,,32336.9548,,15764.5674,,,,
1919.10497,20217.8705,,8170.44444,,9937.61765,,55937.1469,,18658.7211,,38303.4839,,14261.2199,,,,,
1919.27163,,20930.3309,,11538.4762,,13427.6176,,50610.4056,,18309.4422,,32360.2065,,15763.234,,,,
1919.43828,20235.482,,8130.50794,,9926.76471,,55925.6224,,18668.381,,38312.5419,,14307.3759,,,,,
1919.60494,,20848.7194,,11571.0476,,13383.3235,,50707.2448,,18276.8707,,32364.4903,,15740,,,,
1919.77168,20212.3741,,8137.46032,,9926.05882,,55950.9091,,18628.381,,38358.5548,,14215.4043,,,,,
1919.93834,,20836.1439,,11526.0635,,13431.0588,,50678.0979,,18255.9728,,32407.5871,,15768.539,,,,
1920.105,20278.5612,,8158.06349,,9951.32353,,55951.4126,,18636.7347,,38349.1613,,14272.0284,,,,,
1920.27166,,20817.9856,,11521.9683,,13397.2647,,50669.3706,,18241.8503,,32345.1613,,15784.7376,,,,
1920.43832,20168.259,,8133.77778,,9908.38235,,56038.2098,,18642.3946,,38374.0903,,14286.9787,,,,,
1920.60505,,20816.0576,,11553.2381,,13400.7059,,50676.5035,,18283.4286,,32354.8903,,15805.0213,,,,
1920.77171,20194.9065,,8146.4127,,9939.58824,,55948.2238,,18633.9864,,38351.8968,,14280.7376,,,,,
1920.93837,,20856.7194,,11559.8413,,13429.7647,,50591.4685,,18270.966,,32381.3419,,15789.844,,,,
1921.10503,20269.4101,,8131.42857,,9944.52941,,55984.6434,,18660.2993,,38298.7871,,14263.7447,,,,,
1921.27169,,20844.2014,,11558.4762,,13417.1471,,50687.8042,,18306.6667,,32380.2323,,15807.8298,,,,
1921.43843,20262.5899,,8156.60317,,9966.55882,,55967.0769,,18647.619,,38299.9742,,14260.8794,,,,,
1921.60509,,20881.1799,,11527.9683,,13415.8824,,50710.4615,,18289.0884,,32357.471,,15789.5035,,,,
1921.77175,20232.518,,8135.74603,,9946.35294,,55951.0769,,18651.1293,,38325.2387,,14262.8652,,,,,
1921.93841,,20860.6331,,11593.4286,,13393.0882,,50663.4685,,18283.7007,,32386.5032,,15732.2837,,,,
1922.10514,20235.1942,,8133.20635,,9972.76471,,55868.3636,,18625.3878,,38294.6581,,14275.2624,,,,,
1922.2718,,20783.1942,,11565.5873,,13444.7647,,50588.4755,,18290.5306,,32377.0323,,15785.2199,,,,
1922.43846,20300.1151,,8154.15873,,9947.97059,,55944.2797,,18664.4354,,38293.6,,14258.2128,,,,,
1922.60512,,20852.777,,11528.6032,,13409.0882,,50657.0909,,18261.2517,,32386.1935,,15770.8085,,,,
1922.77178,20228.3741,,8148.4127,,9947.85294,,55991.9161,,18628.2721,,38315.7935,,14248.5106,,,,,
1922.93852,,20829.8417,,11541.0159,,13368.6176,,50649.6503,,18255.6735,,32385.1097,,15735.6596,,,,
1923.10518,20229.2374,,8160.69841,,9971.35294,,55909.7622,,18659.6463,,38374.3742,,14254.695,,,,,
1923.27184,,20862.6475,,11542.8254,,13345.7353,,50649.3147,,18279.4014,,32334.4258,,15737.1064,,,,
1923.4385,20212.4029,,8187.26984,,9954.5,,55970.9091,,18611.0476,,38279.2516,,14272.3688,,,,,
1923.60516,,20853.9856,,11541.9683,,13431.9118,,50727.8601,,18281.415,,32371.9226,,15769.9007,,,,
1923.77189,20287.9137,,8171.30159,,9977.29412,,55902.6573,,18641.7143,,38316.4387,,14245.6454,,,,,
1923.93855,,20825.8993,,11574.0635,,13393.8529,,50693.035,,18269.7959,,32334.4774,,15804.3688,,,,
1924.10521,20263.2806,,8173.42857,,9987.52941,,55918.2098,,18646.2857,,38383.7935,,14289.2766,,,,,
1924.27187,,20848.0288,,11543.0476,,13424.1471,,50643.0769,,18269.3333,,32391.3548,,15766.0709,,,,
1924.43861,20270.6763,,8190.53968,,9950.64706,,55930.5455,,18683.0748,,38337.471,,14254.1277,,,,,
1924.60527,,20848.8058,,11595.5556,,13386.6471,,50681.1189,,18298.9932,,32369.1871,,15765.5319,,,,
1924.77193,20214.2158,,8149.71429,,9948.41176,,55935.1608,,18612.381,,38334.6323,,14263.3191,,,,,
1924.93859,,20821.4388,,11564.5397,,13398.1176,,50580.7552,,18255.4558,,32373.8323,,15796.227,,,,
1925.10525,20251.9712,,8174.19048,,9969.20588,,56000.0559,,18656,,38324.929,,14259.1206,,,,,
1925.27198,,20847.5683,,11526.5714,,13361.1471,,50660.8112,,18261.6599,,32315.1484,,15735.6312,,,,
1925.43864,20305.5252,,8167.14286,,9964.32353,,56003.1329,,18703.0204,,38311.7419,,14289.2199,,,,,
1925.6053,,20821.6691,,11532.6032,,13346.8529,,50573.2587,,18263.6463,,32363.6129,,15711.3759,,,,
1925.77196,20278.3885,,8150.09524,,9949.35294,,55976.2238,,18682.6939,,38360.9032,,14297.4468,,,,,
1925.93862,,20840.9209,,11561.4603,,13392.9706,,50636.3916,,18229.3605,,32351.8968,,15765.1915,,,,
1926.10536,20240.0576,,8164.63492,,9955.85294,,55934.993,,18665.8776,,38338.1677,,14279.9716,,,,,
1926.27202,,20840.518,,11551.5556,,13377.5,,50669.4825,,18304.7347,,32377.4968,,15748.1986,,,,
1926.43868,20241.8705,,8147.11111,,9971.61765,,55991.1049,,18645.415,,38381.8839,,14279.1206,,,,,
1926.60534,,20864.6331,,11570,,13425.1176,,50637.6224,,18250.3946,,32421.6774,,15757.7305,,,,
1926.772,20218.1295,,8146.25397,,9960.26471,,55872.2517,,18641.034,,38297.9871,,14280.227,,,,,
1926.93873,,20843.4532,,11573.8413,,13429.4412,,50617.5105,,18275.0748,,32414.0129,,15758.7801,,,,
1927.10539,20215.1367,,8153.01587,,9948.52941,,55852.3916,,18670.3673,,38337.5226,,14293.7305,,,,,
1927.27205,,20856.3165,,11547.9048,,13448.0294,,50616.1958,,18296.3265,,32331.8452,,15759.3191,,,,
1927.43871,20249.6115,,8143.61905,,9954.64706,,55961.986,,18614.5578,,38260.129,,14286.5532,,,,,
1927.60545,,20824.4604,,11542.6667,,13395.1471,,50666.965,,18256.2449,,32389.7548,,15800.8511,,,,
1927.77211,20264.9209,,8137.11111,,9982,,55981.6783,,18679.4286,,38307.5613,,14274.0426,,,,,
1927.93877,,20868.9209,,11583.4603,,13410.6176,,50639.8601,,18311.3469,,32407.4581,,15757.0496,,,,
1928.10543,20297.6978,,8144.12698,,9938.70588,,55869.5944,,18649.0612,,38308.8258,,14287.3191,,,,,
1928.27209,,20880,,11521.3968,,13385.5588,,50771.5245,,18316.2721,,32334.529,,15796.9645,,,,
1928.43882,20243.5108,,8131.61905,,10006.7353,,55999.4685,,18665.8231,,38341.6,,14261.6454,,,,,
1928.60548,,20873.8705,,11590.6667,,13409.5588,,50720.3636,,18300.0816,,32350.7355,,15781.5603,,,,
1928.77214,20232.4604,,8121.96825,,9976.47059,,55954.7413,,18669.3333,,38300.4387,,14249.5603,,,,,
1928.9388,,20837.6115,,11555.5238,,13413.4412,,50658.1259,,18275.9184,,32382.7355,,15743.0922,,,,
1929.10546,20304.259,,8131.84127,,9940.11765,,55920.8112,,18604.898,,38295.7419,,14251.1773,,,,,
1929.2722,,20873.0647,,11535.3968,,13447.7353,,50684.1119,,18280.9252,,32377.4968,,15781.3333,,,,
1929.43886,20278.2446,,8171.20635,,9996.23529,,55940.5315,,18662.8299,,38343.5097,,14264.1702,,,,,
1929.60552,,20871.4532,,11567.5238,,13386.1176,,50562.3497,,18287.8367,,32366.4258,,15771.9716,,,,
1929.77218,20280.4317,,8170.60317,,10003.7647,,55998.1818,,18646.4218,,38340.0774,,14280.7092,,,,,
1929.93884,,20886.8489,,11579.5238,,13409.2059,,50653.1469,,18271.483,,32439.7677,,15768.9929,,,,
1930.10557,20297.9856,,8146.63492,,9971.32353,,55910.4895,,18666.7483,,38315.5613,,14255.8298,,,,,
1930.27223,,20843.0216,,11571.2063,,13336.6765,,50681.5944,,18315.7007,,32382.7355,,15793.9574,,,,
1930.43889,20259.7698,,8141.52381,,9969.61765,,55966.1259,,18711.7279,,38325.6774,,14246.0142,,,,,
1930.60555,,20859.1079,,11580.3492,,13415.7941,,50613.7063,,18304.3265,,32403.5097,,15788.5674,,,,
1930.77229,20291.5683,,8141.90476,,9978.38235,,55968.028,,18622.5034,,38254.5548,,14260.5106,,,,,
1930.93895,,20899.1655,,11539.2698,,13392.5882,,50628.3916,,18276.3537,,32431.2,,15770.383,,,,
1931.10561,20279.3094,,8129.49206,,9985.76471,,55908,,18631.9184,,38355.1226,,14288.5957,,,,,
1931.27227,,20878.3022,,11570.9206,,13380.2647,,50635.5245,,18266.1497,,32303.2516,,15739.4894,,,,
1931.43893,20253.5252,,8151.2381,,9980.97059,,55898.2098,,18656.7075,,38266.6581,,14288.4823,,,,,
1931.60566,,20895.3094,,11590.9841,,13393.7941,,50616.5315,,18269.5238,,32324.6194,,15791.0922,,,,
1931.77232,20239.6835,,8172.88889,,9980.47059,,55936.2797,,18648.7075,,38326.529,,14259.3759,,,,,
1931.93898,,20846.4173,,11552.3492,,13392.6765,,50621.7622,,18283.0748,,32332.3097,,15772.3121,,,,
1932.10564,20254.964,,8173.39683,,9947.70588,,55938.5734,,18644.0544,,38369.3677,,14247.6879,,,,,
1932.2723,,20878.7914,,11560.127,,13405.8824,,50612.7273,,18290.3401,,32389.6258,,15768.3688,,,,
1932.43904,20284.5755,,8141.90476,,9938.47059,,55890.6014,,18644.1088,,38311.7935,,14292.4255,,,,,
1932.6057,,20850.0144,,11577.1429,,13403.7941,,50654.6853,,18254.8299,,32366.5806,,15744.0851,,,,
1932.77236,20223.4245,,8145.39683,,9963.35294,,55985.5385,,18668.2177,,38321.2903,,14286.8369,,,,,
1932.93901,,20920.1439,,11554.6667,,13413.5,,50640.4196,,18274.8299,,32360.9548,,15738.9787,,,,
1933.10575,20266.6475,,8152.85714,,9952.79412,,55942.2657,,18651.5374,,38259.8968,,14271.773,,,,,
1933.27241,,20882.8777,,11538.2222,,13404.1765,,50656.028,,18236.6803,,32299.1484,,15754.4681,,,,
1933.43907,20272.9784,,8121.87302,,9980.20588,,55978.8531,,18654.7483,,38324.4645,,14265.8723,,,,,
1933.60573,,20861.6978,,11565.1746,,13399.2647,,50610.4615,,18308.4626,,32367.5613,,15781.5603,,,,
1933.77239,20253.9856,,8175.11111,,9966.47059,,55947.021,,18588.517,,38320.8258,,14299.3759,,,,,
1933.93913,,20845.1511,,11561.0159,,13430.2941,,50659.0769,,18297.0884,,32385.1355,,15816.5106,,,,
1934.10578,20272.4317,,8132.47619,,9945.52941,,55818.2378,,18657.3061,,38257.2387,,14261.5035,,,,,
1934.27244,,20818.9065,,11544.6667,,13361.0588,,50602.965,,18301.415,,32335.9484,,15763.0355,,,,
1934.4391,20253.0072,,8168.92063,,9980.73529,,55936,,18662.1224,,38320.4645,,14231.3475,,,,,
1934.60576,,20893.0072,,11575.6508,,13384.7353,,50677.9301,,18291.8639,,32375.1742,,15761.7872,,,,
1934.7725,20249.4964,,8148.66667,,9973.17647,,55977.3147,,18626.2041,,38315.0194,,14267.6028,,,,,
1934.93916,,20841.1511,,11595.2698,,13415.9118,,50639.3846,,18266.7483,,32342.0903,,15753.9574,,,,
1935.10582,20226.6187,,8157.84127,,9946.38235,,55950.5734,,18661.5238,,38284.671,,14284,,,,,
1935.27248,,20878.5324,,11563.2381,,13437.2941,,50681.8182,,18316.5714,,32354.8645,,15774.6383,,,,
