---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
3591.36293,,16186.4748,,10035.619,,11366.6471,,42786.2378,,15585.7143,,25726.6065,,12601.2199,,,,
3591.52959,16623.1942,,7236.8254,,8294.08824,,48692.6713,,16009.1156,,31475.0194,,11354.156,,,,,
3591.69625,,16230.9065,,10007.5556,,11297.0882,,42788.4196,,15574.9932,,25711.7677,,12647.3759,,,,
3591.86299,16602.9065,,7217.30159,,8265.67647,,48681.4825,,16012.9796,,31458.6581,,11385.7021,,,,,
3592.02965,,16202.4173,,10042.8571,,11343.5294,,42788.1678,,15540.4626,,25743.7161,,12602.1844,,,,
3592.19631,16568.4029,,7175.93651,,8296.23529,,48707.049,,16055.2653,,31450.4258,,11356.9645,,,,,
3592.36297,,16225.1799,,10004.6349,,11328.5882,,42789.2587,,15572.9524,,25743.5871,,12578.4965,,,,
3592.52963,16635.7986,,7200.60317,,8300.76471,,48678.1259,,16078.585,,31447.071,,11401.5603,,,,,
3592.69636,,16238.5899,,10014.254,,11294.4412,,42813.5944,,15606.9116,,25785.7548,,12614.3546,,,,
3592.86302,16590.7338,,7231.01587,,8246.85294,,48631.9161,,16049.9864,,31431.2,,11393.5887,,,,,
3593.02968,,16184.6331,,10063.619,,11325.5294,,42794.993,,15574.0952,,25714.6323,,12598.695,,,,
3593.19634,16598.5612,,7201.04762,,8278.76471,,48694.4056,,16062.2313,,31397.6,,11400.3972,,,,,
3593.363,,16203.9424,,10051.4921,,11304.6176,,42828.028,,15573.9864,,25747.6129,,12590.7801,,,,
3593.52974,16545.7554,,7190.4127,,8258.29412,,48688.1399,,15998.2041,,31433.1613,,11369.4468,,,,,
3593.6964,,16186.7914,,10057.5238,,11349.7353,,42746.4336,,15563.0476,,25726.7097,,12606.3262,,,,
3593.86305,16569.0647,,7215.74603,,8252.02941,,48649.035,,15952.0816,,31466.5548,,11408.766,,,,,
3594.02972,,16226.9353,,10020.6667,,11322.5294,,42838.0979,,15564.1361,,25729.729,,12627.0638,,,,
3594.19637,16548,,7210.69841,,8246.76471,,48696.5315,,16022.7483,,31429.0581,,11382.1277,,,,,
3594.36311,,16205.4964,,10037.4921,,11282.9118,,42780.3077,,15585.551,,25783.5613,,12612.1418,,,,
3594.52977,16565.0647,,7215.33333,,8269.67647,,48747.4406,,16041.2789,,31412.6194,,11361.5603,,,,,
3594.69643,,16204.3741,,10036.9524,,11332.8529,,42801.007,,15578.449,,25763.3032,,12638.0142,,,,
3594.86309,16594.9928,,7199.90476,,8266.35294,,48687.8322,,16035.3197,,31430.1161,,11393.6454,,,,,
3595.02983,,16210.0719,,10067.2063,,11321.1471,,42816.8951,,15584.0544,,25772.1806,,12619.0922,,,,
3595.19648,16563.9137,,7177.90476,,8282.41176,,48638.6573,,16064.7075,,31513.3677,,11374.5248,,,,,
3595.36314,,16258.5324,,10041.619,,11309.1765,,42740.1119,,15610.9116,,25770.7871,,12592.0851,,,,
3595.5298,16558.1583,,7202.44444,,8273.61765,,48730.2098,,15996.381,,31422.1935,,11431.8014,,,,,
3595.69646,,16251.3669,,10018.9524,,11327.3529,,42801.0629,,15555.1565,,25781.7548,,12602.6383,,,,
3595.8632,16549.554,,7234.57143,,8277.20588,,48724.5315,,15968.2993,,31420,,11420.0851,,,,,
3596.02986,,16224.9496,,10048.5079,,11345.9412,,42858.3217,,15581.0884,,25759.6903,,12581.7305,,,,
3596.19652,16571.1942,,7191.77778,,8288.76471,,48675.049,,16034.966,,31430.4774,,11421.4468,,,,,
3596.36318,,16201.4676,,10017.746,,11325.0294,,42830.2098,,15642.4762,,25748,,12594.5532,,,,
3596.52984,16594.5036,,7198.73016,,8278.11765,,48702.5175,,16024.8163,,31411.1742,,11427.4894,,,,,
3596.69657,,16228.6043,,10047.9683,,11312.7353,,42789.1748,,15626.5306,,25698.7097,,12593.078,,,,
3596.86323,16586.7914,,7230.53968,,8287.73529,,48697.1189,,16034.6395,,31467.071,,11370.2695,,,,,
3597.02989,,16239.6835,,10064.6349,,11331.1176,,42824.951,,15525.6327,,25682.8903,,12598.2128,,,,
3597.19655,16557.9856,,7215.20635,,8261.94118,,48635.2168,,16032.0544,,31439.7935,,11374.0993,,,,,
3597.36321,,16224.5755,,10052.5079,,11292.8529,,42849.035,,15575.2925,,25756.4129,,12592.8511,,,,
3597.52995,16561.554,,7220.63492,,8290.97059,,48687.8881,,16011.8912,,31402.8129,,11373.9007,,,,,
3597.69661,,16244.8921,,10059.1111,,11331.9412,,42711.972,,15587.8095,,25743.9742,,12601.4752,,,,
3597.86327,16598.3022,,7231.5873,,8272.08824,,48678.5734,,16046.449,,31410.2452,,11404.0567,,,,,
3598.02993,,16268.8921,,10060.5079,,11294.2059,,42868.5874,,15569.1973,,25709.5226,,12612.1702,,,,
3598.19666,16584.5468,,7207.74603,,8293.79412,,48648.5874,,16019.2925,,31403.3548,,11382.2979,,,,,
3598.36332,,16242.6763,,10048.127,,11298.7059,,42756.0839,,15596.4898,,25762.3484,,12619.8865,,,,
3598.52998,16605.0072,,7237.96825,,8244.55882,,48605.2028,,16006.0136,,31375.7161,,11410.2411,,,,,
3598.69664,,16221.6978,,10045.746,,11342.2353,,42843.3007,,15583.7007,,25799.4065,,12601.1631,,,,
3598.8633,16595.8849,,7210.57143,,8239.08824,,48684.5594,,16005.7687,,31454.8645,,11405.5035,,,,,
3599.03004,,16248.9209,,10065.0476,,11312.6471,,42805.7622,,15603.6463,,25739.0452,,12616.0851,,,,
3599.1967,16589.554,,7211.87302,,8262.76471,,48675.6084,,15999.619,,31492.9548,,11373.5887,,,,,
3599.36336,,16246.4748,,10065.1111,,11295.6765,,42875.6084,,15558.6667,,25735.5097,,12606.6667,,,,
3599.53002,16619.5971,,7230.09524,,8282.26471,,48686.6573,,16038.7483,,31478.8387,,11375.9433,,,,,
3599.69668,,16266.3597,,10047.0476,,11337.0588,,42803.5804,,15573.8776,,25753.5226,,12617.5603,,,,
3599.86341,16659.3094,,7225.55556,,8238.67647,,48713.958,,16006.3129,,31449.0839,,11417.7021,,,,,
3600.03007,,16261.6691,,10054.127,,11319.2941,,42761.2308,,15565.6327,,25743.2516,,12611.9716,,,,
3600.19673,16655.3957,,7225.80952,,8282.44118,,48695.7483,,16006.9932,,31424.6968,,11419.7163,,,,,
3600.36339,,16248.518,,10048.2222,,11309.2353,,42800.6993,,15592.3265,,25719.3032,,12609.2482,,,,
3600.53013,16683.3094,,7216.15873,,8265.29412,,48667.3287,,16017.2789,,31420.8258,,11371.0071,,,,,
3600.69679,,16259.482,,10035.5873,,11343.9706,,42826.3217,,15580.0544,,25739.6903,,12609.6738,,,,
3600.86345,16616.8921,,7219.33333,,8240.17647,,48709.2028,,16025.1701,,31446.9935,,11426.4965,,,,,
3601.03011,,16244.5468,,10002.6984,,11357.3529,,42790.5455,,15587.3469,,25768.4645,,12589.078,,,,
3601.19677,16651.2518,,7201.80952,,8284.55882,,48715.2168,,16002.6939,,31462.4774,,11421.7305,,,,,
3601.3635,,16202.9928,,10072.2222,,11345.6471,,42828.3357,,15596.6259,,25732.5161,,12596.0284,,,,
3601.53016,16660.6619,,7206.38095,,8266.44118,,48652.979,,16022.0136,,31439.7419,,11410.695,,,,,
3601.69682,,16270.7338,,10026.8571,,11308.1176,,42799.7762,,15581.8503,,25774.4,,12607.7447,,,,
3601.86348,16645.9856,,7231.42857,,8282.91176,,48727.8881,,16025.9864,,31468.7742,,11392.6241,,,,,
3602.03014,,16261.8129,,10054.127,,11343.4118,,42766.6014,,15614.3129,,25754.3226,,12610.8369,,,,
3602.19688,16632.9784,,7229.87302,,8267.91176,,48686.014,,16026.2313,,31419.3806,,11410.3262,,,,,
3602.36354,,16259.223,,10047.6825,,11305.0882,,42826.4895,,15610.0136,,25737.7806,,12627.4326,,,,
3602.5302,16685.2086,,7251.04762,,8240.02941,,48717.2028,,16000.0544,,31486.5548,,11404.227,,,,,
3602.69686,,16252.9496,,10036.6032,,11342.3529,,42835.4965,,15624.6531,,25739.071,,12622.7518,,,,
3602.86352,16674.0432,,7212.19048,,8268.55882,,48687.2727,,16041.0068,,31433.5742,,11397.5603,,,,,
3603.03025,,16187.5683,,10057.3333,,11329.6176,,42750.6853,,15561.7959,,25699.8968,,12611.2624,,,,
3603.19691,16608.8058,,7207.84127,,8241.91176,,48748.3636,,16012.4082,,31458.6581,,11352.227,,,,,
3603.36357,,16238.6475,,10043.1429,,11313.0588,,42846.6573,,15568.1088,,25782.2194,,12624.2553,,,,
3603.53023,16656.8345,,7233.42857,,8276.55882,,48650.4615,,16059.3197,,31401.729,,11344.7092,,,,,
3603.69697,,16237.9568,,10039.3968,,11301.3235,,42850.2937,,15553.8231,,25724.9548,,12644.9929,,,,
3603.86363,16604,,7183.93651,,8285.70588,,48713.2587,,16019.9456,,31488.9548,,11400.7376,,,,,
3604.03029,,16216.3453,,10054.9206,,11297.3529,,42838.4056,,15602.8844,,25750.0903,,12601.1631,,,,
3604.19695,16585.0935,,7209.52381,,8251.91176,,48689.9021,,16037.6599,,31463.4839,,11389.3333,,,,,
3604.36361,,16212.6331,,10026.9524,,11320.3824,,42808,,15603.0476,,25749.9613,,12584.1135,,,,
3604.53034,16612.259,,7242.98413,,8231.85294,,48615.1888,,16049.9592,,31444.1548,,11369.3333,,,,,
3604.697,,16185.9568,,10045.4603,,11321.0882,,42802.3776,,15592.8707,,25776.7226,,12606.8369,,,,
3604.86366,16612.1727,,7220.7619,,8257.47059,,48653.0909,,16053.7687,,31476.4129,,11408.7943,,,,,
3605.03032,,16274.3309,,10038.6667,,11289.7059,,42784.2797,,15567.6735,,25761.7032,,12627.2908,,,,
3605.19698,16566.3309,,7250.38095,,8264.85294,,48690.8531,,16034.8027,,31458.4774,,11394.2128,,,,,
3605.36372,,16232.1727,,10045.4921,,11291.2059,,42779.9441,,15586.9388,,25737.4968,,12651.9433,,,,
3605.53038,16650.2158,,7203.26984,,8232.47059,,48674.8811,,16014.7755,,31391.0968,,11380.1702,,,,,
3605.69704,,16279.6259,,10021.0476,,11300.3824,,42774.1259,,15588.1361,,25705.6774,,12624.0567,,,,
3605.8637,16670.7626,,7223.52381,,8243.5,,48640.6434,,16010.449,,31454.8129,,11396.227,,,,,
3606.03043,,16263.6259,,10048.9524,,11316.9412,,42750.8811,,15590.0952,,25759.5097,,12626.5816,,,,
3606.19709,16612.9496,,7225.77778,,8297.11765,,48645.3427,,16027.3741,,31403.4323,,11394.7518,,,,,
3606.36375,,16280.8058,,10044.5714,,11304.4118,,42794.0979,,15625.2789,,25775.0452,,12603.7163,,,,
3606.53041,16578.2158,,7175.07937,,8261.67647,,48647.9161,,15983.9184,,31432.4903,,11410.0993,,,,,
3606.69707,,16215.0504,,10042.381,,11280.4412,,42784.6434,,15625.4966,,25713.9355,,12607.2624,,,,
3606.86381,16636.777,,7208.06349,,8268.23529,,48702.4895,,16013.7687,,31416.0516,,11380.1986,,,,,
3607.03047,,16251.8561,,10088.4444,,11323.8529,,42800.2238,,15602.3946,,25730.6065,,12610.0142,,,,
3607.19713,16635.1655,,7202.25397,,8266.82353,,48682.7413,,16038.7211,,31429.729,,11359.2908,,,,,
3607.36379,,16260.8345,,10061.8413,,11298.3529,,42815.4406,,15580.9796,,25770.9677,,12633.4468,,,,
3607.53045,16593.3525,,7204.4127,,8238.11765,,48641.007,,16012.2449,,31445.1355,,11410.3262,,,,,
3607.69718,,16221.2662,,10029.3968,,11280.8824,,42802.8252,,15597.6871,,25768.671,,12596.2837,,,,
3607.86384,16574.9353,,7218.15873,,8255.20588,,48643.3846,,16021.1429,,31413.8839,,11389.7021,,,,,
3608.0305,,16219.3669,,10038.2222,,11311.1176,,42829.8462,,15615.4558,,25717.7548,,12583.9149,,,,
3608.19716,16622.0432,,7183.61905,,8229.55882,,48628.7273,,16022.7483,,31437.0581,,11379.3759,,,,,
3608.36382,,16242.7626,,10038.8571,,11305.9412,,42760.0559,,15591.7279,,25750.6581,,12566.5816,,,,
3608.53056,16625.6978,,7220.4127,,8264.41176,,48708.8951,,15977.551,,31482.2194,,11400.766,,,,,
3608.69722,,16230.964,,10021.746,,11301.7647,,42811.8322,,15583.9728,,25744.5161,,12618.9787,,,,
3608.86387,16591.9137,,7226.47619,,8241.55882,,48643.7203,,15984.2993,,31392.8,,11392.3972,,,,,
3609.03053,,16232.7194,,10050.2222,,11306.0294,,42797.6783,,15563.9456,,25708,,12632.6241,,,,
3609.19727,16611.3957,,7215.93651,,8253.23529,,48761.5664,,16005.2245,,31453.2903,,11349.7589,,,,,
3609.36393,,16285.9856,,10074.6667,,11328.3529,,42766.2378,,15584.6259,,25773.9613,,12623.6879,,,,
3609.53059,16590.5036,,7212.60317,,8271.61765,,48718.3217,,16016.4082,,31459.7677,,11404.8794,,,,,
3609.69725,,16253.6691,,10064.5079,,11278.6176,,42784.3357,,15593.6871,,25714.3226,,12618.2411,,,,
3609.86391,16638.5324,,7217.52381,,8259.5,,48701.958,,16010.5034,,31398.4,,11394.6099,,,,,
3610.03064,,16268.5468,,10023.2381,,11277.8529,,42854.1538,,15574.2313,,25724.4645,,12621.3901,,,,
3610.1973,16605.6978,,7254.4127,,8266.73529,,48620.979,,16025.2245,,31479.4323,,11368.766,,,,,
3610.36396,,16187.4532,,10056.3492,,11310.5588,,42798.5455,,15528.7891,,25701.9097,,12636.8794,,,,
3610.53062,16625.295,,7233.39683,,8257.05882,,48659.0769,,16000.0544,,31432.5161,,11388.8794,,,,,
3610.69728,,16210.7626,,10060.1587,,11341.9706,,42796.4196,,15581.3878,,25699.7419,,12615.9716,,,,
3610.86402,16609.3525,,7227.33333,,8254.23529,,48711.972,,16009.9592,,31426.7097,,11395.5177,,,,,
3611.03068,,16214.5612,,10037.5556,,11291.4412,,42852.1958,,15572.6531,,25722.6581,,12643.2624,,,,
3611.19734,16623.1655,,7224.85714,,8237.23529,,48659.4965,,16002.5034,,31464.1548,,11385.5887,,,,,
3611.364,,16235.4532,,10027.1746,,11322.3529,,42757.986,,15605.3333,,25763.7419,,12608.1702,,,,
3611.53066,16620.1439,,7218.44444,,8257.26471,,48689.035,,15997.7143,,31431.7935,,11361.2482,,,,,
3611.69739,,16237.7842,,10062.6984,,11297.0882,,42782.3776,,15594.1224,,25747.9226,,12622.7234,,,,
3611.86405,16652.8921,,7187.26984,,8260.85294,,48683.4406,,16003.8095,,31425.729,,11412.3972,,,,,
3612.03071,,16192.1151,,10033.3651,,11288.3529,,42740.6434,,15607.4558,,25758.4516,,12602.4681,,,,
3612.19737,16602.2446,,7182.4127,,8232.70588,,48625.2308,,16059.8367,,31404.3871,,11391.4326,,,,,
3612.36411,,16239.6259,,10025.7143,,11302.8529,,42767.7203,,15636.2721,,25734.8129,,12617.3333,,,,
3612.53077,16572.8345,,7215.61905,,8252.82353,,48626.2657,,16013.4694,,31447.871,,11390.922,,,,,
3612.69743,,16216.2878,,10068.4127,,11300.5294,,42852.6434,,15566.9116,,25708.5161,,12612.1135,,,,
3612.86409,16630.3597,,7199.80952,,8270.94118,,48660,,16073.415,,31427.0452,,11398.3546,,,,,
3613.03075,,16222.3309,,10067.5873,,11295.0882,,42734.9371,,15630.6395,,25717.7548,,12620.4823,,,,
3613.19748,16601.3813,,7165.87302,,8245.85294,,48699.5804,,16062.8299,,31424.3613,,11398.6099,,,,,
3613.36414,,16222.964,,10036.6032,,11275.4118,,42809.2587,,15599.7007,,25755.8452,,12636.3404,,,,
3613.5308,16629.6978,,7225.77778,,8241.44118,,48647.5524,,16046.1224,,31475.4323,,11405.5035,,,,,
3613.69746,,16206.9065,,10059.4603,,11309.4706,,42743.1888,,15621.9592,,25724.9548,,12583.4043,,,,
3613.86412,16609.0647,,7196.12698,,8256.38235,,48657.3706,,16062.2041,,31449.729,,11378.4965,,,,,
3614.03086,,16210.1295,,10070.9524,,11281.5882,,42781.5105,,15615.7007,,25727.7935,,12620.8794,,,,
3614.19752,16593.5252,,7220.12698,,8244.47059,,48674.7972,,16009.7143,,31373.2387,,11421.9007,,,,,
3614.36418,,16222.4173,,10068,,11320.0588,,42830.3497,,15622.5306,,25727.329,,12635.6596,,,,
3614.53084,16670.3022,,7218.7619,,8272.82353,,48652.5315,,16039.1293,,31396.4903,,11362.3262,,,,,
3614.69757,,16240,,10040.6349,,11330.1471,,42836.4196,,15568.5714,,25715.0194,,12612.6809,,,,
3614.86423,16603.5971,,7213.77778,,8242.08824,,48743.9161,,16011.102,,31467.1484,,11404.227,,,,,
3615.03089,,16229.0647,,10011.619,,11317.3824,,42805.2867,,15633.2789,,25705.8581,,12641.5035,,,,
3615.19755,16656.5468,,7232,,8248.67647,,48710.5175,,16039.9184,,31423.329,,11390.0142,,,,,
3615.36421,,16222.1871,,10048.6667,,11300.5882,,42778.4895,,15600.4626,,25727.7935,,12637.078,,,,
3615.53095,16609.4676,,7223.68254,,8264.64706,,48754.7413,,15999.8639,,31402.2194,,11387.5745,,,,,
3615.69761,,16233.295,,10035.4921,,11290.2647,,42806.7133,,15609.5782,,25689.2129,,12596.9362,,,,
3615.86427,16638.2158,,7213.26984,,8243.52941,,48641.1748,,16035.1293,,31371.6129,,11414.4397,,,,,
3616.03093,,16243.8273,,10042.2222,,11292.9706,,42812.2797,,15615.3197,,25753.3419,,12594.6099,,,,
3616.19759,16611.7122,,7221.42857,,8258.11765,,48652.5315,,16022.9932,,31376.8,,11415.8582,,,,,
3616.36432,,16270.5036,,10083.0159,,11281.1765,,42804.979,,15588.2993,,25744.9806,,12615.0922,,,,
3616.53098,16581.1511,,7221.14286,,8263.23529,,48599.0769,,16024.1905,,31397.4194,,11391.8865,,,,,
3616.69764,,16236.6331,,10048.2857,,11308.1765,,42770.2657,,15568.8163,,25724.5677,,12609.5887,,,,
3616.8643,16601.4388,,7230.95238,,8289.97059,,48677.5944,,16026.1497,,31413.8839,,11415.9149,,,,,
3617.03096,,16189.4101,,10064.1905,,11274.2941,,42767.9161,,15615.483,,25758.8387,,12610.8085,,,,
3617.1977,16593.7842,,7188.85714,,8260.05882,,48633.958,,16022.9116,,31413.1355,,11405.4184,,,,,
3617.36436,,16219.3957,,10074.127,,11281.9706,,42800,,15621.0068,,25718.2194,,12613.5603,,,,
3617.53102,16637.6691,,7213.33333,,8252.23529,,48732.8112,,16062.5578,,31452.0516,,11375.2624,,,,,
3617.69768,,16250.0432,,10064.3175,,11278.9412,,42823.049,,15595.8912,,25735.2258,,12623.8298,,,,
3617.86441,16594.5036,,7204.8254,,8230.14706,,48699.2448,,16080,,31421.8323,,11404.7943,,,,,
3618.03107,,16266.2446,,10057.873,,11314.8235,,42790.3776,,15611.1837,,25715.0452,,12643.0355,,,,
3618.19773,16607.1655,,7206.98413,,8303.52941,,48680.4196,,16053.5782,,31407.7419,,11391.4894,,,,,
3618.36439,,16251.8273,,10043.9048,,11334.7059,,42764.6713,,15589.7143,,25720.2839,,12616.4539,,,,
3618.53105,16601.8705,,7236.63492,,8281.38235,,48646.993,,16011.2381,,31433.3935,,11411.3759,,,,,
3618.69779,,16250.0719,,10059.8413,,11306.5294,,42867.6923,,15604.1361,,25749.2903,,12593.9858,,,,
3618.86445,16618.0144,,7222.73016,,8287.44118,,48710.6014,,16027.8639,,31410.7871,,11399.8865,,,,,
3619.03111,,16213.4676,,10060.2222,,11324.3529,,42792.0559,,15618.0136,,25720.9806,,12629.1064,,,,
3619.19777,16581.8705,,7238.69841,,8284.5,,48720.951,,16022.4218,,31471.6387,,11356.0851,,,,,
3619.36443,,16218.2734,,10037.5873,,11324.4118,,42808.6993,,15573.7415,,25705.9097,,12610.8936,,,,
3619.53116,16594.6475,,7222.12698,,8237.85294,,48720.9231,,16014.0952,,31449.1613,,11418.0142,,,,,
3619.69782,,16276.6331,,10085.0159,,11299.2353,,42818.1818,,15560.7891,,25722.8645,,12598.7234,,,,
3619.86448,16633.8705,,7226,,8281.41176,,48686.8531,,16005.7959,,31438.7613,,11371.6312,,,,,
3620.03114,,16239.741,,10094.9524,,11333.2647,,42784.5315,,15571.5102,,25742.8903,,12570.6383,,,,
3620.1978,16632.2302,,7175.42857,,8257.64706,,48702.3497,,16009.7415,,31446.1677,,11378.7801,,,,,
3620.36454,,16277.8993,,10043.1429,,11295.8529,,42779.6084,,15604.3537,,25706.1419,,12621.617,,,,
3620.5312,16574.3309,,7220.7619,,8267.67647,,48730.6853,,16080.4354,,31477.2129,,11385.9858,,,,,
3620.69786,,16230.8201,,10064.9206,,11288.8235,,42830.9371,,15588.6531,,25682.4774,,12631.4043,,,,
3620.86452,16614.1295,,7220.63492,,8289.73529,,48668.1399,,16049.2789,,31429.9355,,11429.9574,,,,,
3621.03125,,16239.1942,,10097.1746,,11339.7353,,42819.8322,,15595.0476,,25798.8903,,12611.7447,,,,
3621.19791,16570.1295,,7214.22222,,8305.38235,,48686.8531,,16023.1293,,31414.9161,,11398.383,,,,,
3621.36457,,16254.0432,,10083.0159,,11273.6765,,42821.3147,,15592.0272,,25761.0581,,12627.0638,,,,
3621.53123,16624.2014,,7237.49206,,8254.55882,,48698.1538,,16048.2993,,31418.4258,,11386.8936,,,,,
3621.69789,,16241.7266,,10035.619,,11309.4412,,42772.3357,,15603.4014,,25716.9548,,12663.0922,,,,
3621.86463,16676.7194,,7201.93651,,8256.14706,,48632.4476,,16036.3265,,31422.8903,,11404.1135,,,,,
3622.03129,,16229.2086,,10092.6667,,11313.0588,,42844.3916,,15612.0272,,25748,,12614.6383,,,,
3622.19795,16647.3381,,7218.50794,,8250.73529,,48727.5245,,16031.6735,,31455.2774,,11381.9291,,,,,
3622.36461,,16233.4101,,10087.7778,,11332.8529,,42773.4266,,15621.2789,,25754.6323,,12638.2128,,,,
3622.53126,16649.6115,,7208.79365,,8255.26471,,48685.7343,,16009.2245,,31453.5742,,11377.078,,,,,
3622.698,,16222.2158,,10070.5079,,11336.8529,,42852.3077,,15602.8571,,25693.5226,,12608.2553,,,,
3622.86466,16592.5468,,7201.55556,,8271.85294,,48689.7622,,16013.5782,,31475.871,,11391.3191,,,,,
3623.03132,,16154.3885,,10057.8413,,11305.5588,,42797.7063,,15611.9456,,25764.6194,,12597.1915,,,,
3623.19798,16596.3165,,7213.07937,,8273.64706,,48710.6014,,16017.3333,,31443.9742,,11407.9149,,,,,
3623.36464,,16260.9784,,10074.8254,,11305,,42823.6923,,15592.0272,,25742.7097,,12596.0284,,,,
3623.53137,16650.7626,,7266.88889,,8247.32353,,48639.4406,,16010.5034,,31395.5613,,11363.3475,,,,,
3623.69803,,16246.6187,,10063.4286,,11322.3235,,42771.1888,,15555.483,,25734.0387,,12618.7234,,,,
3623.86469,16609.7554,,7241.52381,,8291.82353,,48710.2098,,16008.8163,,31395.2258,,11345.9858,,,,,
3624.03135,,16095.2518,,10060.7302,,11340.4706,,42832.3636,,15591.2381,,25780.7484,,12592.227,,,,
3624.19809,16520.9496,,7216.38095,,8272.08824,,48606.4615,,16006.1497,,31389.5226,,11378.8652,,,,,
3624.36475,,16198.2446,,10073.873,,11271.4412,,42779.2168,,15596.517,,25767.6129,,12635.4043,,,,
3624.53141,16650.5899,,7233.55556,,8279.82353,,48677.007,,16012.517,,31434.0387,,11357.5887,,,,,
3624.69807,,16271.0791,,10051.4921,,11304.8235,,42800.5594,,15637.6599,,25692.9032,,12661.1631,,,,
3624.86473,16609.9856,,7193.33333,,8300.14706,,48704.8392,,16045.6871,,31433.6,,11398.0993,,,,,
3625.03146,,16258.5612,,10042.6032,,11294.9706,,42727.6364,,15579.3469,,25706.6581,,12612.5106,,,,
3625.19812,16629.2374,,7218.22222,,8262.05882,,48622.6573,,16019.619,,31393.3677,,11430.9504,,,,,
3625.36478,,16246.9065,,10059.746,,11295.7059,,42830.0979,,15612.2177,,25718.2968,,12617.4752,,,,
3625.53144,16625.3813,,7230.88889,,8277.32353,,48700.6993,,16032.6259,,31378.3742,,11382.0709,,,,,
3625.6981,,16234.2158,,10078.6349,,11297.7647,,42855.7203,,15599.619,,25684.4129,,12627.3475,,,,
3625.86484,16651.8273,,7224.25397,,8254.20588,,48649.2028,,16048.6803,,31445.3161,,11394.2979,,,,,
3626.0315,,16248.3165,,10091.0159,,11319.7941,,42766.965,,15576.9524,,25695.8452,,12609.7021,,,,
3626.19816,16601.3525,,7211.77778,,8271.47059,,48716.3357,,16008.1905,,31413.2387,,11368.3688,,,,,
3626.36482,,16317.7554,,10063.7778,,11335.5,,42789.2028,,15605.8503,,25726.3484,,12633.6738,,,,
3626.53155,16709.0647,,7230.8254,,8234.11765,,48661.2028,,16018.9388,,31445.4194,,11388.539,,,,,
3626.69821,,16263.7122,,10075.1429,,11339.4706,,42816.951,,15552.7619,,25711.7161,,12604.3404,,,,
3626.86487,16666.3885,,7211.20635,,8295.85294,,48665.4266,,16044.5442,,31413.471,,11380.2553,,,,,
3627.03153,,16297.1223,,10061.2063,,11337.9706,,42793.3147,,15606.3673,,25738.9419,,12623.5745,,,,
3627.19819,16653.8129,,7217.01587,,8292.44118,,48704.8112,,16073.5238,,31406.2968,,11404.2837,,,,,
3627.36493,,16303.9424,,10085.0159,,11306.2647,,42792.4755,,15653.4694,,25798.0129,,12638.9787,,,,
3627.53159,16648.3453,,7200.98413,,8256.02941,,48642.9371,,16025.2517,,31416.4387,,11370.9504,,,,,
3627.69825,,16248.1727,,10051.2063,,11324.4412,,42759.8601,,15594.5306,,25718.5548,,12636.2837,,,,
3627.86491,16643.6259,,7213.61905,,8258.41176,,48674.9371,,16013.7143,,31438.271,,11410.4681,,,,,
3628.03157,,16262.7626,,10070.9841,,11297.7059,,42771.3846,,15608.2721,,25761.7806,,12602.1277,,,,
3628.1983,16698.9353,,7208.63492,,8241.32353,,48724.2517,,16075.3741,,31372.3097,,11380.7092,,,,,
3628.36496,,16315.6835,,10023.6508,,11309.1176,,42785.2867,,15637.1156,,25716.1548,,12628.3688,,,,
3628.53162,16673.4388,,7206.22222,,8253.11765,,48619.972,,16047.4558,,31464.9806,,11394.7234,,,,,
3628.69828,,16269.9281,,10068.4444,,11332.7353,,42777.5664,,15583.4286,,25793.9097,,12635.234,,,,
3628.86494,16601.7266,,7255.46032,,8278.73529,,48708.5315,,16022.3129,,31406.3484,,11375.0638,,,,,
3629.03168,,16171.6259,,10067.3016,,11332.8824,,42770.9371,,15630.1497,,25755.871,,12635.0071,,,,
3629.19834,16573.1799,,7209.74603,,8257.26471,,48687.1329,,16026.0136,,31402.5806,,11364.6241,,,,,
3629.365,,16178.5324,,10078.8254,,11327.0588,,42786.6573,,15616.517,,25759.4065,,12639.6028,,,,
3629.53166,16613.036,,7229.52381,,8304.5,,48677.8182,,16010.7483,,31325.2645,,11392.5674,,,,,
3629.69839,,16213.6978,,10032.381,,11327.0294,,42790.2098,,15602.585,,25704.8258,,12652,,,,
3629.86505,16602.3885,,7224.09524,,8256.35294,,48668.6993,,16014.9932,,31438.3226,,11383.4326,,,,,
3630.03171,,16267.5683,,10050.4444,,11334.9706,,42821.5105,,15574.7483,,25735.7677,,12623.3191,,,,
3630.19837,16595.8273,,7224.98413,,8281.41176,,48667.3846,,16009.1429,,31397.9871,,11395.9149,,,,,
3630.36503,,16254.2734,,10053.619,,11290.8824,,42737.1469,,15573.2789,,25735.2258,,12621.9007,,,,
