---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
13266.383,14454.6763,,6818.8254,,7630.11765,,44761.8182,,14567.2653,,27952.9032,,10202.0993,,,,,
13266.5497,,13774.2446,,9587.55556,,10433.1765,,38993.6224,,14353.6599,,22858.6065,,11759.5745,,,,
13266.7163,14443.9424,,6824.95238,,7667.94118,,44793.3147,,14599.8639,,27982.5806,,10201.9858,,,,,
13266.883,,13752.2878,,9565.90476,,10415.7059,,38955.021,,14391.8912,,22831.0194,,11765.5887,,,,
13267.0497,14400.4029,,6820.95238,,7611.08824,,44757.5944,,14560.6531,,27993.7548,,10170.4397,,,,,
13267.2164,,13731.6547,,9539.14286,,10433.6765,,38903.8881,,14374.5306,,22861.0581,,11757.2766,,,,
13267.383,14454.3885,,6839.2381,,7659.91176,,44791.2727,,14549.7415,,28002.8645,,10192.3688,,,,,
13267.5497,,13711.482,,9563.14286,,10450.2647,,38961.4825,,14370.4762,,22787.1226,,11720.9929,,,,
13267.7164,14443.6547,,6838.09524,,7627.91176,,44876.5315,,14568.8163,,28065.9355,,10191.7163,,,,,
13267.8831,,13728.6043,,9563.87302,,10489.4706,,38949.2867,,14401.932,,22855.871,,11738.5816,,,,
13268.0497,14450.5036,,6832.69841,,7656.67647,,44758.1259,,14566.0408,,28013.6,,10181.7589,,,,,
13268.2164,,13714.7914,,9584.31746,,10480.8235,,38936.5035,,14367.4014,,22869.5484,,11747.5745,,,,
13268.3831,14408.1727,,6841.1746,,7658.02941,,44813.3706,,14601.1973,,28041.6258,,10195.0071,,,,,
13268.5498,,13704.4604,,9499.14286,,10443.0882,,38952.5315,,14422.8844,,22881.1871,,11709.8723,,,,
13268.7165,14356.5755,,6821.49206,,7630.94118,,44826.1538,,14573.5238,,28002.7097,,10215.5177,,,,,
13268.8831,,13699.4532,,9542.88889,,10477.6471,,38906.4336,,14374.585,,22836.0516,,11727.3759,,,,
13269.0498,14388.1151,,6810.44444,,7679.64706,,44803.4406,,14577.0612,,28022.0903,,10233.1915,,,,,
13269.2164,,13700.9496,,9611.90476,,10470.5,,38880.4755,,14345.9048,,22832.929,,11692.7943,,,,
13269.3832,14398.4173,,6823.39683,,7663.58824,,44803.7762,,14565.3333,,28001.729,,10194.0142,,,,,
13269.5498,,13693.0647,,9548.06349,,10509.4412,,38922.4895,,14389.415,,22870.9419,,11759.773,,,,
13269.7165,14388.6043,,6845.2381,,7657.52941,,44872.3357,,14557.0068,,28067.6387,,10202.4965,,,,,
13269.8831,,13693.036,,9576.34921,,10449.2353,,38946.9091,,14354.7483,,22863.0194,,11721.1915,,,,
13270.0498,14365.2374,,6833.33333,,7655.32353,,44745.4545,,14564.8163,,28038.3742,,10205.1064,,,,,
13270.2165,,13800.3165,,9575.04762,,10485.5,,38949.3427,,14361.1973,,22776.1806,,11710.6383,,,,
13270.3832,14463.3381,,6830.06349,,7679.11765,,44776.8951,,14569.8231,,28024.0516,,10195.9149,,,,,
13270.5499,,13670.3885,,9550.50794,,10488.4118,,38916.3077,,14388.1633,,22845.4194,,11750.4681,,,,
13270.7165,14427.482,,6856.34921,,7629.94118,,44765.958,,14607.6735,,27960.4645,,10236.227,,,,,
13270.8832,,13696.4892,,9566.8254,,10459.5882,,38928.3916,,14377.2517,,22834.7097,,11731.461,,,,
13271.0499,14363.223,,6831.49206,,7627.11765,,44814.1538,,14617.2789,,28068.4903,,10218.3262,,,,,
13271.2166,,13656.4317,,9545.93651,,10479.6765,,38947.8881,,14383.3469,,22842.7097,,11746.8652,,,,
13271.3832,14369.8417,,6855.65079,,7637.44118,,44795.7483,,14575.3197,,28046.0129,,10195.8865,,,,,
13271.5499,,13685.8705,,9568,,10485.6765,,38939.4965,,14392.8707,,22798.2968,,11744.6525,,,,
13271.7166,14382.1295,,6861.07937,,7682.94118,,44737.6224,,14589.6871,,28054.3226,,10208.8227,,,,,
13271.8833,,13689.8993,,9551.52381,,10512.5294,,38937.958,,14391.3469,,22773.0323,,11705.3333,,,,
13272.05,14331.9424,,6870.60317,,7651.91176,,44840.8951,,14587.1293,,27940.5677,,10237.1348,,,,,
13272.2166,,13730.5036,,9562.12698,,10479.7059,,38986.1818,,14359.1293,,22785.7548,,11700.2553,,,,
13272.3833,14375.5683,,6872.25397,,7632.85294,,44786.3776,,14578.9932,,28016.6968,,10197.7305,,,,,
13272.55,,13691.6835,,9575.90476,,10460.9118,,38937.7902,,14385.2517,,22809.5484,,11744.4823,,,,
13272.7167,14372.8633,,6826.98413,,7642.94118,,44751.6084,,14587.3741,,27981.7032,,10189.5319,,,,,
13272.8833,,13723.741,,9592.38095,,10473.5882,,38925.0629,,14389.3878,,22802.7613,,11743.8298,,,,
13273.05,14408.8058,,6845.46032,,7623.38235,,44804.4476,,14584.5714,,27977.9871,,10201.7589,,,,,
13273.2166,,13699.0216,,9563.74603,,10487.2353,,38989.0909,,14355.0204,,22859.4839,,11717.7305,,,,
13273.3834,14390.5036,,6836.95238,,7634.08824,,44801.4545,,14609.1429,,28016.1806,,10189.2766,,,,,
13273.55,,13716.2878,,9585.74603,,10490.2059,,38916.8671,,14386.7755,,22797.0581,,11709.844,,,,
13273.7167,14390.5612,,6852.38095,,7664.41176,,44824.979,,14560.8163,,27996.8516,,10218.9787,,,,,
13273.8834,,13703.4532,,9590.4127,,10480.7941,,39003.7203,,14376.0272,,22758.529,,11737.2482,,,,
13274.05,14374.4173,,6860.28571,,7663.08824,,44857.2308,,14557.8776,,27990.1419,,10182.0993,,,,,
13274.2168,,13725.8129,,9583.39683,,10439.2647,,38927.5804,,14331.5374,,22778.6065,,11678.9787,,,,
13274.3834,14410.5612,,6814.7619,,7640,,44762.3217,,14571.483,,28014.4258,,10179.4894,,,,,
13274.5501,,13687.5396,,9564.63492,,10455.1176,,38926.6294,,14333.932,,22791.071,,11740.9362,,,,
13274.7167,14397.7266,,6854.53968,,7656.82353,,44793.6503,,14541.4422,,27951.0968,,10196.8227,,,,,
13274.8834,,13705.6403,,9557.74603,,10432.2059,,38944.3077,,14352.9252,,22788.2065,,11731.3191,,,,
13275.0501,14404.4317,,6847.20635,,7668.29412,,44817.7063,,14563.1565,,27990.6839,,10234.383,,,,,
13275.2168,,13710.3022,,9540.19048,,10466.5588,,38881.986,,14379.3469,,22826.2968,,11721.3901,,,,
13275.3835,14373.9281,,6835.07937,,7669.55882,,44805.0629,,14540.2721,,27998.4774,,10185.7589,,,,,
13275.5501,,13665.8993,,9566.4127,,10454.1471,,38984.1399,,14365.2245,,22802.5806,,11748.5674,,,,
13275.7168,14348.777,,6830.50794,,7684.35294,,44764.5874,,14604.7619,,27998.8129,,10201.2766,,,,,
13275.8835,,13702.4173,,9538.38095,,10441.9118,,38983.3007,,14361.6054,,22805.5484,,11750.0709,,,,
13276.0502,14359.2518,,6853.07937,,7610.14706,,44823.2448,,14572.4082,,27990.6065,,10211.3191,,,,,
13276.2168,,13644.3165,,9570.50794,,10468.3529,,38971.2448,,14340.3265,,22809.471,,11734.2411,,,,
13276.3835,14366.1007,,6860.09524,,7658,,44785.8462,,14584.9252,,27941.0323,,10209.8156,,,,,
13276.5501,,13698.1295,,9561.61905,,10441.0588,,38935.7483,,14358.3401,,22801.2129,,11772.0284,,,,
13276.7169,14330.964,,6840.7619,,7660.55882,,44714.4336,,14587.2381,,27988.2323,,10234.695,,,,,
13276.8835,,13692.259,,9583.42857,,10468.8824,,38954.6573,,14396.6531,,22817.3419,,11726.7801,,,,
13277.0502,14389.2374,,6841.90476,,7647.41176,,44803.8881,,14584.5442,,27955.0194,,10208.5674,,,,,
13277.2169,,13713.2086,,9584.98413,,10397.3529,,38927.4126,,14377.7959,,22820.0774,,11750.383,,,,
13277.3835,14385.6978,,6857.46032,,7649.94118,,44825.7343,,14621.0612,,27985.2387,,10206.0709,,,,,
13277.5503,,13679.0791,,9545.1746,,10472.8235,,38983.3287,,14318.449,,22790.4774,,11717.5887,,,,
13277.7169,14400.2302,,6864.79365,,7640.08824,,44840.0839,,14578.5578,,27957.5484,,10189.617,,,,,
13277.8836,,13672.1151,,9546.47619,,10440.7647,,39014.1259,,14325.8776,,22764.671,,11733.4468,,,,
13278.0502,14355.4532,,6851.68254,,7652.29412,,44758.2378,,14561.9864,,27960.4387,,10165.5887,,,,,
13278.2169,,13744.259,,9572,,10447.7059,,39036.2797,,14352.6531,,22832.1806,,11731.0071,,,,
13278.3836,14385.0935,,6852.12698,,7627.97059,,44793.5944,,14608.4354,,28012.2323,,10176.1702,,,,,
13278.5503,,13653.5827,,9568.44444,,10419.6176,,38918.4336,,14364.1905,,22862.4774,,11698.7518,,,,
13278.717,14448.0288,,6853.68254,,7651.23529,,44774.1538,,14617.7687,,28068,,10237.4184,,,,,
13278.8836,,13700.5755,,9583.1746,,10425.8529,,38906.4056,,14377.932,,22828.7226,,11747.8582,,,,
13279.0503,14401.3237,,6837.2381,,7661.94118,,44805.8741,,14585.8231,,28012.3097,,10204.227,,,,,
13279.217,,13688.0288,,9540.63492,,10446.1176,,38904.6993,,14376.3537,,22836.5935,,11765.1064,,,,
13279.3837,14369.9281,,6823.80952,,7661.44118,,44840.8392,,14536.4082,,28018.8387,,10177.8723,,,,,
13279.5503,,13694.2446,,9539.87302,,10438.2647,,38968.0559,,14385.4694,,22849.7806,,11703.2624,,,,
13279.717,14299.0791,,6838.38095,,7666.97059,,44817.5664,,14536.8163,,27997.2129,,10195.8298,,,,,
13279.8836,,13624.1727,,9544,,10440.7941,,38916.1119,,14366.449,,22854.5548,,11753.617,,,,
13280.0504,14367.0791,,6843.14286,,7651.55882,,44782.7692,,14592.7075,,28002.6581,,10211.0355,,,,,
13280.217,,13670.3309,,9556.38095,,10436.8824,,38920.6713,,14390.2857,,22884.1548,,11752.539,,,,
13280.3837,14367.6259,,6837.26984,,7647.26471,,44782.9091,,14540.5442,,28030.4258,,10221.4468,,,,,
13280.5504,,13681.7266,,9569.1746,,10432.0588,,38949.2867,,14370.1497,,22862.9419,,11684.9645,,,,
13280.717,14405.4101,,6838.7619,,7669.73529,,44840.5594,,14599.1837,,28043.071,,10226.2128,,,,,
13280.8838,,13653.0647,,9582.03175,,10425.5588,,38998.7972,,14390.6122,,22872.5677,,11753.8723,,,,
13281.0504,14351.6547,,6804.15873,,7638.67647,,44771.2168,,14583.1293,,28008.6452,,10211.4043,,,,,
13281.2171,,13654.446,,9554.79365,,10450.1471,,38965.035,,14370.9116,,22827.0194,,11723.461,,,,
13281.3837,14349.7554,,6851.46032,,7651.02941,,44824.8951,,14577.3061,,28040.3097,,10192.3121,,,,,
13281.5505,,13713.4101,,9547.30159,,10449.2647,,38973.4825,,14396.3265,,22873.3935,,11737.7305,,,,
13281.7171,14376.777,,6858.22222,,7638.85294,,44790.4895,,14601.034,,28000.3355,,10200.3404,,,,,
13281.8838,,13699.1655,,9549.52381,,10417.2647,,38977.9021,,14416.1905,,22810.2194,,11766.4397,,,,
13282.0504,14416.777,,6815.26984,,7650.97059,,44716.5594,,14590.1224,,28023.6903,,10162.8652,,,,,
13282.2171,,13698.6475,,9561.87302,,10432.0588,,38917.5944,,14383.8912,,22852.2839,,11757.3333,,,,
13282.3838,14403.7698,,6812.98413,,7614.70588,,44832.7552,,14616.6531,,28012.9806,,10218.9787,,,,,
13282.5505,,13683.3381,,9566.53968,,10445.5882,,38981.9301,,14335.4558,,22857.8065,,11768.7376,,,,
13282.7172,14426.2734,,6812.4127,,7644.35294,,44831.021,,14600.5986,,28014.6323,,10207.2057,,,,,
13282.8838,,13723.7122,,9582.09524,,10440.7647,,38926.2098,,14373.4422,,22822.4774,,11733.617,,,,
13283.0505,14430.7338,,6845.49206,,7634.76471,,44864.5035,,14607.7823,,27976.9548,,10193.844,,,,,
13283.2172,,13727.4532,,9563.55556,,10423.0882,,38956.4196,,14354.2041,,22781.7032,,11746.0993,,,,
13283.3839,14441.5827,,6849.26984,,7646.55882,,44847.049,,14602.966,,28046.0645,,10217.2766,,,,,
13283.5505,,13713.8129,,9553.84127,,10449.5588,,38945.5105,,14365.4966,,22864.129,,11748.9929,,,,
13283.7172,14407.7122,,6849.46032,,7660.23529,,44788.7552,,14582.2857,,28032.929,,10203.7163,,,,,
13283.8839,,13685.2662,,9570.44444,,10413.5882,,38924.7832,,14358.2313,,22858.8645,,11749.1915,,,,
13284.0506,14447.4532,,6831.77778,,7662.88235,,44809.2867,,14588,,27967.8452,,10192.0567,,,,,
13284.2173,,13693.554,,9522.47619,,10451.8529,,38936.6713,,14334.8844,,22809.3161,,11757.4468,,,,
13284.3839,14408.8921,,6837.2381,,7663.38235,,44781.1189,,14594.6939,,27989.1613,,10239.5745,,,,,
13284.5506,,13659.8273,,9588.63492,,10441.1176,,38943.972,,14355.8912,,22843.8968,,11733.0213,,,,
13284.7172,14368.4317,,6854.28571,,7660.82353,,44803.049,,14526.2585,,28008.0516,,10197.2766,,,,,
13284.884,,13633.4964,,9526.09524,,10456.0588,,38922.9091,,14360.8707,,22791.1742,,11720.3688,,,,
13285.0506,14324.6331,,6826.47619,,7644.32353,,44781.986,,14609.415,,28019.3806,,10182.1277,,,,,
13285.2173,,13647.7698,,9566.28571,,10432.9118,,38887.8042,,14365.1156,,22853.9871,,11745.1631,,,,
13285.3839,14344.8633,,6848.50794,,7623.14706,,44785.958,,14605.7959,,28031.0452,,10192.3688,,,,,
13285.5506,,13648.8633,,9551.36508,,10448.5882,,38973.7063,,14353.3061,,22882.9677,,11709.3617,,,,
13285.7173,14353.5252,,6849.80952,,7643.5,,44823.5804,,14562.1224,,27989.1097,,10191.6312,,,,,
13285.884,,13653.036,,9558.60317,,10470.0882,,38953.7343,,14369.4422,,22854.271,,11726.0142,,,,
13286.0507,14358.0144,,6857.90476,,7714.79412,,44773.4545,,14574.4218,,28036.8258,,10220.6241,,,,,
13286.2173,,13676.9784,,9574.31746,,10460.6471,,38910.965,,14367.5374,,22816.2839,,11757.5319,,,,
13286.384,14358.8777,,6835.30159,,7672.97059,,44807.1888,,14606.8571,,27998.2194,,10182.8085,,,,,
13286.5507,,13659.2806,,9569.26984,,10496.5294,,38913.1189,,14367.5646,,22890.3226,,11705.7305,,,,
13286.7174,14378.1583,,6812.88889,,7650.05882,,44783.1608,,14560.5986,,28044.5677,,10189.9291,,,,,
13286.884,,13708.3453,,9572.47619,,10465.1471,,38958.4895,,14361.3333,,22835.2516,,11736.1135,,,,
13287.0507,14429.2662,,6800.95238,,7648.41176,,44787.8601,,14579.5646,,28029.471,,10203.2057,,,,,
13287.2174,,13701.6115,,9572.47619,,10460.8235,,39000.6713,,14383.1293,,22837.1355,,11763.2624,,,,
13287.3841,14408.3741,,6830.15873,,7663.08824,,44808.5594,,14578.585,,28023.6387,,10188.2553,,,,,
13287.5508,,13644.4317,,9581.20635,,10465.0294,,38971.2727,,14394.966,,22827.2516,,11730.2979,,,,
13287.7174,14371.0791,,6829.61905,,7673.20588,,44832.8392,,14569.9592,,28014.2968,,10199.3759,,,,,
13287.8841,,13677.6691,,9571.77778,,10447.0882,,38984.7552,,14338.6667,,22822.7613,,11764.9929,,,,
13288.0508,14361.554,,6847.26984,,7655.32353,,44854.3776,,14581.9864,,27998.1419,,10205.4184,,,,,
13288.2175,,13679.0504,,9531.87302,,10470.0294,,38947.972,,14373.415,,22833.729,,11760.4539,,,,
13288.3841,14406.9065,,6826.95238,,7660,,44816.5315,,14563.8912,,28032.9806,,10177.2766,,,,,
13288.5508,,13684.259,,9561.71429,,10476,,38959.5524,,14383.102,,22846.8903,,11734.4397,,,,
13288.7174,14382.7914,,6858.25397,,7659.32353,,44812.7552,,14608.7891,,28046.4258,,10189.4468,,,,,
13288.8842,,13714.4748,,9563.87302,,10475.8529,,38946.8811,,14378.1497,,22839.1742,,11760.4539,,,,
13289.0508,14362.5612,,6836.85714,,7642.88235,,44831.5524,,14570.7755,,28079.3548,,10186.7518,,,,,
13289.2175,,13674.3885,,9563.80952,,10462.9412,,38921.2028,,14387.1565,,22810.6581,,11755.9716,,,,
13289.3842,14346.4173,,6831.96825,,7638.32353,,44834.9371,,14597.5782,,28009.9613,,10192.0851,,,,,
13289.5508,,13663.2518,,9580.44444,,10465.2647,,38928.3916,,14397.551,,22856.8,,11771.0638,,,,
13289.7176,14370.9065,,6835.2381,,7668.79412,,44842.8531,,14563.3197,,28054.5806,,10207.234,,,,,
13289.8842,,13680.2878,,9584.38095,,10466.0588,,38941.6783,,14380.2721,,22811.1742,,11680.3121,,,,
13290.0509,14382.1871,,6882.31746,,7629.58824,,44811.3287,,14576.2721,,28103.8194,,10197.7021,,,,,
13290.2175,,13658.5899,,9581.93651,,10452.6176,,38907.7483,,14372.3537,,22826.3484,,11761.1064,,,,
13290.3842,14381.8705,,6841.46032,,7639.14706,,44791.1049,,14596.9796,,28082.4258,,10194.0709,,,,,
13290.5509,,13701.6691,,9573.04762,,10476.6765,,38967.5524,,14397.1973,,22823.2,,11702.0142,,,,
13290.7176,14412.3453,,6832.28571,,7646.5,,44821.3147,,14557.7959,,28032.4903,,10209.1915,,,,,
13290.8843,,13678.7338,,9574.12698,,10483.6471,,39000.4755,,14361.4422,,22815.4323,,11731.2908,,,,
13291.0509,14396.0863,,6860.66667,,7621.55882,,44811.021,,14573.4694,,27967.7935,,10197.8156,,,,,
13291.2176,,13676.7194,,9551.26984,,10408.1471,,38956.1678,,14415.6463,,22799.2258,,11763.9716,,,,
13291.3843,14402.6763,,6878.53968,,7643.02941,,44840.5594,,14592.7347,,27971.1484,,10193.0213,,,,,
13291.551,,13648.0576,,9557.71429,,10472.4706,,38913.4545,,14374.1224,,22855.1742,,11716.1986,,,,
13291.7176,14384.6619,,6851.30159,,7640.73529,,44893.5105,,14584.8435,,27996.9032,,10207.0071,,,,,
13291.8843,,13647.2518,,9573.04762,,10480.7059,,38977.4825,,14362.068,,22796.5419,,11774.5248,,,,
13292.0509,14384.6043,,6853.77778,,7650.41176,,44832.3077,,14571.0476,,28012.5677,,10191.6596,,,,,
13292.2177,,13681.0647,,9572.92063,,10478.4706,,39001.007,,14362.0952,,22814.3484,,11734.5532,,,,
13292.3843,14385.3525,,6825.5873,,7640.88235,,44873.6783,,14586.5306,,27964.0516,,10203.5461,,,,,
13292.551,,13719.7698,,9591.39683,,10472.6176,,38994.965,,14387.9728,,22820.7742,,11769.6738,,,,
13292.7177,14438.3022,,6806.69841,,7641.61765,,44869.1469,,14608.381,,27987.6903,,10210.1277,,,,,
13292.8844,,13668.1439,,9554.06349,,10483.8529,,38968.4196,,14390.3673,,22784.929,,11761.4752,,,,
13293.0511,14411.5396,,6865.30159,,7665,,44763.972,,14581.0884,,27949.6516,,10216.6809,,,,,
13293.2177,,13694.3597,,9582.09524,,10460.1176,,38926.2098,,14413.6327,,22797.2129,,11736.1702,,,,
13293.3844,14413.2374,,6839.52381,,7652.32353,,44821.2867,,14608.1361,,27972.4903,,10237.1631,,,,,
13293.551,,13701.8417,,9556.98413,,10479.1765,,38880.6993,,14366.4762,,22828.9806,,11709.4468,,,,
13293.7178,14395.1079,,6834.50794,,7642.67647,,44726.9091,,14555.5646,,27972.1806,,10204.766,,,,,
13293.8844,,13721.3525,,9555.93651,,10469.0588,,38912.7832,,14373.4694,,22812.6194,,11721.4752,,,,
13294.0511,14422.0144,,6836.47619,,7651.79412,,44774.8531,,14592.7619,,27984.1806,,10192.3121,,,,,
13294.2178,,13649.0935,,9567.01587,,10496.4412,,38878.0699,,14363.4558,,22803.0452,,11731.0071,,,,
13294.3844,14341.9281,,6845.07937,,7661.32353,,44761.7063,,14603.5918,,27957.2129,,10179.6312,,,,,
13294.5511,,13672.6906,,9610.44444,,10476.8824,,38909.0629,,14377.551,,22749.9613,,11749.4752,,,,
13294.7178,14378.7914,,6830.38095,,7670.73529,,44753.7343,,14581.6327,,27937.3419,,10214.0993,,,,,
13294.8845,,13665.036,,9568.28571,,10478.5,,38903.3287,,14406.7755,,22811.5613,,11736.5106,,,,
13295.0511,14365.4101,,6826.50794,,7652.08824,,44819.8881,,14563.7279,,27986.4774,,10208.6241,,,,,
13295.2178,,13666.1295,,9541.96825,,10491.5294,,38955.8881,,14401.2245,,22814.7355,,11763.5177,,,,
13295.3845,14357.7554,,6863.61905,,7633.82353,,44793.8462,,14597.8503,,27973.9097,,10215.8865,,,,,
13295.5512,,13677.2374,,9568.44444,,10499.2353,,38935.9161,,14415.4014,,22811.4581,,11728.0284,,,,
13295.7178,14344.9784,,6853.87302,,7639.35294,,44825.4825,,14607.5102,,27948.1548,,10175.9433,,,,,
13295.8845,,13636.0576,,9599.71429,,10505.6471,,38855.4685,,14372.381,,22833.4194,,11772.3404,,,,
13296.0512,14296.7194,,6843.2381,,7653.82353,,44815.7762,,14575.2925,,27967.9742,,10197.9574,,,,,
13296.2179,,13662.7338,,9590.53968,,10463.5,,38959.9161,,14372.6803,,22786.4516,,11732.6525,,,,
13296.3846,14348.9784,,6829.61905,,7662.14706,,44783.4965,,14549.7687,,27937.6516,,10175.3475,,,,,
13296.5512,,13673.8129,,9546.28571,,10467.9412,,38939.6084,,14378.6395,,22831.0194,,11732.4823,,,,
13296.7179,14324.6331,,6845.77778,,7647.55882,,44765.2028,,14595.4558,,27940.8516,,10224.9362,,,,,
13296.8845,,13682.7338,,9551.39683,,10457.3235,,38921.3986,,14352.1088,,22827.0452,,11724.1986,,,,
13297.0513,14345.7842,,6815.1746,,7677.91176,,44755.3007,,14583.7551,,27965.7548,,10200.3404,,,,,
13297.2179,,13663.1367,,9571.1746,,10457.7059,,38881.0909,,14379.8639,,22787.4581,,11720.1135,,,,
13297.3846,14357.0647,,6845.96825,,7657.23529,,44856.6713,,14541.034,,27876.1806,,10229.2766,,,,,
13297.5512,,13659.1367,,9532.69841,,10479,,38938.8811,,14352.3265,,22847.4581,,11734.6099,,,,
13297.7179,14337.0072,,6839.55556,,7633.47059,,44813.3147,,14610.6395,,27945.2903,,10173.5319,,,,,
13297.8846,,13678.7914,,9587.74603,,10466.2059,,38931.972,,14414.1497,,22753.3935,,11732.9078,,,,
13298.0513,14335.7698,,6857.52381,,7673.20588,,44796.4755,,14579.4558,,27992.5677,,10182.3262,,,,,
13298.218,,13682.5612,,9556.15873,,10416.1176,,38878.7692,,14381.6599,,22807.7161,,11755.7163,,,,
13298.3846,14360.8058,,6836.50794,,7659.05882,,44770.042,,14644.1088,,28026.7097,,10196.1702,,,,,
13298.5513,,13690.705,,9574.95238,,10435.2941,,38963.3566,,14353.6599,,22819.4839,,11726.3262,,,,
13298.718,14362.1583,,6821.14286,,7651.32353,,44799.4965,,14596.2449,,27908.8774,,10210.3262,,,,,
13298.8847,,13665.3237,,9550.98413,,10479.7353,,38921.3986,,14386.068,,22751.7677,,11719.3475,,,,
13299.0513,14394.6187,,6836.8254,,7640.85294,,44745.2028,,14585.6054,,27923.9226,,10208.5674,,,,,
13299.218,,13663.3669,,9557.84127,,10428.6765,,38896.7552,,14407.102,,22801.1871,,11728.8511,,,,
13299.3847,14372.1151,,6851.5873,,7658.67647,,44711.4965,,14542.966,,27959.1226,,10191.6028,,,,,
13299.5514,,13654.1295,,9566.7619,,10444.0882,,38922.9371,,14406.8027,,22791.329,,11740.3688,,,,
13299.7181,14379.0504,,6815.07937,,7662.70588,,44841.5385,,14584.898,,28013.9613,,10233.3901,,,,,
13299.8847,,13660.2302,,9585.49206,,10440.9706,,38900.0559,,14372.0272,,22806.1419,,11731.8865,,,,
13300.0514,14337.6403,,6816.28571,,7669.73529,,44753.7902,,14563.3741,,27975.0194,,10199.2908,,,,,
13300.2181,,13678.1007,,9568.79365,,10444.9706,,38879.8601,,14430.8571,,22808.0516,,11731.6596,,,,
13300.3848,14369.9856,,6834.85714,,7661.29412,,44772.3916,,14567.483,,27979.0452,,10201.305,,,,,
13300.5514,,13664.6906,,9606.38095,,10439.4706,,38917.3986,,14376.4354,,22780.5677,,11760.8511,,,,
13300.7181,14338.705,,6853.42857,,7664.41176,,44727.1329,,14557.5782,,28012.8774,,10184.0851,,,,,
13300.8847,,13644.6906,,9553.74603,,10465.5588,,38958.7133,,14381.034,,22804.9806,,11696.3972,,,,
13301.0515,14327.4532,,6840.28571,,7676.11765,,44814.1818,,14592.1633,,27967.9484,,10178.2128,,,,,
13301.2181,,13604.8345,,9616.53968,,10478.2059,,38983.0769,,14404.8163,,22826.1935,,11716.6241,,,,
13301.3848,14354.9928,,6849.46032,,7674.20588,,44820.3357,,14550.4218,,27955.4839,,10201.3333,,,,,
13301.5515,,13660.777,,9572.25397,,10427.7941,,38949.1469,,14387.8912,,22824.2581,,11744.3404,,,,
13301.7181,14326.1871,,6832.85714,,7666.17647,,44850.7692,,14588.6531,,28033.9355,,10213.7872,,,,,
13301.8849,,13643.6259,,9571.07937,,10432.7353,,38974.0979,,14398.2041,,22825.7032,,11717.5603,,,,
13302.0515,14343.3094,,6832.53968,,7635.05882,,44785.6224,,14565.4694,,28015.1484,,10201.617,,,,,
13302.2182,,13695.6259,,9600.69841,,10472.6471,,38903.5804,,14369.0612,,22803.2516,,11743.3475,,,,
13302.3848,14410.5324,,6810.92063,,7632.17647,,44807.7203,,14578.5034,,27996.1032,,10233.7305,,,,,
13302.5515,,13665.0072,,9593.5873,,10474.3529,,38976.8951,,14391.7551,,22833.8323,,11749.1348,,,,
13302.7182,14409.7554,,6849.07937,,7636.58824,,44771.8042,,14542.7755,,27978.7097,,10212.9078,,,,,
13302.8849,,13693.3237,,9605.36508,,10459.8529,,38957.5944,,14372.9524,,22824.129,,11723.3475,,,,
13303.0516,14433.6691,,6863.36508,,7661.29412,,44770.8252,,14554.449,,27996.8516,,10161.9574,,,,,
13303.2182,,13712.8633,,9566.95238,,10453.5588,,38922.4056,,14396.7075,,22810.2452,,11746.9787,,,,
13303.3849,14413.3813,,6854.38095,,7634.35294,,44728.8392,,14554.3129,,28003.0452,,10200.5957,,,,,
13303.5516,,13682.5324,,9593.39683,,10459.1471,,38918.2098,,14348.8435,,22751.7935,,11756.4255,,,,
13303.7183,14405.0935,,6851.65079,,7646.76471,,44807.6364,,14579.2381,,27962.6323,,10183.9716,,,,,
13303.8849,,13653.8705,,9596.28571,,10480.5882,,38930.5455,,14379.3741,,22803.8452,,11717.8156,,,,
13304.0516,14395.8849,,6860.79365,,7635.38235,,44727.5245,,14561.6054,,28026.2968,,10168.6525,,,,,
13304.2182,,13662.9065,,9604.22222,,10466.9706,,38853.2028,,14364.4354,,22831.1742,,11735.1773,,,,
13304.385,14405.8129,,6845.74603,,7663.11765,,44753.5664,,14591.3741,,28024.0516,,10209.7589,,,,,
13304.5516,,13667.0216,,9565.42857,,10452.4706,,38907.4685,,14382.5578,,22802.9677,,11731.461,,,,
13304.7183,14417.7554,,6843.65079,,7631.26471,,44747.7483,,14603.2109,,28007.6645,,10182.5532,,,,,
13304.885,,13677.6403,,9553.33333,,10456.7941,,38882.1259,,14373.8503,,22839.1742,,11714.0142,,,,
13305.0516,14409.3525,,6862.8254,,7658.23529,,44814.4336,,14576.4898,,28050.7613,,10212.0284,,,,,
13305.2184,,13727.0216,,9578.15873,,10477.3529,,38856.8951,,14401.4694,,22813.4968,,11728.3404,,,,
13305.385,14459.223,,6853.33333,,7668.32353,,44886.8252,,14561.7687,,28037.1871,,10228.9362,,,,,
