---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 4,ROI 4,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,-,-,-,-
7610.4106,,14092.8633,,11737.3016,,12197.0588,,15822.5034,,12969.8156,,,,
7610.5773,14540.259,,7292.60317,,7948.91176,,14126.966,,9661.98582,,,,,
7610.744,,14122.2446,,11722.5397,,12146.6765,,15853.4966,,12979.3191,,,,
7610.9107,14577.3237,,7301.14286,,7919.29412,,14139.102,,9610.12766,,,,,
7611.0774,,14085.0647,,11708.8254,,12177.6765,,15865.3333,,12985.1348,,,,
7611.244,14574.2158,,7340.73016,,7900.41176,,14117.0612,,9594.6383,,,,,
7611.4107,,14142.5612,,11752.0952,,12177.6176,,15835.5918,,12934.8369,,,,
7611.5774,14508.3453,,7286.85714,,7929.76471,,14092.6259,,9603.46099,,,,,
7611.7441,,14129.6978,,11725.2698,,12185.5,,15844.4626,,12923.1773,,,,
7611.9107,14532.6619,,7291.04762,,7933.61765,,14131.6463,,9624,,,,,
7612.0774,,14114.7914,,11788,,12183.1176,,15830.4218,,12928.0284,,,,
7612.2441,14583.8273,,7292.53968,,7932.52941,,14123.8639,,9591.88652,,,,,
7612.4108,,14084.0576,,11714.3492,,12189.1765,,15877.5238,,12989.9858,,,,
7612.5774,14529.7266,,7303.49206,,7947.14706,,14165.6599,,9663.71631,,,,,
7612.7441,,14077.2086,,11746.254,,12165.6765,,15893.932,,12990.4965,,,,
7612.9108,14568.1727,,7252.34921,,7911.14706,,14106.4218,,9660.31206,,,,,
7613.0775,,14066.0432,,11725.4921,,12150.2941,,15877.1973,,12997.2199,,,,
7613.2442,14552.1151,,7296.34921,,7913.52941,,14164.381,,9635.14894,,,,,
7613.4108,,14133.6115,,11751.1746,,12177.7647,,15852.3537,,13004.9645,,,,
7613.5775,14597.9281,,7274.38095,,7921.41176,,14122.4218,,9641.41844,,,,,
7613.7441,,14071.8561,,11745.4921,,12169.1176,,15863.0748,,12976,,,,
7613.9109,14528.9784,,7349.2381,,7974.79412,,14101.932,,9635.68794,,,,,
7614.0775,,14106.8777,,11700.2222,,12111.9118,,15844.7891,,13007.1773,,,,
7614.2442,14580.1439,,7301.49206,,7963.55882,,14121.3605,,9612.14184,,,,,
7614.4109,,14099.1079,,11800.3492,,12176.2059,,15860.5714,,12965.078,,,,
7614.5775,14549.0935,,7348.47619,,7911.35294,,14117.7687,,9623.03546,,,,,
7614.7443,,14141.5252,,11754.1905,,12212.4118,,15852.7891,,13001.305,,,,
7614.9109,14545.0647,,7310.63492,,7954.5,,14112.1905,,9615.29078,,,,,
7615.0776,,14092.1151,,11736.9206,,12212.8235,,15817.932,,12985.8156,,,,
7615.2442,14492.8058,,7326.79365,,7925.44118,,14161.8776,,9616.4539,,,,,
7615.411,,14106.2446,,11758.0317,,12180.7353,,15865.2789,,12959.4043,,,,
7615.5776,14524.0863,,7363.04762,,7919.44118,,14101.7959,,9636.05674,,,,,
7615.7443,,14085.3525,,11744.7937,,12174.9412,,15847.5102,,12980.227,,,,
7615.9109,14514.8777,,7404.7619,,7930.91176,,14111.619,,9663.31915,,,,,
7616.0776,,14063.3381,,11808.0952,,12184.8824,,15901.5238,,12989.844,,,,
7616.2443,14516.7194,,7299.33333,,7927.52941,,14125.2245,,9616.87943,,,,,
7616.411,,14102.7914,,11753.4286,,12142.3529,,15884.2449,,12965.8723,,,,
7616.5777,14512.8345,,7307.52381,,7957.76471,,14145.8231,,9649.47518,,,,,
7616.7443,,14142.1007,,11752.5397,,12161.7647,,15868.3537,,12963.2057,,,,
7616.911,14538.4748,,7316.47619,,7896.73529,,14137.4694,,9621.98582,,,,,
7617.0777,,14120,,11763.7778,,12160.5588,,15842.4762,,12917.1348,,,,
7617.2444,14507.1079,,7293.65079,,7943.76471,,14082.4762,,9587.88652,,,,,
7617.411,,14086.1583,,11729.0476,,12157.2059,,15833.5238,,12941.5319,,,,
7617.5777,14518.8489,,7295.07937,,7923.67647,,14081.1973,,9572.11348,,,,,
7617.7444,,14145.036,,11718.9206,,12131.2353,,15845.7959,,12923.5745,,,,
7617.9111,14549.2662,,7322.7619,,7912.05882,,14118.6122,,9618.07092,,,,,
7618.0778,,14085.0935,,11749.5873,,12171.3529,,15773.3333,,12959.2624,,,,
7618.2444,14559.6259,,7298.50794,,7945.23529,,14167.5102,,9621.13475,,,,,
7618.4111,,14092.3165,,11746.8254,,12167.9706,,15834.8027,,12955.6028,,,,
7618.5778,14548.0863,,7314.66667,,7937.61765,,14140.4354,,9619.5461,,,,,
7618.7445,,14110.6763,,11745.8095,,12209.4118,,15897.3061,,12963.4894,,,,
7618.9111,14554.7338,,7342.4127,,7937.88235,,14139.9184,,9613.92908,,,,,
7619.0778,,14072.8633,,11725.3968,,12172.2941,,15817.932,,13004.9362,,,,
7619.2444,14542.5324,,7318.34921,,7929.97059,,14124.4626,,9618.97872,,,,,
7619.4112,,14097.1799,,11751.5238,,12168.3529,,15859.1837,,12963.5461,,,,
7619.5778,14506.0432,,7320.53968,,7967.26471,,14094.3946,,9578.95035,,,,,
7619.7445,,14081.7266,,11748.381,,12200.2353,,15878.2041,,12987.0922,,,,
7619.9112,14567.0504,,7337.07937,,7889.70588,,14169.8503,,9632.62411,,,,,
7620.0778,,14079.7986,,11758.4127,,12168.1176,,15820.2721,,12993.078,,,,
7620.2446,14582.5036,,7331.87302,,7921.79412,,14132.7347,,9601.44681,,,,,
7620.4112,,14091.223,,11745.3651,,12157.5588,,15873.8231,,12940.1418,,,,
7620.5779,14577.295,,7310.09524,,7931,,14119.6735,,9611.48936,,,,,
7620.7445,,14100.6331,,11757.1746,,12177.2941,,15882.5034,,12999.8298,,,,
7620.9113,14577.295,,7342.19048,,7954.23529,,14170.1769,,9570.21277,,,,,
7621.0779,,14102.6763,,11757.9048,,12181.6471,,15843.0204,,12943.2624,,,,
7621.2446,14539.7698,,7306.38095,,7919.5,,14112.381,,9602.49645,,,,,
7621.4113,,14100.4604,,11753.8413,,12168.8824,,15866.0408,,12988.1986,,,,
7621.5779,14499.3094,,7302.09524,,7946.47059,,14098.1497,,9595.34752,,,,,
7621.7446,,14140.3453,,11710.6667,,12208.7647,,15884.9796,,12971.1773,,,,
7621.9113,14555.5683,,7267.74603,,7932.88235,,14114.5306,,9646.46809,,,,,
7622.078,,14086.8489,,11726.8571,,12111.7647,,15820.7347,,12972.3688,,,,
7622.2446,14552.2014,,7255.49206,,7925.5,,14159.5918,,9583.80142,,,,,
7622.4113,,14098.2158,,11729.4603,,12151.2059,,15837.0068,,12988.6241,,,,
7622.578,14553.6115,,7311.46032,,7941.82353,,14143.8367,,9620.08511,,,,,
7622.7447,,14086.705,,11713.0476,,12163.2059,,15832.517,,12962.3262,,,,
7622.9113,14554.1295,,7291.04762,,7917.08824,,14142.4218,,9638.49645,,,,,
7623.078,,14047.6259,,11721.8095,,12158.6765,,15841.7415,,12970.6383,,,,
7623.2447,14531.8561,,7342.34921,,7948.5,,14148.4898,,9593.44681,,,,,
7623.4114,,14108,,11740.6667,,12182.2353,,15848.9252,,12992.8511,,,,
7623.5781,14535.223,,7329.77778,,7921.20588,,14117.1156,,9601.02128,,,,,
7623.7447,,14087.0216,,11725.5238,,12193.0882,,15827.8912,,12971.9716,,,,
7623.9114,14507.9424,,7323.39683,,7951.05882,,14116.4354,,9606.75177,,,,,
7624.0781,,14080.9209,,11749.5873,,12174.1176,,15829.5782,,12944.8794,,,,
7624.2448,14535.3957,,7310.34921,,7915.58824,,14123.9456,,9597.50355,,,,,
7624.4114,,14104.3165,,11753.2063,,12203.0588,,15829.7687,,12963.6879,,,,
7624.5781,14527.9137,,7294.19048,,7915.85294,,14134.5578,,9637.24823,,,,,
7624.7448,,14106.4173,,11709.8413,,12234.5,,15863.7279,,12983.6028,,,,
7624.9115,14517.9568,,7302.69841,,7929.5,,14149.3605,,9617.95745,,,,,
7625.0781,,14106.7626,,11743.9048,,12150.9706,,15854.2041,,12928.6525,,,,
7625.2448,14567.9424,,7302.28571,,7930.38235,,14102.5306,,9644.53901,,,,,
7625.4115,,14070.7338,,11752.0952,,12157.7059,,15865.9864,,12960,,,,
7625.5781,14499.5683,,7337.1746,,7947.08824,,14128.0272,,9625.67376,,,,,
7625.7449,,14123.7122,,11775.2063,,12127.6471,,15874.2313,,12960.3688,,,,
7625.9115,14572.6619,,7290.63492,,7909.29412,,14147.9456,,9633.64539,,,,,
7626.0782,,14086.1583,,11720.9206,,12171.3235,,15832.2177,,12933.4752,,,,
7626.2448,14536.9209,,7289.39683,,7955.08824,,14101.8776,,9634.49645,,,,,
7626.4115,,14093.4388,,11719.5556,,12193.7941,,15827.4286,,12979.1773,,,,
7626.5782,14531.2518,,7270.4127,,7918.85294,,14127.3197,,9589.33333,,,,,
7626.7449,,14097.4964,,11731.746,,12187.9412,,15854.585,,12955.7447,,,,
7626.9116,14502.446,,7284.7619,,7940.26471,,14083.5646,,9615.51773,,,,,
7627.0782,,14101.6691,,11721.5556,,12202.3824,,15825.0068,,12957.7872,,,,
7627.2449,14536.9784,,7288.92063,,7937.23529,,14110.3129,,9613.33333,,,,,
7627.4116,,14092.4604,,11723.8095,,12203.6176,,15883.7007,,12963.5461,,,,
7627.5783,14483.9424,,7293.68254,,7936.41176,,14131.7007,,9638.1844,,,,,
7627.7449,,14079.223,,11706.2222,,12144.2353,,15857.2789,,12980.6809,,,,
7627.9116,14481.5827,,7300.79365,,7919.91176,,14213.4422,,9663.51773,,,,,
7628.0783,,14085.6978,,11735.4603,,12166.5294,,15872.8435,,13018.4397,,,,
7628.245,14484.259,,7254.31746,,7894.47059,,14106.966,,9590.83688,,,,,
7628.4116,,14079.4532,,11723.2063,,12121.9706,,15860.4626,,12962.0993,,,,
7628.5783,14527.741,,7274.69841,,7910.70588,,14149.7959,,9572.8227,,,,,
7628.745,,14100.8633,,11684.8571,,12201.3529,,15881.3878,,13007.8582,,,,
7628.9117,14514.7626,,7283.71429,,7916.02941,,14105.3061,,9624.31206,,,,,
7629.0784,,14079.6547,,11752.5714,,12171.6176,,15863.0748,,12988.2553,,,,
7629.245,14500.8058,,7317.39683,,7926.64706,,14100.4354,,9636.4539,,,,,
7629.4117,,14142.446,,11745.6508,,12159.6471,,15864.1088,,12981.4752,,,,
7629.5784,14522.6187,,7278.95238,,7955.41176,,14143.2381,,9600.93617,,,,,
7629.7451,,14113.554,,11717.8095,,12189.4118,,15870.7483,,12970.3546,,,,
7629.9117,14514.7626,,7306.22222,,7951.73529,,14125.8231,,9595.46099,,,,,
7630.0784,,14078.8489,,11698.5079,,12183.2647,,15808.3537,,12983.1773,,,,
7630.2451,14529.4388,,7299.80952,,7928.20588,,14097.6327,,9660.85106,,,,,
7630.4118,,14130.0144,,11756.3175,,12169.2647,,15868.3265,,12953.078,,,,
7630.5784,14506.4748,,7294.95238,,7915.14706,,14080.2993,,9647.12057,,,,,
7630.7451,,14121.9856,,11711.746,,12127.4706,,15841.7687,,12997.4184,,,,
7630.9118,14538.7914,,7310.19048,,7919.82353,,14150.3946,,9645.67376,,,,,
7631.0784,,14077.0072,,11754.6984,,12196.8824,,15889.932,,13026.0993,,,,
7631.2452,14525.6978,,7264.98413,,7899.55882,,14157.6871,,9618.01418,,,,,
7631.4118,,14102.0432,,11731.2381,,12181.4118,,15874.0408,,12994.1277,,,,
7631.5785,14505.1223,,7273.61905,,7933.64706,,14087.7823,,9628.22695,,,,,
7631.7451,,14058.2734,,11719.4286,,12171.4412,,15850.5578,,13042.2695,,,,
7631.9118,14509.4101,,7304.98413,,7969.29412,,14121.1156,,9644.65248,,,,,
7632.0785,,14063.3094,,11714.7302,,12156.5882,,15832.0816,,12978.6667,,,,
7632.2452,14488.2014,,7293.42857,,7917.64706,,14093.2245,,9621.8156,,,,,
7632.4119,,14083.8273,,11729.1429,,12177.8824,,15864.2993,,13047.6879,,,,
7632.5785,14495.0504,,7329.93651,,7913.91176,,14121.7143,,9628.51064,,,,,
7632.7453,,14098.964,,11752.7302,,12190.8529,,15841.1701,,13004.4539,,,,
7632.9119,14502.2734,,7298.31746,,7924.88235,,14113.2789,,9657.58865,,,,,
7633.0786,,14067.1367,,11691.9683,,12175.9118,,15892.7075,,12962.8369,,,,
7633.2452,14550.0719,,7318.50794,,7907.29412,,14134.966,,9634.95035,,,,,
7633.4119,,14124.9784,,11715.619,,12147.2647,,15833.2789,,12992.6241,,,,
7633.5786,14508.6906,,7263.61905,,7961,,14108.7347,,9616.96454,,,,,
7633.7453,,14059.0216,,11677.1111,,12164.7941,,15861.8503,,12998.4965,,,,
7633.9119,14523.0504,,7278.28571,,7938.52941,,14103.1293,,9628.65248,,,,,
7634.0786,,14084.6331,,11691.7778,,12138.2941,,15858.9116,,12993.6738,,,,
7634.2453,14499.5396,,7301.93651,,7931.85294,,14140.8435,,9600.8227,,,,,
7634.412,,14094.1583,,11722.8889,,12142.4706,,15859.8912,,12973.4184,,,,
7634.5787,14532.5755,,7300.12698,,7904.79412,,14107.7823,,9640.34043,,,,,
7634.7453,,14127.4532,,11704.6667,,12167.8529,,15839.102,,12987.461,,,,
7634.912,14523.8561,,7303.33333,,7929.97059,,14076.0816,,9630.49645,,,,,
7635.0787,,14109.554,,11686.1905,,12158.7353,,15828.6531,,12985.1915,,,,
7635.2454,14549.9568,,7305.11111,,7923.67647,,14128.8163,,9656.02837,,,,,
7635.412,,14108.0863,,11712.9841,,12190.8235,,15850.6667,,12994.7518,,,,
7635.5787,14518.0719,,7290,,7948.91176,,14110.9932,,9638.49645,,,,,
7635.7454,,14125.295,,11727.8095,,12233.3529,,15823.483,,13003.1489,,,,
7635.9121,14464.8058,,7290.15873,,7920.94118,,14112.3537,,9648.08511,,,,,
7636.0788,,14128.9209,,11763.1111,,12246.7353,,15872.0816,,13014.8936,,,,
7636.2454,14539.4245,,7278.03175,,7980.17647,,14167.4286,,9568.51064,,,,,
7636.4121,,14113.3525,,11695.3968,,12284.2941,,15812.4898,,12967.9716,,,,
7636.5787,14550.4748,,7314.98413,,7957.26471,,14116.4082,,9632.42553,,,,,
7636.7455,,14111.8273,,11726,,12276.8824,,15845.6054,,13001.3901,,,,
7636.9121,14535.1079,,7313.46032,,7944.20588,,14077.415,,9588.17021,,,,,
7637.0788,,14085.7842,,11748.0952,,12233.3824,,15861.8231,,13000.9362,,,,
7637.2454,14561.9856,,7274.57143,,7947,,14096.6259,,9596.65248,,,,,
7637.4121,,14099.3957,,11736,,12227.5,,15828.2993,,12980.0284,,,,
7637.5788,14520.777,,7301.93651,,7937.55882,,14104.4626,,9609.50355,,,,,
7637.7455,,14085.6115,,11743.2381,,12242.8529,,15878.4762,,12989.1631,,,,
7637.9122,14477.8129,,7279.14286,,7920.38235,,14078.1769,,9610.58156,,,,,
7638.0788,,14126.7626,,11706.4762,,12231.9118,,15791.8367,,12987.0638,,,,
7638.2456,14488.2014,,7292.66667,,7958.88235,,14116.6531,,9628.42553,,,,,
7638.4122,,14119.3957,,11720.2857,,12226.9706,,15828.8163,,12988.4255,,,,
7638.5789,14555.3381,,7288.8254,,7930.58824,,14082.7483,,9681.98582,,,,,
7638.7455,,14102.0432,,11726.9524,,12214.9706,,15842.6667,,12974.9504,,,,
7638.9122,14543.1079,,7280.03175,,7938.23529,,14114.9388,,9607.12057,,,,,
7639.0789,,14134.7914,,11741.5238,,12271.8529,,15824.5714,,13003.9716,,,,
7639.2456,14569.554,,7285.52381,,7932.23529,,14094.4762,,9634.09929,,,,,
7639.4123,,14098.446,,11706.6984,,12221.7647,,15878.1224,,12977.6738,,,,
7639.5789,14561.4676,,7270.98413,,7936.88235,,14096.6259,,9623.91489,,,,,
7639.7456,,14089.036,,11735.8413,,12247.0882,,15923.3741,,12991.8298,,,,
7639.9123,14537.2374,,7307.26984,,7941.20588,,14079.6735,,9621.02128,,,,,
7640.079,,14047.5683,,11738.9524,,12220.4118,,15809.8776,,12987.3191,,,,
7640.2456,14539.223,,7254.31746,,7911.58824,,14127.2381,,9621.78723,,,,,
7640.4123,,14097.9281,,11726.2222,,12207.9412,,15827.5646,,13002.4965,,,,
7640.579,14512.9496,,7312.88889,,7925.38235,,14150.0408,,9628.68085,,,,,
7640.7457,,14090.1871,,11735.8413,,12199.9706,,15880.8163,,12961.9574,,,,
7640.9123,14563.741,,7303.84127,,7955.70588,,14128.7619,,9636.79433,,,,,
7641.079,,14115.7122,,11692.381,,12216.8235,,15827.0748,,12937.6738,,,,
7641.2457,14494.3597,,7284.8254,,7937.32353,,14106.7483,,9605.95745,,,,,
7641.4124,,14058.7338,,11722.9206,,12258.5882,,15875.619,,12939.9149,,,,
7641.5791,14540.7482,,7300.60317,,7939.67647,,14100.898,,9597.92908,,,,,
7641.7457,,14128.2302,,11742.1587,,12235.6176,,15861.551,,12989.8156,,,,
7641.9124,14546.9353,,7316.25397,,7945.11765,,14147.102,,9583.1773,,,,,
7642.079,,14079.1367,,11762.7619,,12223.4118,,15866.1224,,12937.1348,,,,
7642.2458,14497.3525,,7297.5873,,7932.08824,,14110.6122,,9596.51064,,,,,
7642.4124,,14128.6043,,11649.7778,,12213.5588,,15840.4354,,12986.695,,,,
7642.5791,14492.8058,,7278.53968,,7937.70588,,14136.4626,,9621.78723,,,,,
7642.7457,,14062.9353,,11684.4444,,12224.4118,,15867.1837,,12978.9504,,,,
7642.9125,14478.5612,,7294.60317,,7939.79412,,14109.6599,,9598.89362,,,,,
7643.0791,,14071.2806,,11667.5238,,12209.0882,,15882.966,,12947.4326,,,,
7643.2458,14504.4317,,7291.36508,,7935.67647,,14097.415,,9644.22695,,,,,
7643.4125,,14116.2014,,11726.381,,12184.9412,,15852.6803,,12994.695,,,,
7643.5791,14583.6547,,7234.88889,,7951.58824,,14098.9388,,9635.82979,,,,,
7643.7459,,14126.1295,,11683.1111,,12194.2059,,15859.1565,,12943.2624,,,,
7643.9125,14560.9496,,7282.28571,,7926.55882,,14129.1156,,9623.51773,,,,,
7644.0792,,14113.295,,11729.5873,,12201.1176,,15859.4558,,12950.3546,,,,
7644.2458,14588.4892,,7298,,7947.85294,,14142.0136,,9580.56738,,,,,
7644.4125,,14148.8345,,11696.3175,,12208.5,,15879.3469,,12998.8369,,,,
7644.5792,14547.6547,,7264.12698,,7960.29412,,14106.2857,,9603.71631,,,,,
7644.7459,,14056.6906,,11711.746,,12256.3529,,15836.4082,,12960.9362,,,,
7644.9126,14602.1871,,7270.85714,,7953,,14100.8163,,9606.21277,,,,,
7645.0792,,14192.2878,,11685.1429,,12253,,15833.5238,,12922.9787,,,,
7645.2459,14694.9065,,7263.93651,,7966.47059,,14133.7959,,9584.8227,,,,,
7645.4126,,14157.2086,,11708.3175,,12240.8235,,15819.6735,,12951.8582,,,,
7645.5793,14587.0791,,7290.4127,,7965.82353,,14157.932,,9620.68085,,,,,
7645.7459,,14150.8489,,11676.7619,,12233.2647,,15865.3878,,13017.0213,,,,
7645.9126,14678.1007,,7312.8254,,7936.55882,,14129.7959,,9618.75177,,,,,
7646.0793,,14206.5612,,11780.1587,,12226.7647,,15854.1497,,12987.1206,,,,
7646.246,14644.4604,,7313.36508,,7949.47059,,14127.0748,,9619.03546,,,,,
7646.4126,,14103.223,,11657.746,,12236.0588,,15851.8367,,12974.3546,,,,
7646.5793,14524.4029,,7297.84127,,7990.85294,,14072.3265,,9621.44681,,,,,
7646.746,,14073.5827,,11647.5238,,12179.8529,,15871.8912,,13002.6383,,,,
7646.9127,14549.8129,,7291.04762,,7970.08824,,14101.3333,,9626.09929,,,,,
7647.0794,,14102.2158,,11664.5714,,12212.1471,,15838.966,,13009.3617,,,,
7647.246,14517.5827,,7274.66667,,7931.70588,,14100.4898,,9617.07801,,,,,
7647.4127,,14151.9712,,11672.9524,,12266.9706,,15843.0748,,12990.6383,,,,
7647.5793,14532.2014,,7318.44444,,7911.76471,,14081.7687,,9652.99291,,,,,
7647.7461,,14122.964,,11721.5873,,12235.2941,,15813.4422,,12984.4823,,,,
7647.9127,14561.5827,,7304.95238,,7938.64706,,14148.8707,,9619.82979,,,,,
7648.0794,,14084.518,,11706.3492,,12217.6765,,15832.6531,,12997.6738,,,,
7648.2461,14544.4317,,7283.11111,,7961.38235,,14111.3197,,9644.14184,,,,,
7648.4128,,14073.2374,,11691.873,,12200.7941,,15886.1224,,12977.5887,,,,
7648.5794,14522.5036,,7257.68254,,7965.38235,,14117.6054,,9629.3617,,,,,
7648.7461,,14089.8705,,11694.3175,,12249.5294,,15855.8367,,12995.773,,,,
7648.9128,14547.1367,,7299.49206,,7947.26471,,14076.8435,,9634.80851,,,,,
7649.0794,,14093.6115,,11680.2857,,12265.8824,,15839.619,,12985.8723,,,,
7649.2462,14528.5755,,7265.93651,,7973.94118,,14093.4422,,9674.7234,,,,,
7649.4128,,14110.3309,,11695.0794,,12201.2353,,15829.1156,,13065.8156,,,,
7649.5795,14527.5396,,7281.33333,,7930.05882,,14156.6531,,9638.66667,,,,,
7649.7461,,14114.6475,,11731.2381,,12192.2647,,15831.5374,,13044.0284,,,,
7649.9128,14486.6187,,7278.15873,,7927.44118,,14145.1973,,9671.82979,,,,,
7650.0795,,14123.4245,,11697.5873,,12224.4412,,15857.8231,,13046.1844,,,,
7650.2462,14542.1007,,7268.63492,,7932.73529,,14131.8095,,9626.80851,,,,,
7650.4129,,14100.5468,,11733.0794,,12143.4706,,15869.3061,,13026.383,,,,
7650.5795,14532.9496,,7272.15873,,7941.47059,,14150.449,,9628.93617,,,,,
7650.7462,,14117.8129,,11740.2222,,12219.9706,,15922.1497,,13003.1489,,,,
7650.9129,14578.7338,,7286.44444,,7963.70588,,14117.5782,,9614.52482,,,,,
7651.0796,,14133.2086,,11746.5079,,12208.9118,,15884.2449,,13020.4539,,,,
7651.2462,14641.1511,,7282.7619,,7941.64706,,14143.5102,,9624.39716,,,,,
7651.4129,,14186.5036,,11732.7302,,12194.1176,,15873.3605,,12978.1844,,,,
7651.5796,14588.6331,,7288.79365,,7923.97059,,14112.6531,,9630.1844,,,,,
7651.7463,,14079.2518,,11721.3333,,12215.7353,,15888.5442,,13000.8511,,,,
7651.9129,14560.9209,,7271.65079,,7942.79412,,14130.1224,,9649.7305,,,,,
7652.0796,,14086.1871,,11668.1587,,12181.7353,,15835.483,,12986.6099,,,,
7652.2463,14515.9424,,7286.31746,,7922.44118,,14132.5714,,9637.50355,,,,,
7652.413,,14159.3381,,11696.254,,12198.3235,,15868.8163,,12976.4539,,,,
7652.5797,14573.1799,,7307.87302,,7922.32353,,14146.8571,,9626.1844,,,,,
7652.7463,,14215.5108,,11748.8571,,12175.2353,,15832.1905,,12955.8014,,,,
7652.913,14589.8705,,7292.22222,,7950.67647,,14178.0136,,9651.20567,,,,,
7653.0796,,14139.5396,,11717.3333,,12166.7059,,15848.4898,,12973.2199,,,,
7653.2464,14574.964,,7294.88889,,7938.20588,,14143.9456,,9611.5461,,,,,
7653.413,,14103.0791,,11684.4762,,12223.2059,,15853.6599,,12981.3617,,,,
7653.5797,14581.9856,,7276.12698,,7953.5,,14117.6327,,9666.86525,,,,,
7653.7464,,14118.9065,,11728.1905,,12252.8824,,15861.1973,,13027.773,,,,
7653.913,14581.9281,,7289.77778,,7952.14706,,14126.2041,,9636.9078,,,,,
7654.0798,,14119.2518,,11728.9841,,12173.7059,,15886.3401,,13016.0567,,,,
7654.2464,14544.7194,,7266.88889,,7963.97059,,14138.966,,9626.86525,,,,,
7654.4131,,14165.7554,,11697.6825,,12240,,15894.068,,13006.1277,,,,
7654.5797,14569.2374,,7304.09524,,7956.79412,,14142.1224,,9639.34752,,,,,
7654.7465,,14123.0504,,11704.4127,,12218.5882,,15901.0612,,12967.1206,,,,
7654.9131,14548.4317,,7291.04762,,7910.47059,,14150.6395,,9647.03546,,,,,
7655.0798,,14069.6691,,11696.4127,,12230.2059,,15846.2313,,12980.1986,,,,
7655.2464,14553.9856,,7263.80952,,7949.97059,,14175.4286,,9632.85106,,,,,
7655.4131,,14075.6259,,11679.1746,,12240.5588,,15877.2517,,12959.4043,,,,
7655.5798,14515.223,,7265.46032,,7961.05882,,14131.483,,9631.00709,,,,,
7655.7465,,14054.5324,,11679.1111,,12243.7059,,15894.2857,,13021.7021,,,,
7655.9132,14527.1367,,7267.46032,,7982.67647,,14147.3469,,9627.60284,,,,,
7656.0798,,14077.0072,,11692.9841,,12204.6471,,15862.5306,,12978.0709,,,,
7656.2465,14506.705,,7272.98413,,7936.82353,,14179.5646,,9657.78723,,,,,
7656.4132,,14068.1727,,11689.873,,12204.3824,,15886.3129,,13002.2979,,,,
7656.5799,14501.9568,,7265.96825,,7923.20588,,14176.0816,,9665.61702,,,,,
7656.7465,,14099.3957,,11680.9841,,12203.5882,,15880.6803,,13063.5745,,,,
7656.9132,14539.5396,,7279.49206,,7930.47059,,14155.4014,,9624.9078,,,,,
7657.0799,,14078.3022,,11704.0952,,12244.2059,,15848.1905,,13025.4184,,,,
7657.2466,14541.295,,7281.39683,,7929.91176,,14160.6531,,9646.43972,,,,,
7657.4132,,14074.0144,,11687.1111,,12240.0882,,15882.6939,,13010.3546,,,,
7657.5799,14561.0647,,7256.06349,,7975,,14161.4694,,9627.80142,,,,,
7657.7466,,14072.9496,,11740.8254,,12241.4118,,15900.7075,,13020.4539,,,,
7657.9133,14565.8705,,7276.79365,,7970.47059,,14130.4218,,9656.19858,,,,,
7658.08,,14137.0072,,11759.6508,,12220.8529,,15880.7891,,13021.9574,,,,
7658.2466,14550.2734,,7317.14286,,7951.70588,,14128.6259,,9650.32624,,,,,
7658.4133,,14129.2662,,11741.9683,,12237.2647,,15890.9388,,13045.0213,,,,
7658.5799,14525.6403,,7283.11111,,7948.91176,,14177.4422,,9630.24113,,,,,
7658.7467,,14068.8633,,11699.3016,,12211.1176,,15885.7415,,13035.773,,,,
7658.9133,14633.2374,,7285.5873,,7956.38235,,14176.0272,,9649.8156,,,,,
7659.08,,14137.295,,11699.5873,,12250.2941,,15861.7415,,13024.6525,,,,
7659.2467,14548.2302,,7267.26984,,7941.5,,14116.7619,,9632.08511,,,,,
7659.4134,,14124.0576,,11697.4286,,12239.8824,,15860.7347,,12989.3617,,,,
7659.5801,14533.1799,,7280.53968,,7944.58824,,14150.3946,,9664.17021,,,,,
7659.7467,,14112.7194,,11692.7937,,12188.2059,,15818.9388,,13043.3475,,,,
7659.9134,14499.7986,,7273.36508,,7965.05882,,14114.3946,,9636.48227,,,,,
7660.08,,14105.0935,,11687.0794,,12200.1765,,15855.1837,,13060.539,,,,
7660.2468,14498.3022,,7263.04762,,7934.64706,,14117.7143,,9652.05674,,,,,
7660.4134,,14087.5683,,11636.4762,,12218.7353,,15821.6054,,13008.4255,,,,
7660.5801,14511.6835,,7258.09524,,7942.88235,,14143.9456,,9640.11348,,,,,
7660.7467,,14077.9856,,11692.2222,,12250.2941,,15860.1633,,12980.7092,,,,
7660.9134,14556.1151,,7281.04762,,7948.44118,,14129.8231,,9644.42553,,,,,
7661.0801,,14070.3885,,11721.1429,,12172.5588,,15814.966,,13013.4184,,,,
7661.2468,14526.7338,,7304.50794,,7945.70588,,14114.1497,,9667.63121,,,,,
7661.4135,,14100.6906,,11715.4921,,12201.9412,,15843.1293,,13000.2553,,,,
7661.5801,14561.6978,,7267.1746,,7921.44118,,14122.6667,,9620.02837,,,,,
7661.7468,,14046.9928,,11698.381,,12232.6176,,15875.0476,,12959.461,,,,
7661.9135,14516.3741,,7242.09524,,7937.05882,,14149.9592,,9616.53901,,,,,
7662.0802,,14125.6691,,11698.6032,,12214.4706,,15846.3673,,13022.9787,,,,
