---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 4,ROI 4,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,-,-,-,-
536.3519,,14807.1079,,11887.1111,,12576.0588,,16266.585,,13556,,,,
536.5186,15133.2374,,7557.74603,,8333.38235,,14618.8299,,10133.844,,,,,
536.6852,,14845.2086,,11926.9524,,12619.3824,,16220.4082,,13538.6667,,,,
536.852,15338.1295,,7527.11111,,8343.32353,,14630.8844,,10117.7872,,,,,
537.0186,,14885.7842,,11884.3175,,12640.7941,,16212.898,,13501.2199,,,,
537.1853,15330.8777,,7520.66667,,8342.11765,,14602.8299,,10122.3262,,,,,
537.3519,,14799.4532,,11894.4762,,12632.4118,,16264.4626,,13492.1418,,,,
537.5186,15229.4676,,7503.61905,,8309.5,,14612.0816,,10104.0851,,,,,
537.6853,,14788.6619,,11901.3016,,12604.5,,16239.483,,13526.6667,,,,
537.852,15261.036,,7516.57143,,8330.5,,14615.2381,,10106.7234,,,,,
538.0187,,14850.6763,,11878.1587,,12626.9412,,16267.8912,,13568.9078,,,,
538.1853,15271.3381,,7507.20635,,8326.11765,,14599.1565,,10124.5674,,,,,
538.352,,14768.1439,,11904.4762,,12619.7059,,16277.4694,,13535.1773,,,,
538.5187,15112.6906,,7507.65079,,8336.47059,,14586.4218,,10131.1489,,,,,
538.6854,,14683.6835,,11890.9841,,12579.9118,,16233.0884,,13583.6596,,,,
538.852,15234.0432,,7514.47619,,8311.79412,,14652.5986,,10143.9433,,,,,
539.0187,,14750.3597,,11900.4762,,12644.4412,,16272.6259,,13570.7518,,,,
539.1853,15150.2158,,7514.28571,,8329.08824,,14638.0952,,10160.2837,,,,,
539.3521,,14749.295,,11897.5873,,12620.1471,,16250.2585,,13512.6809,,,,
539.5187,15153.554,,7520.34921,,8313.5,,14600.7347,,10101.1915,,,,,
539.6854,,14721.8417,,11880.6349,,12612.9412,,16199.1293,,13488.3972,,,,
539.8521,15173.295,,7504.4127,,8313.67647,,14619.8912,,10104.3972,,,,,
540.0188,,14815.1367,,11907.9048,,12643.5588,,16257.6599,,13549.6454,,,,
540.1855,15214.2734,,7511.2381,,8353,,14605.1156,,10120.0284,,,,,
540.3521,,14829.5827,,11941.9048,,12649.6765,,16273.4966,,13585.617,,,,
540.5188,15497.6691,,7532.31746,,8317.55882,,14627.5374,,10144.6525,,,,,
540.6854,,15057.8129,,11926.6349,,12611.7647,,16277.2517,,13555.1489,,,,
540.8522,15740.9784,,7520.73016,,8344.5,,14601.8776,,10142.4681,,,,,
541.0188,,15170.3597,,11899.7143,,12577.3824,,16258.1224,,13552.0851,,,,
541.1855,15764.7482,,7524.12698,,8349.85294,,14595.619,,10139.4894,,,,,
541.3522,,15163.6259,,11856.4127,,12604.1765,,16273.5238,,13580.3121,,,,
541.5188,15781.4676,,7521.04762,,8327.20588,,14614.6667,,10095.0922,,,,,
541.6855,,15147.5108,,11892.254,,12627.3824,,16292.7347,,13551.773,,,,
541.8522,15538.9065,,7521.87302,,8311.5,,14656.2177,,10150.9787,,,,,
542.0189,,15004.1439,,11883.7143,,12622.2353,,16257.7415,,13576.5957,,,,
542.1855,15458.7914,,7544.53968,,8348.14706,,14610.6667,,10161.2199,,,,,
542.3523,,14892.518,,11930,,12655.1765,,16232.7347,,13565.1348,,,,
542.5189,15310.9928,,7535.36508,,8337,,14641.6327,,10106.383,,,,,
542.6856,,14758.2158,,11916.1905,,12663.2059,,16305.1973,,13539.3759,,,,
542.8522,15219.3957,,7509.2381,,8342.26471,,14635.7279,,10099.5177,,,,,
543.0189,,14780.1151,,11882.4762,,12634.6176,,16293.5238,,13547.461,,,,
543.1856,15167.6259,,7505.87302,,8320.79412,,14628.0816,,10091.6028,,,,,
543.3523,,14751.6835,,11912.5714,,12626.5294,,16274.2857,,13557.4468,,,,
543.519,15191.9424,,7515.68254,,8319.58824,,14597.1701,,10137.7589,,,,,
543.6856,,14764.9209,,11899.2381,,12622,,16243.7551,,13565.2482,,,,
543.8523,15335.1079,,7543.77778,,8356.67647,,14656.1633,,10132.2837,,,,,
544.019,,14840,,11906.5714,,12619.7647,,16256.8435,,13554.6099,,,,
544.1857,15267.6835,,7540.31746,,8348.02941,,14609.3605,,10121.617,,,,,
544.3523,,14691.482,,11904.4444,,12659.0588,,16248.7347,,13550.1844,,,,
544.519,14990.8489,,7503.90476,,8374.76471,,14617.7143,,10102.3546,,,,,
544.6857,,14723.0791,,11893.4286,,12602.3824,,16273.7959,,13535.1489,,,,
544.8524,15207.1367,,7552.34921,,8337.88235,,14618.1769,,10107.6596,,,,,
545.019,,14748.6043,,11887.1429,,12592.4118,,16223.3197,,13507.5745,,,,
545.1857,15164.8345,,7542.73016,,8315.35294,,14629.8231,,10140.7092,,,,,
545.3524,,14780.3165,,11896.3492,,12646.9706,,16251.5374,,13514.3546,,,,
545.5191,15099.1367,,7552.79365,,8332.5,,14613.551,,10129.9007,,,,,
545.6858,,14899.4532,,11937.0794,,12622.0882,,16230.5034,,13579.4894,,,,
545.8524,15381.3237,,7557.52381,,8348.32353,,14637.8231,,10116.1702,,,,,
546.0191,,15021.3813,,11915.5873,,12620.7941,,16291.0748,,13518.5532,,,,
546.1857,15278.9065,,7516.28571,,8346.64706,,14641.8776,,10135.9716,,,,,
546.3525,,14809.6691,,11895.3651,,12612.3235,,16260.517,,13593.078,,,,
546.5191,15184.4029,,7511.42857,,8341.23529,,14626.8299,,10141.4184,,,,,
546.6858,,14960.1151,,11846.8889,,12656.2353,,16245.6871,,13567.773,,,,
546.8525,15413.9856,,7504.8254,,8335.32353,,14613.7143,,10178.383,,,,,
547.0192,,15027.3957,,11859.1746,,12622.4118,,16264.5714,,13579.4326,,,,
547.1859,15550.7914,,7511.39683,,8343,,14627.0748,,10112.2837,,,,,
547.3525,,15447.7986,,11897.7143,,12620.5588,,16243.3741,,13570.6099,,,,
547.5192,15882.0432,,7495.61905,,8290.41176,,14589.1701,,10143.1489,,,,,
547.6858,,15067.9137,,11890.0317,,12637.6176,,16236.0816,,13557.844,,,,
547.8526,15945.3237,,7511.80952,,8359.05882,,14586.7755,,10118.0709,,,,,
548.0192,,15222.0432,,11883.746,,12635.8824,,16258.0136,,13574.8652,,,,
548.1859,15445.4101,,7525.52381,,8332.61765,,14643.7007,,10134.9787,,,,,
548.3525,,15159.4532,,11929.4921,,12646.2353,,16231.7007,,13547.4894,,,,
548.5192,15685.1511,,7573.11111,,8339.67647,,14612.2721,,10121.3901,,,,,
548.6859,,15052.8633,,11907.9365,,12634,,16215.8912,,13544.7943,,,,
548.8526,15502.8201,,7543.33333,,8303.91176,,14617.4694,,10147.4326,,,,,
549.0193,,15118.4173,,11924.1905,,12648.2941,,16254.1769,,13562.2695,,,,
549.1859,15777.0072,,7527.46032,,8307.5,,14669.1973,,10144.1702,,,,,
549.3527,,15130.3597,,11911.3651,,12629.1471,,16274.8299,,13573.4752,,,,
549.5193,15643.1942,,7525.42857,,8348.64706,,14613.7143,,10120.9362,,,,,
549.686,,15029.5827,,11906.1587,,12666.5882,,16249.415,,13561.5319,,,,
549.8526,15788.4892,,7554.19048,,8311.88235,,14666.0408,,10154.9787,,,,,
550.0193,,15291.9424,,11918.0317,,12645.7059,,16265.7415,,13569.1064,,,,
550.186,15885.4676,,7519.26984,,8353.91176,,14610.2857,,10125.0213,,,,,
550.3527,,15187.8273,,11898.0952,,12644.0294,,16271.2381,,13519.0638,,,,
550.5194,15789.8417,,7525.30159,,8360.11765,,14629.7687,,10106.1277,,,,,
550.686,,15243.4532,,11891.0159,,12648.2647,,16236.3265,,13551.8014,,,,
550.8527,15827.223,,7518.09524,,8313.91176,,14669.0884,,10106.7801,,,,,
551.0194,,15128.9496,,11847.6508,,12594.1765,,16267.2381,,13537.1915,,,,
551.1861,15390.7338,,7518.19048,,8301.41176,,14655.0476,,10109.6738,,,,,
551.3527,,14873.8129,,11870.9206,,12596.6765,,16276.9524,,13559.0071,,,,
551.5194,15291.5971,,7511.93651,,8349.02941,,14602.585,,10168.2837,,,,,
551.6861,,14937.4388,,11922.1905,,12648.5588,,16207.9456,,13531.461,,,,
551.8528,15386.2734,,7536.28571,,8369.17647,,14693.6599,,10129.1064,,,,,
552.0194,,15049.9856,,11894.3175,,12655.4412,,16286.8844,,13600.6809,,,,
552.1861,15494.6475,,7540.92063,,8330.38235,,14634.9932,,10124.9078,,,,,
552.3528,,14781.5827,,11913.3333,,12643.5294,,16249.932,,13555.2908,,,,
552.5195,15193.8705,,7546.47619,,8334.41176,,14609.2245,,10110.695,,,,,
552.6862,,14798.0432,,11904.6667,,12634.6176,,16205.5782,,13530.7518,,,,
552.8528,15251.9424,,7554.79365,,8322.55882,,14649.3878,,10120.8794,,,,,
553.0195,,14809.9568,,11893.0476,,12650.5588,,16264.5986,,13585.3617,,,,
553.1861,15530.0144,,7538.47619,,8341.38235,,14616.3265,,10145.4468,,,,,
553.3529,,15088.0288,,11923.9365,,12660.1176,,16266.2041,,13557.2482,,,,
553.5195,15256.8633,,7520.50794,,8356.05882,,14632.2449,,10131.0922,,,,,
553.6862,,14782.5899,,11906.1905,,12649.8824,,16262.6122,,13563.1206,,,,
553.8528,15324.3453,,7561.77778,,8347,,14610.3401,,10125.5603,,,,,
554.0196,,14875.4532,,11882.1905,,12641.3529,,16232.2993,,13565.3333,,,,
554.1862,15243.1367,,7563.04762,,8287.47059,,14629.4422,,10141.305,,,,,
554.3529,,14953.2374,,11866.3492,,12659.8235,,16203.3469,,13542.6383,,,,
554.5196,15359.3381,,7501.80952,,8312.08824,,14591.7823,,10143.6028,,,,,
554.6862,,14759.0216,,11905.746,,12603.8235,,16270.2313,,13560.1135,,,,
554.853,15164.9209,,7560.95238,,8334.41176,,14629.1701,,10135.6596,,,,,
555.0196,,14804.1727,,11929.873,,12669.9412,,16286.7483,,13574.4965,,,,
555.1863,15242.3022,,7526.69841,,8313.41176,,14664.4082,,10100.0851,,,,,
555.3529,,14778.5899,,11918.6032,,12651.7353,,16294.2041,,13535.1773,,,,
555.5196,15225.6115,,7527.2381,,8301.05882,,14694.966,,10144.9645,,,,,
555.6863,,14759.7698,,11903.6825,,12601.6176,,16283.1293,,13557.9574,,,,
555.853,15236.8633,,7533.20635,,8334.55882,,14648.6259,,10133.7021,,,,,
556.0197,,14784.4604,,11921.0159,,12618.2059,,16272.7619,,13518.695,,,,
556.1863,15265.3237,,7561.46032,,8358.14706,,14585.9592,,10122.1277,,,,,
556.353,,14977.6403,,11891.9365,,12621.2059,,16316.6803,,13545.9007,,,,
556.5197,15487.0791,,7547.11111,,8350.85294,,14642.5034,,10127.8865,,,,,
556.6864,,15028,,11919.2381,,12636,,16242.585,,13572.7092,,,,
556.853,15524.3165,,7578.47619,,8338,,14637.2517,,10120.3972,,,,,
557.0197,,14934.8201,,11913.3968,,12632.9412,,16313.1973,,13533.6454,,,,
557.1864,15267.5108,,7533.07937,,8321.05882,,14644.4354,,10146.2695,,,,,
557.3531,,14811.1079,,11948.2222,,12635.4412,,16227.5646,,13500.6809,,,,
557.5197,15244.8921,,7537.74603,,8317.35294,,14635.3197,,10127.2057,,,,,
557.6864,,14777.1799,,11903.5873,,12654.6765,,16262.966,,13535.4043,,,,
557.8531,15331.2806,,7509.71429,,8314.55882,,14625.3333,,10123.9433,,,,,
558.0198,,14897.3237,,11933.5238,,12647.0882,,16247.1293,,13532.766,,,,
558.1865,15198.5899,,7550.69841,,8320.14706,,14634.8571,,10114.0993,,,,,
558.3531,,14774.1871,,11915.0159,,12666.1176,,16282.5306,,13533.7305,,,,
558.5198,15309.4964,,7540.50794,,8317.35294,,14628.0816,,10122.8369,,,,,
558.6865,,14904.2014,,11918.7619,,12628.6176,,16296.7619,,13547.9433,,,,
558.8532,15350.705,,7527.96825,,8325.70588,,14599.7823,,10106.9787,,,,,
559.0198,,14793.8705,,11939.5873,,12631.3235,,16289.6327,,13524.3404,,,,
559.1865,15246.6475,,7538.95238,,8320.58824,,14661.4966,,10147.4043,,,,,
559.3532,,14828.1151,,11948.7302,,12665.0294,,16231.8639,,13588.2553,,,,
559.5199,15303.0791,,7570.47619,,8331.47059,,14631.2381,,10132.3972,,,,,
559.6865,,15008.5755,,11922.1905,,12662.6765,,16247.2381,,13572.1135,,,,
559.8532,15701.9568,,7536.57143,,8342.32353,,14647.2381,,10116.9645,,,,,
560.0199,,15083.482,,11869.619,,12637.5882,,16243.1837,,13540.9645,,,,
560.1866,15587.4245,,7532.88889,,8354.29412,,14612.7347,,10138.1277,,,,,
560.3533,,15113.3525,,11921.0794,,12608.7353,,16307.1565,,13566.6383,,,,
560.5199,15540.1727,,7537.42857,,8351.97059,,14644.1088,,10125.7305,,,,,
560.6866,,15018.6475,,11905.5556,,12655.4412,,16214.4218,,13551.3759,,,,
560.8532,15396.6331,,7562.03175,,8358.26471,,14650.2857,,10148.2553,,,,,
561.02,,15147.3669,,11930.127,,12639.4118,,16264.2449,,13575.1206,,,,
561.1866,15631.5396,,7548.22222,,8309.58824,,14667.1837,,10137.4468,,,,,
561.3533,,14889.1223,,11915.0476,,12645.8235,,16264.6259,,13569.1064,,,,
561.52,15302.5899,,7532.79365,,8333.44118,,14673.7415,,10131.0638,,,,,
561.6866,,14801.0072,,11906.381,,12655.2647,,16271.8095,,13555.6028,,,,
561.8534,15405.3237,,7533.26984,,8313.17647,,14629.2789,,10127.0638,,,,,
562.02,,14875.8561,,11912.6667,,12618.6471,,16284.0272,,13523.773,,,,
562.1867,15294.2734,,7529.87302,,8340.70588,,14638.068,,10105.6454,,,,,
562.3533,,14842.7338,,11900.1587,,12662.6176,,16273.8776,,13516.3972,,,,
562.5201,15262.7914,,7540.15873,,8327.97059,,14634.966,,10121.4468,,,,,
562.6867,,14848.4604,,11965.2063,,12678,,16240.9252,,13535.9716,,,,
562.8534,15329.1511,,7561.61905,,8318.08824,,14661.3878,,10101.9574,,,,,
563.02,,14875.1079,,11890.4127,,12672.9118,,16255.7823,,13567.773,,,,
563.1867,15307.9712,,7536.98413,,8339.11765,,14606.9116,,10171.4326,,,,,
563.3534,,14784.4317,,11927.746,,12616.0294,,16269.3061,,13580.3972,,,,
563.5201,15325.9568,,7529.71429,,8305.32353,,14605.8776,,10132.4255,,,,,
563.6868,,14829.9281,,11943.0794,,12630.8824,,16291.5646,,13529.2482,,,,
563.8534,15295.3381,,7553.71429,,8340.26471,,14631.7551,,10120.7092,,,,,
564.0201,,14827.1079,,11875.7778,,12607.5,,16232.8435,,13586.6383,,,,
564.1868,15363.1367,,7570.31746,,8299.94118,,14630.3129,,10155.3475,,,,,
564.3535,,14869.4676,,11861.4921,,12657.5294,,16251.6735,,13597.1631,,,,
564.5201,15275.9712,,7536.06349,,8320.67647,,14653.2517,,10126.8085,,,,,
564.6868,,14863.0216,,11881.3651,,12613.8824,,16259.2925,,13531.461,,,,
564.8535,15325.4101,,7525.30159,,8336.55882,,14634.8571,,10132.8511,,,,,
565.0202,,14764.777,,11870.3175,,12675,,16238.9932,,13586.6099,,,,
565.1869,15281.6403,,7528.85714,,8331.67647,,14606.5306,,10141.5603,,,,,
565.3535,,14941.8705,,11914.254,,12620.0588,,16240.898,,13566.5816,,,,
565.5202,15194.3885,,7490.66667,,8335.5,,14668.3265,,10125.4468,,,,,
565.6869,,14834.9353,,11921.1429,,12661.6176,,16230.8027,,13532.6525,,,,
565.8536,15889.5827,,7523.49206,,8340.82353,,14628.9252,,10092.5106,,,,,
566.0202,,15375.8561,,11958,,12652.3529,,16224.9252,,13535.2908,,,,
566.1869,15772.7194,,7542.4127,,8344.23529,,14637.9592,,10123.0071,,,,,
566.3535,,15244.4317,,11924.4762,,12607.7353,,16263.8367,,13529.9291,,,,
566.5203,15776.1439,,7551.39683,,8329.23529,,14598.0136,,10114.5816,,,,,
566.6869,,15047.2806,,11871.2063,,12644.4706,,16240.4082,,13562.9787,,,,
566.8536,15370.964,,7518.50794,,8316.02941,,14604.1088,,10134.4397,,,,,
567.0203,,14775.482,,11899.873,,12663.2647,,16230.2313,,13542.8369,,,,
567.187,15222.8777,,7549.68254,,8292.61765,,14636.0272,,10126.8652,,,,,
567.3537,,14855.223,,11923.1746,,12668.6471,,16219.8095,,13534.8085,,,,
567.5203,15559.2806,,7548.38095,,8340.05882,,14617.415,,10110.2128,,,,,
567.687,,14984.8058,,11901.1111,,12657.0882,,16255.6463,,13553.3617,,,,
567.8536,15403.1655,,7548.88889,,8335.20588,,14682.8844,,10132.9362,,,,,
568.0204,,14922.5899,,11893.873,,12634.1765,,16262.5034,,13545.9007,,,,
568.187,15361.2662,,7548.63492,,8343.32353,,14608.6803,,10159.5745,,,,,
568.3537,,14863.8561,,11943.2381,,12621.2941,,16272.6803,,13572.539,,,,
568.5203,15427.1942,,7522.34921,,8323.64706,,14662.1497,,10097.5319,,,,,
568.687,,14901.8129,,11908.4444,,12652.9412,,16206.5578,,13565.2482,,,,
568.8537,15368.259,,7547.90476,,8340.85294,,14641.1701,,10116.3688,,,,,
569.0204,,14870.1871,,11948.8254,,12609.8824,,16226.5034,,13532.1986,,,,
569.1871,15265.9856,,7545.80952,,8334.79412,,14628.4898,,10131.7447,,,,,
569.3537,,14797.6115,,11879.2381,,12631.2353,,16180.5714,,13549.305,,,,
569.5205,15220.6619,,7549.07937,,8344.38235,,14629.1973,,10100.9929,,,,,
569.6871,,14853.8705,,11907.9683,,12675.5,,16200.1361,,13537.7872,,,,
569.8538,15664.1727,,7547.80952,,8352.67647,,14640.898,,10118.6667,,,,,
570.0204,,15048.777,,11895.2063,,12613.7353,,16207.4558,,13556.539,,,,
570.1871,15395.4245,,7574.50794,,8379.58824,,14628.898,,10115.7163,,,,,
570.3538,,15130.3597,,11877.873,,12625.8824,,16249.5238,,13567.3759,,,,
570.5205,15552.7194,,7533.49206,,8362.29412,,14641.9592,,10141.2482,,,,,
570.6872,,14857.6691,,11951.0159,,12608.7059,,16283.2381,,13516.1418,,,,
570.8538,15309.554,,7523.07937,,8356.02941,,14658.7755,,10135.8298,,,,,
571.0205,,14810.3309,,11884.254,,12669.5294,,16254.7483,,13568.9078,,,,
571.1872,15178.0144,,7584.66667,,8326.67647,,14644.6531,,10140.3972,,,,,
571.3539,,14731.6259,,11906.1905,,12628.3824,,16245.4966,,13559.6879,,,,
571.5205,15147.7986,,7516,,8333.38235,,14631.102,,10159.8298,,,,,
571.6872,,14715.0504,,11941.1429,,12637.2059,,16244.9524,,13562.5816,,,,
571.8539,15202.3885,,7525.33333,,8328.47059,,14672.5714,,10118.5248,,,,,
572.0206,,14719.1655,,11902.4444,,12660.7941,,16255.9184,,13576.9645,,,,
572.1872,15097.8417,,7569.04762,,8348,,14654.585,,10130.4113,,,,,
572.3539,,14769.2662,,11929.6508,,12641.9412,,16310.1769,,13473.9574,,,,
572.5206,15165.5252,,7556.53968,,8328.35294,,14644.4626,,10140.3972,,,,,
572.6873,,14687.6259,,11934.8889,,12656.7647,,16236.5714,,13570.4965,,,,
572.854,15168.3453,,7529.55556,,8352.08824,,14678.2041,,10138.383,,,,,
573.0206,,14858.0719,,11960.3492,,12690.9412,,16278.0136,,13554.156,,,,
573.1873,15262.7338,,7517.14286,,8352.35294,,14615.483,,10114.0709,,,,,
573.3539,,14780.4317,,11976.7302,,12643.7059,,16301.3061,,13527.8865,,,,
573.5207,15702.5899,,7560.69841,,8310.73529,,14657.7959,,10120.1135,,,,,
573.6873,,15255.7698,,11978.6349,,12643.8529,,16250.6939,,13548.4539,,,,
573.854,15665.554,,7568.95238,,8324.14706,,14630.4218,,10168.7376,,,,,
574.0207,,15188.9496,,11940.3175,,12637.5882,,16276.0544,,13544.6241,,,,
574.1874,15642.7626,,7544.98413,,8371.14706,,14664.381,,10129.078,,,,,
574.354,,15087.5683,,11919.9365,,12623.1471,,16259.5102,,13549.6454,,,,
574.5207,15491.4532,,7574.69841,,8339.52941,,14638.449,,10075.6312,,,,,
574.6874,,14997.5827,,11917.7143,,12649.9706,,16241.9592,,13571.3759,,,,
574.854,15460.1151,,7552.44444,,8308,,14688.7347,,10117.844,,,,,
575.0208,,15013.8993,,11924.8889,,12623.5588,,16224.6803,,13557.7589,,,,
575.1874,15592.8921,,7542.09524,,8302.14706,,14637.3333,,10150.3262,,,,,
575.3541,,14931.8561,,11910.4444,,12629.8824,,16272,,13587.7163,,,,
575.5207,15387.1942,,7566.8254,,8301.47059,,14634.4218,,10133.7589,,,,,
575.6874,,14979.1367,,11916.8254,,12665.7941,,16233.7687,,13586.6099,,,,
575.8541,15303.3094,,7525.07937,,8333.26471,,14640.8435,,10108.3688,,,,,
576.0208,,14898.8777,,11960.2857,,12664.4118,,16276.2721,,13544.9362,,,,
576.1875,15345.3237,,7514.98413,,8315.67647,,14653.551,,10162.383,,,,,
576.3541,,14936.1151,,11922.7619,,12649.0882,,16260.7347,,13591.6596,,,,
576.5209,15427.3669,,7559.42857,,8335.82353,,14667.8912,,10153.078,,,,,
576.6875,,14976.1727,,11924.7937,,12670.5,,16251.7823,,13567.0071,,,,
576.8542,15475.7122,,7563.84127,,8340.61765,,14709.4422,,10102.1277,,,,,
577.0208,,14901.036,,11895.3016,,12692.3529,,16247.8639,,13605.3617,,,,
577.1875,15438.4173,,7540.79365,,8304.76471,,14635.9456,,10197.8723,,,,,
577.3542,,15055.2806,,11976.2857,,12665.8529,,16254.5306,,13577.0213,,,,
577.5209,15492.2014,,7571.1746,,8315.52941,,14644.1905,,10180.766,,,,,
577.6875,,14961.3813,,11878.5397,,12623.2353,,16232.5442,,13521.1348,,,,
577.8542,15546.5036,,7536.09524,,8341.05882,,14662.2041,,10133.1064,,,,,
578.0209,,14939.7986,,11911.6508,,12653.5588,,16269.9592,,13583.5745,,,,
578.1876,15465.1799,,7560.50794,,8353.32353,,14681.7143,,10182.9504,,,,,
578.3543,,14906.1583,,11928.2222,,12634.7353,,16265.0068,,13561.9574,,,,
578.5209,15457.0647,,7536.57143,,8331.82353,,14625.1156,,10161.6738,,,,,
578.6876,,15054.3022,,11917.746,,12650.4412,,16277.3605,,13575.2057,,,,
578.8543,15399.5971,,7590,,8348.55882,,14660.7619,,10125.844,,,,,
579.021,,14830.0719,,11933.8413,,12617.9706,,16253.5238,,13568.8511,,,,
579.1876,15171.482,,7562.85714,,8330.97059,,14652.7075,,10143.4894,,,,,
579.3543,,15034.3597,,11928.6667,,12644.5882,,16264.1905,,13506.6099,,,,
579.521,15209.3813,,7524.03175,,8326.17647,,14633.1156,,10117.5319,,,,,
579.6877,,14814.5612,,11917.2063,,12659.4118,,16283.7823,,13597.1348,,,,
579.8544,15204.0863,,7550.60317,,8324.14706,,14647.5102,,10103.234,,,,,
580.021,,14852.0863,,11932.6667,,12672.5882,,16286.5578,,13558.8369,,,,
580.1877,15241.4101,,7526.06349,,8330.58824,,14697.4422,,10150.1844,,,,,
580.3543,,14745.0647,,11907.0159,,12659.8235,,16338.8027,,13527.6596,,,,
580.5211,15187.7698,,7545.74603,,8320.88235,,14654.6122,,10125.9291,,,,,
580.6877,,14770.3597,,11979.3968,,12649.0882,,16276.0272,,13562.8652,,,,
580.8544,15221.7554,,7505.52381,,8322.17647,,14635.7551,,10134.8936,,,,,
581.021,,14783.7122,,11905.873,,12660.7647,,16309.1701,,13575.6028,,,,
581.1877,15220.1727,,7570.8254,,8319.88235,,14694.6939,,10168.9078,,,,,
581.3544,,14763.2518,,11972.0317,,12672.9412,,16233.6599,,13538.8936,,,,
581.5211,15244.1727,,7534.7619,,8337.52941,,14647.7551,,10133.5319,,,,,
581.6878,,14782.446,,11918.7619,,12675.2353,,16283.6735,,13535.8865,,,,
581.8544,15217.4388,,7557.90476,,8321.20588,,14642.0952,,10163.2624,,,,,
582.0212,,14781.9281,,11894.9206,,12630.5588,,16250.1224,,13541.5035,,,,
582.1878,15242.0432,,7585.68254,,8325,,14657.0068,,10128.0851,,,,,
582.3545,,14859.3957,,11953.9048,,12674.5882,,16232.5442,,13572.6809,,,,
582.5211,15254.446,,7567.26984,,8350.97059,,14693.7143,,10137.1348,,,,,
582.6878,,14787.9424,,11860.5397,,12619.8824,,16241.5782,,13546.0142,,,,
582.8545,15303.3094,,7555.39683,,8343.38235,,14627.6463,,10131.1773,,,,,
583.0212,,14786.2446,,11931.4603,,12673.6765,,16283.2381,,13579.2908,,,,
583.1878,15231.482,,7526.09524,,8325.97059,,14647.8639,,10097.2482,,,,,
583.3545,,14752.1439,,11966.6667,,12674.5588,,16299.102,,13568.5674,,,,
583.5212,15160.6331,,7563.61905,,8338.82353,,14682.2585,,10134.9504,,,,,
583.6879,,14760.4317,,11927.5873,,12659.8235,,16298.7483,,13528.2553,,,,
583.8546,15168.8058,,7549.14286,,8382.35294,,14646.5034,,10118.5532,,,,,
584.0212,,14762.3597,,11938.7937,,12644.3235,,16304.6803,,13531.2624,,,,
584.1879,15186.4173,,7542.19048,,8332.08824,,14676.8707,,10117.9007,,,,,
584.3546,,14766.1583,,11951.4603,,12600.4118,,16301.932,,13562.6099,,,,
584.5213,15141.5252,,7578.38095,,8303.61765,,14639.2925,,10114.2128,,,,,
584.6879,,14753.2374,,11934.2222,,12682.1176,,16248.6259,,13583.6312,,,,
584.8546,15173.0935,,7565.36508,,8334.61765,,14657.0068,,10120.539,,,,,
585.0213,,14773.5827,,11908,,12646.3235,,16308.1088,,13555.0638,,,,
585.188,15199.9137,,7565.01587,,8323.70588,,14721.4966,,10145.9007,,,,,
585.3547,,14777.2662,,11904.0317,,12635.5294,,16253.8231,,13572.9078,,,,
585.5213,15215.3094,,7538.98413,,8315.61765,,14613.7959,,10137.5887,,,,,
585.688,,14793.4964,,11912.4127,,12675.6176,,16297.0068,,13557.1064,,,,
585.8546,15286.3309,,7546.8254,,8319.52941,,14679.2109,,10087.7163,,,,,
586.0214,,14794.8489,,11905.7143,,12676.5,,16241.932,,13565.4752,,,,
586.188,15292.9496,,7561.33333,,8329.05882,,14608.1905,,10126.0709,,,,,
586.3547,,14830.9065,,11935.1429,,12692.1765,,16292.1905,,13547.6028,,,,
586.5213,15306.9353,,7536.53968,,8329.02941,,14695.6735,,10129.1631,,,,,
586.6881,,14825.7266,,11912.7619,,12666.0294,,16249.1973,,13591.4326,,,,
586.8547,15252.0863,,7562.79365,,8346.94118,,14636.898,,10093.4752,,,,,
587.0214,,14783.3957,,11934.9524,,12663.9412,,16263.2925,,13529.9291,,,,
587.1881,15226.5612,,7572.98413,,8310.91176,,14680.8707,,10142.695,,,,,
587.3547,,14797.0072,,11957.6508,,12653.4706,,16250.4218,,13580.0567,,,,
587.5215,15263.7122,,7521.90476,,8340.97059,,14627.3197,,10101.6454,,,,,
587.6881,,14795.482,,11905.7143,,12664,,16247.2109,,13607.8298,,,,
587.8548,15297.3813,,7551.2381,,8292.88235,,14670.2313,,10111.7163,,,,,
588.0214,,14757.7842,,11933.5238,,12665.5,,16271.2653,,13583.8582,,,,
588.1881,15245.7554,,7559.52381,,8358.38235,,14654.2313,,10137.5603,,,,,
588.3548,,14804,,11920.381,,12668.4706,,16266.3673,,13561.7589,,,,
588.5215,15229.7554,,7522.53968,,8336.73529,,14660.1633,,10116.0567,,,,,
588.6882,,14857.1799,,12000.1905,,12660.8824,,16258.5306,,13579.0071,,,,
588.8548,15287.3957,,7563.30159,,8302.23529,,14613.1156,,10141.4468,,,,,
589.0215,,14808.1439,,11936.0317,,12696.6765,,16192.6803,,13604.7092,,,,
589.1882,15227.3094,,7548.15873,,8335.61765,,14666.9932,,10139.773,,,,,
589.3549,,14783.8561,,11958.5714,,12668.5588,,16234.6122,,13528.8227,,,,
