---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,ROI 8,ROI 8,ROI 9,ROI 9,ROI 11,ROI 11,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
3040.51533,32387.0588,,23934.1656,,20647.6119,,14414.0426,,24457.5448,,11315.4667,,23323.4631,,18210.4742,,21807.1111,,,,,
3040.68199,,42755.9216,,27999.1083,,25069.2836,,36535.3759,,25851.4759,,20059.6267,,40402.8993,,22569.4021,,24265.2026,,,,
3040.84865,32280.6797,,23890.9809,,20789.9104,,14408.3121,,24496.6621,,11309.84,,23238.4161,,18244.5526,,21833.0196,,,,,
3041.01531,,42902.8758,,28043.5414,,25014.5075,,37413.1915,,25854.6483,,19908.64,,40372.3221,,22659.4639,,24211.5556,,,,
3041.18197,32362.6667,,23957.8344,,20635.9104,,14467.5177,,24455.6414,,11291.12,,23300.698,,18351.4722,,21917.6471,,,,,
3041.3487,,42890.8235,,27988.7898,,24998.1493,,37130.4397,,25828.3862,,19838.8267,,40174.6846,,22701.7567,,24187.5033,,,,
3041.51536,32215.5817,,23994.3694,,20793.6716,,14365.0213,,24601.4345,,11330.7733,,23291.0604,,18314.4577,,21851.4771,,,,,
3041.68202,,42688.0261,,27983.3376,,24976.1194,,36844,,25868.7448,,19731.2533,,38497.047,,22644.6845,,24054.7712,,,,
3041.84868,32231.8431,,23978.9299,,20785.5821,,14401.7589,,24566.3172,,11332,,23294.9799,,18292.6515,,21882.1961,,,,,
3042.01542,,42789.3333,,27948.4586,,24944.209,,36238.9504,,25921.0483,,19730.0267,,41732.7517,,22573.0639,,24185.9346,,,,
3042.18208,32275.7386,,23951.8726,,20892.7463,,14409.0496,,24521.8759,,11265.2267,,23279.4094,,18302.5814,,21907.6863,,,,,
3042.34873,,42751.2941,,27924.4586,,25007.1045,,36051.4894,,25888.2483,,19968.6133,,42107.8926,,22681.3691,,24120.3137,,,,
3042.51539,32353.6993,,23962.0382,,20775.7015,,14420.3404,,24542.4552,,11325.8133,,23362.6309,,18377.3031,,21972.6536,,,,,
3042.68205,,42768.4444,,27923.949,,24973.6119,,35964.0284,,25767.3655,,19832.1867,,43307.4631,,22802.0124,,24092.8105,,,,
3042.84879,32429.5425,,23974.1656,,20773.2836,,14429.0213,,24535.0345,,11285.7333,,23301.0738,,18308.3876,,21807.5033,,,,,
3043.01545,,42766.8497,,28026.3694,,24949.9104,,35678.7801,,25917.6276,,19816.4267,,43966.953,,22768.1979,,24106.0131,,,,
3043.18211,32385.5948,,24011.0573,,20767.9403,,14473.5319,,24553.8483,,11298.4533,,23285.1544,,18278.9608,,21863.5556,,,,,
3043.34877,,42692.2876,,27997.707,,24882.1493,,35417.7021,,25878.1793,,19689.3867,,44281.6644,,22680.4784,,24007.268,,,,
3043.5155,32302.1961,,24041.2229,,20727.8806,,14503.4043,,24596.6621,,11332.7467,,23199.1409,,18315.8763,,21887.9739,,,,,
3043.68216,,42623.085,,27959.949,,24800.8657,,35381.3333,,25839.2,,19740.88,,44677.8523,,22585.3361,,24043.8431,,,,
3043.84882,32275.5294,,23944.1274,,20714.9254,,14487.9433,,24573.1862,,11285.44,,23339.0067,,18323.0021,,21892.0523,,,,,
3044.01548,,42707.1111,,28061.3248,,24995.6418,,35415.3475,,25837.7379,,19713.9467,,44436.8054,,22536.3794,,24194.6667,,,,
3044.18214,32345.3072,,23945.5287,,20707.6119,,14469.4184,,24565.4621,,11272.7467,,23341.9597,,18265.4021,,21857.098,,,,,
3044.34888,,42777.6993,,28003.4395,,25048.5373,,35150.922,,25827.5034,,19846.0267,,44364.1879,,22504.1155,,24292.732,,,,
3044.51554,32332.2353,,24018.2675,,20773.8806,,14517.078,,24555.669,,11280.24,,23391.5705,,18286.1526,,21806.0654,,,,,
3044.6822,,42708.1046,,28005.121,,25152.0597,,34864,,25771.4207,,19874.2667,,44685.5034,,22416.6268,,24162.0654,,,,
3044.84886,32367.4771,,23964.6369,,20834.0597,,14456.0567,,24547.9724,,11280.24,,23338.8188,,18328.5443,,21889.3072,,,,,
3045.01559,,42584.9412,,27937.0955,,25070.5075,,34817.1348,,25770.0966,,20044.16,,44702.3087,,22428.866,,24357.0196,,,,
3045.18225,32352.5229,,24004.4841,,20751.1343,,14517.3333,,24560.1655,,11286.1067,,23436.9128,,18302.0866,,21830.2222,,,,,
3045.34891,,42653.0196,,27951.7707,,25167.8507,,34859.8298,,25856.1103,,19926.8,,44222.7114,,22426.3918,,24275.8431,,,,
3045.51557,32367.5033,,23890.6242,,20827.7313,,14490.5532,,24608.5517,,11292.8,,23371.8926,,18242.0124,,21799.2418,,,,,
3045.68223,,42797.5163,,28004.7389,,25166.4179,,34476.5106,,25854.869,,19819.6,,43307.0604,,22385.8144,,24283.0065,,,,
3045.84897,32297.4902,,23894.5732,,20760.2687,,14444.2837,,24544.7172,,11292.56,,23351.5168,,18236.0082,,21843.3725,,,,,
3046.01563,,42855.3987,,27972.535,,25153.3731,,34304.1418,,25847.2828,,19750.4533,,42836.9128,,22463.5711,,24215.6601,,,,
3046.18229,32369.4641,,24004.2038,,20751.4627,,14427.3759,,24667.0621,,11307.8933,,23379.7852,,18307.134,,21865.7255,,,,,
3046.34895,,42822.7974,,27975.2102,,25044.8955,,35979.9433,,25909.7655,,19789.8133,,44057.1007,,22406.8948,,24210.3791,,,,
3046.51568,32262.1176,,24034.2675,,20727.2836,,14502.3546,,24596.469,,11261.6533,,23422.1745,,18282.8536,,21895.0588,,,,,
3046.68234,,42822.0654,,27858.5732,,25098.5075,,35937.3901,,25892.3586,,19687.68,,45731.7315,,22344.1814,,24194.1961,,,,
3046.849,32392.2614,,23966.8535,,20725.8209,,14530.3546,,24624.1103,,11247.52,,23400.4832,,18268.5691,,21872.6536,,,,,
3047.01566,,42839.5817,,27882.8535,,25056.4776,,36918.7518,,25816.6897,,19863.6,,44363.0336,,22337.1216,,24097.6471,,,,
3047.18232,32353.2549,,23946.3439,,20766.3881,,14376.5957,,24600.8276,,11268.48,,23419.3826,,18286.2515,,21901.2026,,,,,
3047.34906,,42747.2157,,27896.8662,,25115.9104,,36852.5957,,25763.5034,,19896.4533,,44627.5168,,22307.4969,,24067.9739,,,,
3047.51572,32335.6601,,23968.1783,,20787.7612,,14416.4539,,24534.5103,,11305.6533,,23386.4161,,18245.8722,,21886.4837,,,,,
3047.68238,,42774.6667,,27952.8662,,25168.9851,,37023.4043,,25785.6552,,19847.36,,44173.1275,,22347.6124,,24109.0458,,,,
3047.84904,32369.2026,,24087.949,,20751.2239,,14428.4539,,24577.0759,,11300.24,,23495.8926,,18181.7072,,21900.4706,,,,,
3048.01577,,42790.1699,,27944.2293,,25267.0448,,36557.9291,,25823.669,,20103.36,,43341.8255,,22353.2206,,24210.2484,,,,
3048.18243,32331.9477,,24019.1592,,20708.4776,,14399.1206,,24590.4,,11287.3867,,23479.7852,,18277.4763,,21839.7908,,,,,
3048.34909,,42894.1699,,27881.5541,,25211.5821,,36285.0213,,25860.2759,,19895.04,,44968.1611,,22415.5381,,24112.5229,,,,
3048.51575,32326.7974,,23932.1019,,20733.6418,,14382.8369,,24562.8966,,11281.3333,,23492.4564,,18277.9381,,21964.3399,,,,,
3048.68241,,42821.2288,,27938.0127,,25083.0746,,36356.0567,,25843.9724,,19778.1067,,44734.6846,,22435.5629,,24116.183,,,,
3048.84915,32232.4967,,24004.3567,,20739.7313,,14505.6454,,24658.1517,,11312.4,,23478.7651,,18149.7402,,21859.5033,,,,,
3049.01581,,42842.9281,,27963.3885,,25106.2687,,36482.7518,,25763.2828,,19798.2667,,45195.5168,,22496.5938,,24409.0719,,,,
3049.18247,32401.2288,,23991.6943,,20741.791,,14420.3404,,24567.0621,,11273.3333,,23512.2416,,18194.5732,,21831.268,,,,,
3049.34913,,42757.4118,,27996.3057,,25078.9254,,37067.3759,,25870.1241,,19778.72,,45414.5235,,22627.299,,24361.1765,,,,
3049.51586,32267.4771,,23910.9045,,20622.0597,,14381.4468,,24507.6414,,11252.56,,23428.2416,,18288.5938,,21817.5686,,,,,
3049.68252,,42652.8627,,27962.1401,,25229.3134,,37185.7305,,25899.9448,,19696.7467,,44993.9866,,22573.1959,,24221.281,,,,
3049.84918,32309.6471,,23957.1465,,20764.0597,,14418.383,,24558.0414,,11266.6667,,23491.4094,,18137.4351,,21847.634,,,,,
3050.01584,,42626.5098,,27946.5987,,25264,,37179.7163,,25789.6276,,19953.0133,,44583.9195,,22560.2309,,24113.3595,,,,
3050.18258,32263.0588,,23940.6369,,20815.1642,,14399.1773,,24535.8345,,11296.5867,,23547.651,,18223.868,,21895.817,,,,,
3050.34924,,42767.0065,,27973.8599,,25210.806,,37045.1915,,25829.7655,,19904.8533,,45303.2483,,22634.2928,,24087.2941,,,,
3050.5159,32273.098,,23934.5478,,20836.5075,,14383.1489,,24515.0621,,11278.1867,,23572.4832,,18148.3876,,21877.7778,,,,,
3050.68256,,42761.3856,,27984.5605,,25169.0746,,36633.078,,25839.8345,,19816.16,,45376.9396,,22571.6784,,24068.366,,,,
3050.84922,32273.9869,,23927.1592,,20750.7463,,14355.0071,,24523.6966,,11244.2667,,23586.2282,,18188.701,,21847.2418,,,,,
3051.01595,,42734.4052,,28045.6306,,25161.7612,,36253.8723,,25876.6345,,19829.6,,45065.1275,,22650.1608,,24124,,,,
3051.18261,32356.9412,,23920.051,,20804.2388,,14427.3759,,24612.2207,,11278.4533,,23508.2953,,18168.0495,,21844.1046,,,,,
3051.34927,,42708.3922,,27921.0446,,25116.5075,,36149.7021,,25894.8414,,19798.08,,45307.0067,,22767.934,,24000.732,,,,
3051.51593,32286.5359,,23929.4268,,20748.806,,14403.1206,,24533.2414,,11278.72,,23512.5638,,18181.3113,,21878.4837,,,,,
3051.68267,,42763.0588,,28003.414,,25077.4627,,36539.2624,,25877.1586,,19755.2,,45061.4765,,22420.6845,,24005.4379,,,,
3051.84933,32364.732,,23835.414,,20753.1642,,14397.1631,,24631.531,,11312.2933,,23611.3826,,18137.7979,,21852.7059,,,,,
3052.01599,,42906.1176,,27980.3057,,25059.6418,,36601.2482,,25793.7931,,19750.5067,,44755.0604,,22660.7835,,23978.5621,,,,
3052.18265,32302.719,,23818.7261,,20823.7015,,14351.4326,,24606.0414,,11340.6133,,23540.8054,,18158.9113,,21803.8954,,,,,
3052.34931,,42813.2549,,27960.4331,,25044.7463,,36342.0709,,25957.6552,,19869.04,,45361.3691,,22786.1773,,24222.4314,,,,
3052.51604,32372.9412,,23838.828,,20825.1343,,14386.7801,,24534.0414,,11280.6133,,23587.0604,,18211.7278,,21920.3922,,,,,
3052.6827,,42783.6863,,27925.0955,,25016.7164,,36063.6028,,25844.8276,,19891.0933,,45142.4966,,22854.301,,24325.281,,,,
3052.84936,32302.6667,,23829.5541,,20785.9701,,14415.5461,,24478.2897,,11319.7067,,23599.7047,,18098.4742,,21862.3791,,,,,
3053.01602,,42807.817,,27950.293,,25043.4328,,36022.3546,,25846.1793,,19768.5867,,44968.9128,,22821.2784,,24209.3333,,,,
3053.18276,32317.4379,,23883.4904,,20804.6567,,14366.3546,,24565.9586,,11329.12,,23620.4295,,18147.7278,,21812.6797,,,,,
3053.34942,,42700,,27954.242,,25183.9701,,36130.9787,,25794.069,,19773.36,,45064.7517,,22775.5216,,24274.3529,,,,
3053.51608,32272.2353,,23987.1083,,20776.6567,,14418.4397,,24560.9655,,11319.6533,,23578.4966,,18072.5773,,21850.0654,,,,,
3053.68274,,42770.6405,,27961.5287,,25063.3134,,36858.9787,,25925.7103,,19797.7067,,44828.6174,,22898.0454,,24447.1373,,,,
3053.8494,32280.5229,,23940.2548,,20799.4328,,14389.0496,,24507.4483,,11305.84,,23567.2215,,18100.5526,,21857.0719,,,,,
3054.01613,,42764.7843,,27965.2994,,25165.5522,,36362.0709,,25881.9862,,19770.8533,,44614.8456,,22939.9093,,24568.9935,,,,
3054.18279,32320.915,,23988.3057,,20688.1194,,14443.0355,,24621.0483,,11307.3067,,23589.3154,,17936.9567,,21841.5425,,,,,
3054.34945,,42655.1111,,27818.242,,25066.6866,,36174.5816,,25850.9517,,19752.4267,,44815.4362,,22854.8619,,24413.0196,,,,
3054.51611,32382.2484,,23878.5987,,20736.7164,,14347.3475,,24608.7724,,11344.9867,,23591.9195,,17973.5093,,21865.8824,,,,,
3054.68285,,42630.0654,,27863.5669,,25000.5075,,35688.5674,,25868.5241,,19684.1867,,44758.4966,,22773.6412,,24382.8758,,,,
3054.84951,32260.2614,,23828.1274,,20795.9104,,14453.5603,,24557.8207,,11295.36,,23573.4228,,18064.6928,,21900.183,,,,,
3055.01617,,42708.4183,,27835.5414,,25155.0149,,35587.4043,,25805.3517,,19849.6,,43879.5705,,22934.433,,24353.9869,,,,
3055.18283,32331.8693,,23811.6178,,20787.3134,,14403.4894,,24488.4414,,11318.1867,,23614.0403,,18040.4784,,21856.0261,,,,,
3055.34949,,42718.9804,,27932.7643,,25202.3582,,35435.1773,,25833.9862,,19789.2,,43854.9799,,22895.2082,,24233.1765,,,,
3055.51622,32333.4118,,23881.5796,,20651.1343,,14456.8511,,24595.3931,,11276.5067,,23622.9799,,18052.1237,,21869.4641,,,,,
3055.68288,,42761.6732,,27902.9554,,25048.2985,,35335.8865,,25894.5655,,20066.32,,43582.2819,,22857.6,,24296.0261,,,,
3055.84954,32329.2026,,23907.5414,,20664.4179,,14466.8085,,24591.2276,,11275.3067,,23695.8121,,18015.1093,,21861.5425,,,,,
3056.0162,,42764.8889,,27840.586,,25072.2388,,35134.1844,,25850.7862,,20311.4667,,44874.6577,,22881.5175,,24262.5098,,,,
3056.18294,32364.2092,,23896.3567,,20687.2836,,14449.5603,,24530.5379,,11243.4133,,23653.5302,,17999.7361,,21868.0784,,,,,
3056.3496,,42845.9346,,27901.8089,,25153.8209,,35502.7234,,25862.9793,,20285.4667,,44780.2416,,22855.6206,,24336.5229,,,,
3056.51626,32391.1895,,23866.7771,,20751.5522,,14453.1064,,24588.8828,,11281.3067,,23717.047,,18023.5876,,21880.2614,,,,,
3056.68292,,42751.5817,,27926.4204,,25237.403,,35588.0567,,25787.7793,,20063.44,,44480,,22768.5608,,24407.634,,,,
3056.84958,32309.5948,,23840.7643,,20688.9851,,14451.461,,24600.7172,,11362.64,,23577.2617,,18045.0969,,21846.1176,,,,,
3057.01631,,42682.8497,,27912.6115,,25275.1642,,35947.5177,,25835.3379,,20023.76,,44147.3826,,22754.6722,,24340.6536,,,,
3057.18297,32271.0065,,23854.3949,,20825.7612,,14472.3121,,24668.0552,,11292.56,,23675.5973,,18063.3072,,21909.8039,,,,,
3057.34963,,42648.6013,,27903.1847,,25165.1343,,35732.7943,,25892.331,,19986.2667,,44330.3356,,22695.1258,,24289.4902,,,,
3057.51629,32337.6993,,23825.5796,,20802.0896,,14419.0638,,24623.9724,,11286.0267,,23602.9262,,18102.499,,21869.5163,,,,,
3057.68303,,42688.2876,,27858.7006,,25183.3433,,35368.0284,,25831.4483,,19929.92,,44087.7584,,22746.8206,,24217.3856,,,,
3057.84969,32298.6405,,23847.5414,,20771.8507,,14413.5035,,24575.7517,,11275.4667,,23690.3356,,18042.8536,,21866.0131,,,,,
3058.01634,,42694.3529,,27952.4586,,25097.1642,,35181.4752,,25771.0069,,19776.2667,,43967.6242,,22654.2845,,24149.2026,,,,
3058.183,32317.6993,,23840.8153,,20724.7463,,14449.844,,24588.5517,,11279.76,,23757.0201,,17973.4103,,21822.4837,,,,,
3058.34966,,42643.9216,,27951.1338,,25176.6269,,34800.1702,,25756.8,,19813.92,,44122.8188,,22608.9897,,23977.2288,,,,
3058.5164,32309.1242,,24002.879,,20767.8806,,14392.8794,,24570.2621,,11297.4667,,23651.7852,,17978.8536,,21791.817,,,,,
3058.68306,,42601.9608,,27880.1274,,25090.0597,,34905.9858,,25746.5655,,19858.7733,,43945.3154,,22726.433,,24113.1242,,,,
3058.84972,32297.8562,,23923.6688,,20723.0746,,14481.844,,24556.2207,,11297.7067,,23603.4899,,18025.501,,21928.6536,,,,,
3059.01638,,42780.8627,,27947.7197,,25088.8358,,34955.3759,,25878.4,,19961.8933,,44510.094,,22669.1299,,23864.8105,,,,
3059.18311,32318.9804,,23916.2038,,20648.6567,,14348.3972,,24514.5103,,11270.72,,23664.9664,,18011.1505,,21880.549,,,,,
3059.34977,,42740.8627,,27932.2038,,25211.7313,,34496.1702,,25780.5793,,19884.24,,44336.9396,,22759.6866,,23868.549,,,,
3059.51643,32326.3529,,23876.6369,,20665.9701,,14446.8369,,24550.6483,,11335.4933,,23691.3557,,18035.6289,,21848.732,,,,,
3059.68309,,42829.4379,,27878.5223,,25121.4328,,35607.3759,,25810.4276,,19925.2267,,44253.3691,,22738.7052,,23841.9608,,,,
3059.84975,32306.0654,,23888.2038,,20659.4627,,14468.5674,,24509.4897,,11314.8533,,23549.4765,,18024.8742,,21909.1242,,,,,
3060.01649,,42850.1961,,27911.7197,,25161.0448,,35739.1206,,25876.5517,,19800.9867,,44029.0738,,22711.2247,,24012.5229,,,,
3060.18315,32281.3856,,23890.6242,,20613.0746,,14478.2128,,24476.1103,,11262.6133,,23674.0134,,18031.6371,,21874.0654,,,,,
3060.34981,,42885.7255,,27841.2994,,25029.403,,35450.1844,,25819.3931,,19765.9467,,43830.7114,,22816.2639,,23848.3399,,,,
3060.51647,32278.719,,23836.4586,,20683.2537,,14447.2908,,24442.2621,,11307.7333,,23655.7584,,18042.3918,,21843.8693,,,,,
3060.6832,,42830.6144,,27922.6752,,25110.7164,,35167.6596,,25797.9034,,19824.88,,43387.9732,,22686.8124,,23803.7124,,,,
3060.84986,32327.2941,,23861.9363,,20721.8507,,14442.1844,,24593.9586,,11372.1867,,23688.9128,,18071.5216,,21885.8301,,,,,
3061.01652,,42852.1307,,27782.5732,,25210.6269,,34686.1844,,25908.9931,,19830.5067,,43912.8591,,22769.7814,,23776.915,,,,
3061.18318,32413.098,,23915.3376,,20642.3582,,14414.7234,,24589.131,,11298.6133,,23654.0134,,18103.3897,,21905.3072,,,,,
3061.34984,,42689.5948,,27853.9363,,25122.4776,,34890.3262,,25898.0414,,19781.12,,44263.3557,,22900.9814,,23770.7451,,,,
3061.51658,32306.7712,,23896.1529,,20584.5075,,14473.7589,,24555.3379,,11286.3467,,23737.6644,,18087.3237,,21900.4444,,1,,,
3061.68324,,42606.719,,27831.2611,,25169.0746,,35425.2482,,25873.5448,,19729.6533,,44006.3087,,22949.3443,,23705.6732,,,,
3061.8499,32258.0915,,23841.9873,,20644.3881,,14444.1986,,24583.1172,,11309.36,,23711.8658,,18038.499,,21883.2418,,,,,
3062.01656,,42733.0458,,27922.4713,,25140.9552,,35523.9149,,25807.2552,,19646.32,,43725.6107,,22985.3691,,23754.1438,,,,
3062.18329,32273.1503,,23940.7898,,20686.8657,,14367.9716,,24556.0828,,11281.4667,,23684.9664,,18077.6247,,21841.5686,,,,,
3062.34995,,42730.2484,,27886.293,,25169.7015,,36030.3262,,25856.0828,,19657.1467,,43360.0537,,23032.4454,,23620.4183,,,,
3062.51661,32441.6209,,23996.4841,,20663.7612,,14342.7801,,24522.1241,,11291.7067,,23689.6107,,18085.1464,,21855.0327,,,,,
3062.68327,,42779.4771,,27894.6497,,25118.2687,,36134.4965,,25772.1655,,19745.3867,,43056.4295,,23258.5567,,23687.1373,,,,
3062.84993,32394.1699,,23927.2357,,20641.7313,,14410.6383,,24641.0207,,11233.7067,,23703.5168,,18086.1361,,21871.8431,,,,,
3063.01667,,42714.5882,,27942.4968,,25010.806,,36248.0284,,25891.2828,,19831.4133,,43240.698,,23173.7072,,23639.3203,,,,
3063.18333,32296.6797,,23941.0955,,20677.1343,,14357.1064,,24546.4552,,11316.8267,,23688.0268,,18046.2515,,21848.4183,,,,,
3063.34999,,42642.9281,,27881.8344,,25165.2239,,35775.234,,25867.3103,,19999.92,,43208.2685,,23134.9113,,23620.1046,,,,
3063.51665,32280.4967,,23834.828,,20651.2239,,14349.078,,24544.3586,,11276.9333,,23735.3289,,18035.4309,,21866.8235,,,,,
3063.68338,,42693.7255,,27990.2675,,25298,,35367.5177,,25831.5586,,19904.9333,,43037.9597,,23214.6474,,23638.4575,,,,
3063.85004,32238.9542,,23974.4968,,20689.4328,,14383.0355,,24578.5379,,11295.2,,23741.557,,18194.7711,,21882.2484,,,,,
3064.0167,,42590.6405,,27937.5541,,25100,,35568.7943,,25785.7103,,19882.5067,,42695.0604,,23196.2062,,23613.8301,,,,
3064.18336,32357.3072,,24048,,20713.7612,,14364.4823,,24535.4759,,11216.3467,,23749.1812,,18168.0165,,21803.5294,,,,,
3064.35002,,42550.3791,,27932.2038,,25083.7015,,35729.5035,,25809.2138,,20080.2933,,42566.6309,,23047.6536,,23559.8431,,,,
3064.51676,32357.7778,,23997.0446,,20639.403,,14430.0709,,24471.4759,,11270.08,,23738.2282,,18168.6763,,21912.2353,,,,,
3064.68342,,42561.4379,,27978.879,,25144.5672,,35400.227,,25809.1586,,19880.9333,,42250.2013,,22957.4928,,23520.3922,,,,
3064.85008,32344.0261,,23937.1975,,20655.403,,14419.4894,,24509.7931,,11266.4533,,23676.0537,,18144.2639,,21800.6275,,,,,
3065.01674,,42608.8627,,27976.051,,25197.6716,,35158.1844,,25884.1379,,19766.4267,,42261.6644,,23037.0639,,23601.6732,,,,
3065.18347,32382.0915,,23945.0191,,20669.1343,,14349.7305,,24513.931,,11298.6133,,23704.7248,,18174.4165,,21868.6536,,,,,
3065.35013,,42547.1634,,27964.5096,,25071.9701,,35283.461,,25808.8828,,19698.72,,42212.9933,,22934.6309,,23618.5882,,,,
3065.51679,32375.7647,,23903.5924,,20661.4925,,14437.2482,,24539.4759,,11260.24,,23691.0336,,18195.332,,21825.6993,,,,,
3065.68345,,42649.9608,,27922.5732,,25028.1194,,35606.6383,,25839.7793,,19691.68,,41535.1946,,22904.5443,,23478.6144,,,,
3065.85011,32336.4444,,23913.6815,,20770.597,,14424.4255,,24516.6345,,11239.3333,,23678.255,,18178.3753,,21847.451,,,,,
3066.01685,,42680.3399,,27963.414,,25073.8209,,35811.6312,,25861.4069,,19676.88,,41253.906,,22794.3258,,23553.0458,,,,
3066.18351,32283.268,,24009.0701,,20730.8657,,14347.8582,,24519.6138,,11258.08,,23714.6577,,18155.6784,,21879.9739,,,,,
3066.35017,,42676.4706,,27955.7452,,25047.6119,,35680.539,,25872.7172,,19674.08,,40977.8255,,22843.7443,,23503.1895,,,,
3066.51683,32334.2745,,23849.5032,,20706.0896,,14402.4113,,24527.669,,11281.5467,,23718.7114,,18233.666,,21821.6209,,,,,
3066.68356,,42625.0719,,27921.7325,,25390.9552,,36048.9645,,25770.2069,,19737.84,,41578.5503,,22936.2474,,23539.9216,,,,
3066.85022,32232.2876,,23827.9745,,20672.9254,,14327.5177,,24477.2138,,11320.9867,,23702.9799,,18302.8784,,21879.8954,,,,,
3067.01688,,42715.9216,,27876.2038,,25326.7164,,36236.1418,,25874.4552,,19729.44,,41739.0872,,22818.4412,,23525.0719,,,,
3067.18354,32339.3464,,23872.6879,,20692.7164,,14336.0284,,24500.8828,,11264.5867,,23692.6711,,18302.9443,,21887.5556,,,,,
3067.3502,,42676.8105,,28001.4522,,25170.2388,,35910.4397,,25839.0345,,19745.2533,,42041.5302,,22767.1423,,23540.3922,,,,
3067.51694,32408.732,,23974.242,,20699.4925,,14400.3404,,24477.2966,,11344.2133,,23767.0604,,18170.9526,,21872.4706,,,,,
3067.6836,,42626.6405,,27902.4713,,25176.9552,,35658.4397,,25807.5034,,19875.7867,,42079.4094,,22804.3216,,23579.4248,,,,
3067.85026,32458.719,,23949.2739,,20637.403,,14384.1986,,24558.5655,,11286.1333,,23872.5369,,18255.4062,,21865.7778,,,,,
3068.01692,,42685.3072,,27945.5032,,25186.5075,,35407.7447,,25905.0207,,19938.9067,,41978.1745,,22837.7732,,23587.8954,,,,
3068.18365,32363.1373,,23915.7962,,20728.209,,14389.2482,,24515.9724,,11255.76,,23745.6913,,18220.3711,,21870.0654,,,,,
3068.35031,,42694.902,,27901.5032,,25144.6269,,35399.0638,,25737.3241,,20026.2667,,41787.8658,,22878.7134,,23655.3464,,,,
3068.51697,32296.4183,,23926.1656,,20630.4478,,14330.2128,,24531.0345,,11286.8267,,23688.9664,,18140.3711,,21875.6078,,,,,
3068.68363,,42677.1503,,27986.9554,,25135.2537,,34910.6667,,25829.2966,,19977.28,,41954.8456,,22772.9485,,23558.9804,,,,
3068.85029,32354.4837,,23953.4268,,20701.2537,,14364.5106,,24546.869,,11215.12,,23685.8523,,18210.7381,,21802.8497,,,,,
3069.01703,,42748.2092,,27914.7516,,25298.7164,,35019.4043,,25833.7655,,19915.92,,42399.7047,,22745.633,,23740.4967,,,,
3069.18369,32319.2941,,23976.7643,,20602.9552,,14360.9078,,24581.0759,,11273.5733,,23789.6376,,18193.3856,,21805.3333,,,,,
3069.35035,,42683.7908,,27937.3758,,25195.0149,,35023.2908,,25789.269,,19881.0933,,42156.9933,,22740.5526,,23527.5033,,,,
3069.51701,32328.9935,,23975.0064,,20716.1493,,14498.156,,24517.3517,,11271.8667,,23681.3154,,18228.3216,,21805.1765,,,,,
3069.68374,,42636.0261,,28004.9427,,25085.194,,35191.8298,,25792.8276,,19855.8667,,41805.1544,,22772.4206,,23567.7386,,,,
3069.8504,32354.1176,,23994.5732,,20675.2239,,14354.383,,24501.8759,,11310.6933,,23669.3423,,18197.7402,,21791.5817,,,,,
3070.01706,,42714.4314,,27949.6815,,25032.0299,,35636.3688,,25820.3862,,19862.16,,41511.8658,,22847.6371,,23763.2418,,,,
3070.18372,32295.3987,,23953.6306,,20692.209,,14401.0496,,24566.1517,,11206.24,,23657.1544,,18275.3979,,21773.098,,,,,
3070.35038,,42801.7778,,27974.0382,,25074.7164,,35310.7801,,25794.1241,,19736.0533,,42062.3893,,22794.9526,,23777.5686,,,,
3070.51712,32330.5098,,23931.4395,,20667.6716,,14400.1986,,24494.069,,11265.52,,23650.7919,,18249.468,,21770.6405,,,,,
3070.68378,,42848.732,,28015.9745,,25073.5821,,35313.6454,,25749.7379,,19691.8133,,42436.2148,,22908.3711,,23700.0523,,,,
3070.85044,32300.183,,23959.8217,,20675.1045,,14399.7447,,24527.4483,,11295.6267,,23733.2081,,18262.7629,,21818.5098,,,,,
3071.0171,,42941.8824,,27936.7643,,25033.8806,,35180.9362,,25795.7517,,19709.9467,,42476.5638,,22762.7546,,23780.2614,,,,
3071.18383,32358.2222,,23933.8854,,20561.1045,,14375.773,,24598.4828,,11287.9733,,23713.3691,,18269.9216,,21774.9542,,,,,
3071.35049,,42755.1111,,27945.9618,,25039.5522,,34780.9078,,25739.2276,,19631.5733,,42279.1141,,22792.3464,,23775.6863,,,,
3071.51715,32353.9085,,23882.6752,,20696.6269,,14350.383,,24635.9448,,11248.5867,,23712.698,,18268.0412,,21790.1699,,,,,
3071.68381,,42731.1634,,27836.0255,,25085.0746,,35073.3901,,25712.5241,,20019.9733,,42169.6913,,22663.0598,,23815.451,,,,
3071.85047,32211.8431,,23939.6688,,20614.4179,,14349.5603,,24508.8552,,11260.64,,23773.1275,,18249.699,,21836.9673,,,,,
