---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,ROI 8,ROI 8,ROI 9,ROI 9,ROI 11,ROI 11,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
341.187187,,47269.8039,,30685.2739,,27059.2239,,33317.1915,,28004.1931,,21014.48,,39090.7651,,25480.3794,,27262.902,,,,
341.353922,35184.6797,,25761.6306,,21997.4627,,15470.5248,,26366.1517,,12109.12,,24998.5772,,19946.9526,,24571.451,,,,,
341.520582,,47200.4444,,30647.5669,,27003.7313,,33402.9504,,27995.0345,,20920.72,,39029.1812,,25535.4722,,27205.5686,,,,
341.687242,35217.6471,,25780.1783,,22016.8358,,15372.1986,,26401.2966,,12092,,25034.5772,,19864.6433,,24492.1569,,,,,
341.853902,,47270.5882,,30565.172,,26969.9403,,34151.8298,,28119.8345,,20966.6667,,39475.7852,,25448.3134,,27038.0654,,,,
342.020637,35293.1242,,25707.8981,,22025.3433,,15435.9716,,26296.3862,,12024.1067,,24923.9195,,19889.5505,,24525.6732,,,,,
342.187297,,47212.4706,,30571.2611,,26986.0299,,34017.3617,,28072.8276,,20883.7333,,39280.4295,,25334.9278,,27020.2092,,,,
342.353957,35321.3595,,25689.4013,,22059.6119,,15426.5248,,26413.4897,,12015.52,,24944.2416,,19989.3773,,24534.3268,,,,,
342.520617,,47199.1111,,30510.5223,,27035.6716,,33501.5319,,28042.5103,,20857.0667,,38937.2886,,25262.2845,,26984.3399,,,,
342.687276,35240.3922,,25721.8854,,22077.6119,,15421.2482,,26254.4552,,12034.0267,,24959.0872,,19825.9134,,24546.2222,,,,,
342.854012,,47144.0784,,30641.5287,,27096.2985,,33500.227,,28125.0483,,20898.8,,37895.3826,,25257.7979,,26819.0065,,,,
343.020671,35322.1438,,25823.6688,,22000.7761,,15405.3333,,26350.4552,,12050.48,,24820.2148,,19908.7505,,24596.4706,,,,,
343.187332,,47010.5098,,30625.1975,,27066.1791,,33451.5745,,28076.2483,,20816.0267,,37304.4027,,25251.2,,26876.2092,,,,
343.353991,35261.4641,,25777.8854,,21965.2537,,15372.3972,,26417.6828,,12064.72,,24916.7517,,19954.3423,,24509.3072,,,,,
343.520727,,47082.4575,,30546.3439,,27047.403,,34749.0496,,28190.8414,,20837.7867,,37343.7315,,25275.2495,,26877.3595,,,,
343.687387,35291.7908,,25738.242,,22074.2388,,15443.8298,,26304.9103,,12031.76,,24862.8993,,19827.266,,24628.2092,,,,,
343.854046,,47072.3922,,30547.8471,,27023.8507,,34952.8227,,28221.931,,20725.3067,,37230.9262,,25358.5814,,26761.3072,,,,
344.020706,35243.3725,,25722.9299,,22031.1642,,15466.9787,,26322.9241,,12021.8933,,24974.0671,,19874.8371,,24544.4183,,,,,
344.187366,,47009.8301,,30615.6943,,26996.5672,,34994.383,,28142.5655,,20938.88,,37191.2483,,25212.4371,,26827.1895,,,,
344.354101,35331.5556,,25696.1019,,21936.7761,,15375.8298,,26318.1793,,12053.1733,,24973.5034,,19850.9196,,24622.8758,,,,,
344.520761,,47088.9412,,30614.7006,,26974.806,,34608.3404,,28240.7172,,20978.24,,37187.9195,,25155.266,,26863.3987,,,,
344.687421,35231.2418,,25650.4713,,22007.6716,,15327.2057,,26310.3172,,12083.12,,25021.0201,,19885.9216,,24633.0196,,,,,
344.854081,,46813.6732,,30682.5987,,27065.5821,,34092.3972,,28126.0966,,20910.3467,,37072.5101,,25173.4103,,26783.2157,,,,
345.020816,35238.1699,,25781.4268,,22076.0597,,15339.8865,,26387.8621,,12042.3467,,24982.9262,,19873.7485,,24518.7451,,,,,
345.187476,,46973.2288,,30573.707,,27030.3582,,34139.9433,,28100.8828,,20945.3067,,36722.255,,25241.3691,,26800.0261,,,,
345.354136,35279.5556,,25712.535,,22033.9403,,15391.8865,,26358.3724,,12052.3467,,24963.2483,,19959.1588,,24536.9673,,,,,
345.520796,,46962.2745,,30635.0828,,27007.5522,,34974.0426,,28123.531,,21008.88,,36712.2416,,25349.3773,,26888.0784,,,,
345.687455,35209.3072,,25767.0828,,21964.2985,,15433.078,,26338.8966,,12110.3733,,24992.9933,,19973.1794,,24602.5882,,,,,
345.854191,,46799.6601,,30712.7898,,27110.6269,,34975.7163,,28232.5241,,20967.6,,36588.3758,,25232.1649,,26791.4771,,,,
346.02085,35209.6209,,25757.1465,,22050.5075,,15425.1631,,26372.2759,,12115.68,,24939.4094,,19878.1361,,24588.6013,,,,,
346.18751,,46915.2157,,30501.707,,27036.5075,,35280.5106,,28203.5862,,20938.88,,35820.698,,25252.5196,,26843.9477,,,,
346.35417,35303.2418,,25778.6497,,21940.6567,,15399.9149,,26324.1379,,12130.8267,,25035.3826,,19912.7753,,24607.6863,,,,,
346.520906,,46791.0327,,30599.8217,,26968.7164,,34974.1277,,28282.069,,20897.6533,,36340.6174,,25386.6227,,26633.1765,,,,
346.687566,35381.4641,,25789.6306,,21994.7164,,15427.0355,,26356.4414,,12087.84,,24963.5973,,19944.0495,,24562.3268,,,,,
346.854225,,46962.5359,,30553.8344,,27019.4627,,36203.773,,28243.1724,,20943.12,,36527.4631,,25372.5031,,26652.6536,,,,
347.020885,35257.6209,,25719.6943,,22023.6716,,15347.9433,,26251.2,,12079.3867,,25014.1477,,19943.0928,,24535.7124,,,,,
347.187545,,46636.9412,,30562.0892,,27152.5075,,36728.6525,,28166.069,,20887.4933,,36161.1275,,25467.1175,,26602.902,,,,
347.35428,35308.0261,,25698.3949,,21952.9254,,15347.1773,,26220.1379,,12041.84,,24968.0268,,20014.2515,,24485.7255,,,,,
347.52094,,46826.0131,,30553.9108,,27112.6269,,36540.3121,,28147.9724,,20939.4133,,36369.1007,,25344.3959,,26553.4118,,,,
347.6876,35340.3399,,25755.4395,,21999.8507,,15346.7518,,26307.6414,,12061.52,,24980.5638,,19929.2701,,24531.9739,,,,,
347.85426,,46783.5556,,30530.5223,,27224.3881,,36077.9858,,28115.9172,,20928.4,,36114.0671,,25121.2206,,26667.7124,,,,
348.020995,35417.281,,25794.9045,,21939.2836,,15337.3333,,26316.331,,12139.44,,25057.4497,,19955.4639,,24596.7059,,,,,
348.187655,,46796.915,,30426.293,,27127.791,,35920.3404,,28175.531,,20897.4933,,35887.4899,,25084.668,,26698.4575,,,,
348.354315,35341.098,,25783.3121,,21953.9701,,15425.9291,,26290.5103,,12071.0667,,25063.5436,,19893.8392,,24505.8301,,,,,
348.520975,,46733.5948,,30490.9045,,27103.6119,,35852.539,,28133.4069,,20725.5467,,35677.1007,,25154.2433,,26782.7974,,,,
348.687635,35331.1634,,25710.7516,,22015.4328,,15288.5674,,26283.0621,,12097.4667,,25041.745,,19987.7278,,24505.5163,,,,,
348.85437,,46760.3137,,30479.7962,,27108.5373,,35398.2695,,28193.0207,,20675.3333,,35794.8188,,25294.4495,,26895.4771,,,,
349.02103,35234.0654,,25779.8726,,21996.806,,15359.5745,,26322.069,,12032.1333,,25011.6779,,19950.7464,,24574.8235,,,,,
349.187689,,46829.5425,,30449.1465,,27124.7761,,35219.8582,,28203.0345,,20688.7467,,35364.6443,,25323.1175,,26842.0654,,,,
349.354349,35317.6993,,25732.7643,,21974.8358,,15318.4113,,26304.3034,,12103.3867,,24921.6107,,19987.0021,,24542.1438,,,,,
349.521085,,46980.9935,,30446.5223,,27106.5672,,35704.0284,,28150.4552,,20637.36,,35338.6309,,25264.4619,,26863.4771,,,,
349.687745,35273.9869,,25785.1975,,21977.7015,,15348.3404,,26386.8138,,12011.2533,,25046.9799,,19923.6619,,24541.5425,,,,,
349.854404,,46835.3987,,30450.6752,,27109.0448,,35762.4397,,28237.2414,,20706.3733,,35168.8054,,25201.0887,,27001.4379,,,,
350.021064,35078.3529,,25744.9682,,22001.403,,15390.695,,26284.5241,,12037.6,,24932.5638,,19947.3814,,24551.085,,,,,
350.187724,,46839.8693,,30453.3758,,26994.2388,,35366.922,,28223.8897,,20742.7467,,35155.0604,,25217.5175,,27110.6667,,,,
350.354459,35253.4379,,25725.7325,,21955.5522,,15316.1135,,26260.5517,,12071.5733,,24913.4497,,19929.2371,,24553.6993,,,,,
350.521119,,46764.1569,,30419.8471,,26950.5672,,35274.4681,,28189.269,,20687.3067,,35142.7114,,25071.2742,,27100.732,,,,
350.687779,35166.8235,,25775.5414,,21997.403,,15360.7092,,26225.131,,12069.8933,,25042.1208,,19913.1052,,24596.4967,,,,,
350.854439,,46809.1765,,30474.1401,,26885.194,,35147.461,,28095.6138,,20606.1867,,35544.4564,,25018.1938,,26994.9804,,,,
351.021174,35209.7255,,25708.6879,,22012.1194,,15345.2199,,26301.3241,,12089.8133,,25002.8993,,19941.4763,,24552,,,,,
351.187834,,46744.2092,,30461.121,,26953.403,,34726.3262,,28162.8414,,20620.9333,,36363.302,,25086.6804,,27061.9085,,,,
351.354494,35206.2222,,25766.9554,,21967.6119,,15368.9645,,26333.6,,12085.3867,,24950.4966,,20008.7753,,24496.7059,,,,,
351.521154,,46714.1176,,30449.4268,,27012.3582,,34703.3475,,28162.1517,,20635.9733,,36512.2685,,25206.6969,,27120.3922,,,,
351.687814,35150.7451,,25756.3312,,22001.8806,,15399.8014,,26289.5724,,12033.84,,25030.4161,,20011.5464,,24484.5752,,,,,
351.854549,,46763.7124,,30471.2611,,27112.5672,,34446.5532,,28200.5793,,20490.3467,,36335.2752,,25165.2619,,27082.1699,,,,
352.021209,35218.6928,,25764.4331,,22003.3134,,15465.2482,,26291.9724,,12082.2933,,24987.7852,,19989.1464,,24528.183,,,,,
352.187868,,46992.8889,,30438.3694,,27208.2388,,35206.695,,28275.2552,,20517.4667,,36166.3893,,25049.4351,,26921.5425,,,,
352.354529,35252.8366,,25753.8854,,22006.9552,,15368.6241,,26329.7379,,12116.6667,,24952.7248,,19871.1753,,24541.5948,,,,,
352.521264,,47132.3399,,30432.6624,,27269.4627,,35171.9716,,28227.3655,,20731.2267,,35990.0671,,25085.4598,,26985.8301,,,,
352.687924,35334.4052,,25801.9873,,22048.9552,,15368.6525,,26259.8621,,12091.2,,24926.9262,,19965.9876,,24559.6078,,,,,
352.854583,,47032.8627,,30451.7707,,27222.597,,34900.9929,,28163.2276,,20607.36,,36477.8255,,25061.0474,,26798.5882,,,,
353.021243,35253.8824,,25756.0764,,22048.3582,,15409.4468,,26304.2483,,12100,,24966.0134,,19908.6186,,24492.0784,,,,,
353.187978,,47049.7255,,30441.0446,,27048.8657,,35243.0922,,28208.2207,,20632.4267,,36766.0403,,25245.2948,,26770.2745,,,,
353.354639,35250.1699,,25792.4841,,22037.0448,,15353.4184,,26214.9241,,12050.24,,24957.745,,19819.8433,,24555.1111,,,,,
353.521298,,47109.9085,,30620.0764,,27008.2985,,35528.5674,,28337.269,,20843.68,,37023.0336,,25250.3753,,26716.7059,,,,
353.687958,35356.915,,25720.0255,,22028.0299,,15331.4326,,26295.7517,,12062.08,,24987.0604,,19893.1794,,24484.7582,,,,,
353.854618,,47186.0915,,30606.5732,,27001.1642,,35134.5248,,28264.8828,,20882.0267,,36877.7987,,25293.9876,,26775.9477,,,,
354.021353,35358.719,,25782.7261,,22012.9851,,15369.6738,,26293.0483,,12049.5467,,24941.4497,,19937.1876,,24537.3333,,,,,
354.188013,,47232.732,,30627.2611,,26942.4478,,35197.3617,,28291.2276,,21192.8267,,36826.9262,,25268.7175,,26839.4771,,,,
354.354673,35085.1503,,25717.6561,,21992.9254,,15326.8085,,26316.9655,,12044.88,,24869.3154,,19818.3918,,24489.6471,,,,,
354.521333,,47029.1765,,30471.8471,,26920.0299,,34802.3546,,28303.8069,,21238.56,,38751.8658,,25113.732,,26857.9085,,,,
354.688068,35130.6667,,25753.6051,,22044.9254,,15340.0284,,26290.7862,,12053.1467,,24941.047,,19835.7113,,24451.2418,,,,,
354.854728,,47200.2353,,30481.9618,,26871.7612,,35461.8723,,28238.4828,,21061.04,,38485.5302,,25111.2247,,27140.4444,,,,
355.021388,35194.4052,,25768.586,,22049.4328,,15425.844,,26332.8828,,12048.4533,,24862.8725,,19884.0412,,24535.3987,,,,,
355.188047,,46999.3203,,30505.0701,,26814.6866,,35230.9787,,28179.7793,,20974.72,,38310.8993,,25200.3959,,27401.9346,,,,
355.354708,35101.0458,,25752.2548,,22041.2239,,15426.3262,,26340.1379,,12037.4133,,24920.6443,,19933.0309,,24467.634,,,,,
355.521443,,47018.1699,,30463.7962,,26822.8358,,35306.0426,,28372.9655,,20800.8267,,38338.2013,,25154.4742,,27485.6209,,,,
355.688103,35206.2484,,25724.2038,,21971.6119,,15401.9291,,26235.7793,,12032.5867,,24922.1208,,19922.3753,,24443.817,,,,,
355.854762,,46905.3856,,30556.6369,,26836.6567,,34979.7447,,28423.9448,,20774.2933,,38186.7919,,25159.2247,,27297.6471,,,,
356.021422,35126.3268,,25767.4395,,22052.7463,,15381.2482,,26301.4069,,12021.0133,,24877.557,,19928.1814,,24499.7386,,,,,
356.188157,,46867.7908,,30448.4331,,26885.2836,,34447.6312,,28481.7103,,21084.32,,38416.5101,,25203.8598,,27167.1634,,,,
356.354818,35123.451,,25752.2803,,22092.3881,,15416.7376,,26302.7034,,12032.8,,24949.5302,,19941.8722,,24566.719,,,,,
356.521477,,46875.7124,,30438.0127,,26845.4627,,33961.5887,,28346.8414,,21153.8133,,38909.7718,,25217.2206,,27093.3333,,,,
356.688137,35187.1111,,25740.8153,,21992.9552,,15359.8298,,26247.8897,,12085.04,,24959.4631,,20008.8412,,24569.3072,,,,,
356.854797,,46955.6863,,30459.4904,,26881.0448,,34070.0142,,28356.7172,,21001.8933,,38716.0268,,25173.1134,,27097.098,,,,
357.021532,35090.6405,,25761.4268,,21959.8507,,15371.1489,,26236.1655,,11992.9067,,24825.4228,,20005.3773,,24474.6144,,,,,
357.188192,,46947.5294,,30448.9427,,27022.7463,,34252.2553,,28323.6966,,21024.6667,,38615.0067,,25178.9196,,27189.1765,,,,
357.354852,35149.5948,,25723.8726,,22072.9552,,15401.7589,,26279.5034,,12004.56,,24906.5503,,19951.2742,,24538.4314,,,,,
357.521512,,46999.5294,,30481.8089,,26959.7015,,34166.2695,,28427.8897,,21040.5333,,38318.2282,,25200.4289,,27636.1046,,,,
357.688247,35183.3987,,25733.707,,21967.0149,,15358.5532,,26327.3655,,12099.84,,24915.4631,,20019.2,,24497.4641,,,,,
357.854907,,47161.2288,,30501.5541,,26963.5224,,34279.5461,,28421.5172,,20913.1733,,38062.0134,,25263.967,,27588.3922,,,,
358.021567,35170.4314,,25804.9936,,22031.7612,,15442.8652,,26232.8552,,12061.6533,,24932.6711,,20050.3093,,24447.0327,,,,,
358.188226,,47072.6275,,30520.7643,,26963.5821,,34650.0993,,28477.931,,20771.0133,,38247.1946,,25267.9258,,27423.634,,,,
358.354962,35104.4444,,25761.4522,,22035.8507,,15418.6099,,26267.2552,,12061.0133,,24972.3221,,19931.3485,,24523.7386,,,,,
358.521622,,47313.5948,,30416.0255,,26833.5224,,34564.2553,,28477.2414,,20874.08,,38215.9195,,25108.6845,,27410.4314,,,,
358.688282,35237.9085,,25751.1847,,22016.8657,,15382.4681,,26305.6552,,12055.2533,,24868.7248,,19961.1052,,24453.0458,,,,,
358.854941,,47230.5621,,30360.586,,26854.6567,,34681.1631,,28408.3862,,20787.9733,,38739.8658,,25242.4247,,27401.6993,,,,
359.021601,35139.085,,25753.8344,,22078.4776,,15305.5035,,26236.8828,,12027.3867,,24872.5369,,19913.7979,,24500.5229,,,,,
359.188336,,47272.2614,,30441.8089,,26798.8955,,35905.9858,,28449.9034,,20779.0133,,39281.1544,,25229.5258,,27262.5882,,,,
359.354997,35143.5556,,25753.7834,,22122.2388,,15365.4752,,26168.3034,,12026.5867,,24922.1208,,19810.6062,,24437.5686,,,,,
359.521656,,47175.634,,30462.828,,26770.1493,,35921.9858,,28386.069,,20749.8667,,38869.4765,,25103.2412,,27066.3268,,,,
359.688316,35177.2026,,25669.9363,,22037.8507,,15327.9433,,26268.8552,,12027.4667,,24898.2819,,19839.3402,,24479.1634,,,,,
359.855052,,47246.0392,,30447.1847,,26718.1493,,36580.1986,,28396.4414,,20724.4267,,38595.5973,,25122.8701,,26967.2941,,,,
360.021711,35113.0196,,25643.0828,,22016.7164,,15330.8652,,26294.869,,12020.7467,,24914.4161,,19777.5505,,24462.6405,,,,,
360.188371,,47055.2941,,30569.5032,,26861.3134,,37993.8723,,28376.9103,,20847.8667,,39005.0201,,25111.3237,,26941.8301,,,,
360.355031,35115.7908,,25754.7516,,22129.2836,,15327.5461,,26296.9103,,12056.6133,,24825.8523,,19954.4082,,24512.6275,,,,,
360.521691,,47159.5294,,30454.8535,,26904.3284,,37392.2837,,28231.8069,,20775.76,,38613.6913,,25116.0412,,26763.4771,,,,
360.688426,35131.7386,,25734.5987,,22120.7761,,15329.0496,,26270.6483,,12135.0667,,24845.5839,,19851.4474,,24520.9673,,,,,
360.855086,,47099.3464,,30486.2675,,26781.4328,,36865.5319,,28298.731,,20863.44,,39801.8523,,25029.4763,,26709.2026,,,,
361.021746,35112.4183,,25739.1083,,22094.9851,,15338.4397,,26242.4828,,12060.3733,,24892.1611,,19997.6577,,24516.4706,,,,,
361.188406,,47236.8889,,30541.0446,,26817.194,,36782.6383,,28284.8552,,20989.8133,,39685.906,,25220.8165,,26622.8497,,,,
361.355141,35130.9542,,25734.6242,,22085.6418,,15293.3333,,26263.1724,,12062.1333,,24870.1208,,20004.1567,,24475.8431,,,,,
361.521801,,47048.9935,,30531.7197,,26899.2836,,36633.9291,,28333.6,,21602.1867,,39239.3557,,25141.4103,,26537.8301,,,,
361.688461,35154.4837,,25721.7325,,22086.8657,,15338.5532,,26328.6069,,12023.7333,,24895.7584,,19926.8289,,24581.8562,,,,,
361.85512,,47217.0719,,30456.5605,,26791.8806,,35940.4823,,28332.4966,,21683.4933,,38834.3893,,25301.8722,,26586.7451,,,,
362.02178,35101.7516,,25697.9873,,22068.6567,,15364.4823,,26319.6138,,12045.6267,,24908.2685,,19912.2804,,24578.6144,,,,,
362.188516,,47249.4641,,30499.9745,,26881.9403,,35747.8014,,28293.8759,,21389.44,,38797.2081,,25275.0186,,26640.549,,,,
362.355175,35171.7647,,25746.3185,,22062.5075,,15345.7872,,26335.6966,,12046.0267,,24934.3087,,19904.6268,,24484.9673,,,,,
362.521835,,47172.2876,,30510.1656,,26783.0448,,35539.9149,,28290.0966,,21322,,38810.3356,,25136.3959,,26559.3987,,,,
362.688495,35209.9085,,25721.2484,,21987.6716,,15331.0922,,26297.4069,,12060.96,,24998.8456,,19865.2041,,24542.1438,,,,,
362.855231,,47185.6993,,30441.8344,,26693.3731,,35391.4043,,28280.6621,,21287.1733,,38568.5369,,25097.9629,,26520.3399,,,,
363.02189,35156.0784,,25718.1911,,22091.4627,,15330.7518,,26297.8759,,12024.1867,,24948.0268,,19911.6206,,24528.3922,,,,,
363.18855,,47167.3987,,30394.4459,,26799.194,,35161.7872,,28229.931,,21255.6,,38589.906,,25050.1608,,26489.5686,,,,
363.35521,35141.9346,,25804.5096,,22115.4328,,15357.5319,,26295.8345,,12034.8533,,24930.8725,,19933.8887,,24556.2092,,,,,
363.52187,,47070.0131,,30406.8025,,26712.597,,35151.0355,,28199.8621,,21310.2133,,38326.0403,,25122.4412,,26341.2549,,,,
363.688605,35225.3072,,25722.1146,,21975.2537,,15389.5603,,26249.269,,12090.4,,24926.9262,,19844.7835,,24492.8889,,,,,
363.855265,,47038.0392,,30488.586,,26814.6269,,34665.2482,,28202.731,,21209.4133,,38355.0604,,25154.1113,,26290.9281,,,,
364.021925,35122.0131,,25696.4331,,22108.806,,15390.5248,,26271.2828,,12038.8,,24969.4497,,19890.4082,,24564.8889,,,,,
364.188585,,47062.1438,,30385.2739,,26751.3731,,34769.3901,,28161.2414,,21374.0533,,38120.9128,,25153.2866,,26294.9804,,,,
364.35532,35156.6275,,25750.6752,,22128.2388,,15303.2057,,26291.6414,,12009.6267,,24879.6779,,19917.6247,,24490.6144,,,,,
364.52198,,46922.2484,,30495.5414,,26872.2388,,34356.5957,,28184.0828,,21270.08,,38158.3893,,25196.6351,,26262.5882,,,,
364.68864,35187.5033,,25689.7834,,22012.6567,,15372.9929,,26375.2,,12082.56,,24932.7248,,19930.1278,,24601.2549,,,,,
364.8553,,46962.3007,,30429.4013,,26777.2537,,34277.9007,,28115.6138,,21128.7467,,37872.9933,,25196.6351,,26525.7516,,,,
365.021959,35208.3137,,25684.6115,,22103.4925,,15416.3972,,26256.7448,,12051.0133,,24930.9799,,19896.5113,,24566.6405,,,,,
365.188695,,46954.5098,,30504.8662,,26707.9104,,34119.5177,,28088.1379,,21200.8,,37920.8591,,25171.332,,26435.085,,,,
365.355354,35201.3856,,25742.9554,,22040.6866,,15395.9149,,26269.7103,,12037.7867,,24980.3221,,19963.8433,,24557.1503,,,,,
365.522015,,46961.4379,,30429.4013,,26789.1642,,33692.4539,,28182.2621,,20863.0133,,37688.1342,,25023.6041,,26731.5033,,,,
365.688674,35120.3922,,25715.3121,,22040.9254,,15472.9078,,26287.3931,,12113.84,,24982.255,,19931.3155,,24509.4118,,,,,
365.85541,,47090.2745,,30376.8917,,26797.2239,,33452.5106,,28213.1586,,20856.88,,37550.3356,,25095.7526,,26580.1569,,,,
366.022069,35182.5098,,25738.8535,,22045.5224,,15410.4397,,26369.3517,,12052.56,,24999.302,,19917.8227,,24569.2549,,,,,
366.188729,,47081.3333,,30460.1529,,26696.9851,,33684.8794,,28209.4897,,20883.9733,,37328.4564,,25362.3093,,26638.7451,,,,
366.355389,35122.2484,,25871.5159,,22065.1642,,15386.4397,,26334.0138,,12033.6267,,24940.1879,,19873.9794,,24508.549,,,,,
366.522049,,47043.3987,,30410.9809,,26690.5075,,33366.7801,,28217.8207,,20914.24,,37135.8389,,25570.9361,,26638.2222,,,,
366.688784,35197.4379,,25781.6051,,22041.7015,,15452.227,,26265.0759,,12030,,24925.557,,19942.7299,,24535.1895,,,,,
366.855444,,47104.0523,,30416.0764,,26676.8657,,33580.3121,,28218.7586,,20956.5333,,36946.7919,,25454.7464,,26562.3268,,,,
367.022104,35106.7974,,25752.6624,,22068.6567,,15414.4397,,26212.7724,,12007.68,,24965.745,,19901.4268,,24539.0588,,,,,
367.188764,,46943.6863,,30287.5159,,26749.9701,,33578.5532,,28213.2966,,20894.4533,,36983.5436,,25319.9835,,26587.9216,,,,
367.355499,35167.0327,,25809.5541,,22000.5672,,15413.6738,,26265.9862,,12087.1733,,24881.1544,,19890.5402,,24512.9673,,,,,
367.522159,,46912.2876,,30430.293,,26709.6119,,34033.3333,,28158.9241,,21046.96,,36658.7114,,25348.0247,,26490.5621,,,,
367.688819,35198.719,,25754.879,,22096.2388,,15413.5319,,26211.8345,,12108.2667,,25006.0671,,19860.2227,,24488.4183,,,,,
367.855479,,46964.6797,,30361.1465,,26738.0896,,34044.539,,28228.9931,,21026.24,,36589.047,,25213.3278,,26419.085,,,,
368.022138,35192.4967,,25708.1783,,21999.4925,,15412.6241,,26220.0552,,12050.1333,,24916.2953,,19878.9938,,24563.0065,,,,,
368.188874,,46892.2876,,30413.2994,,26759.1045,,33708,,28193.8759,,21038.64,,36641.9597,,25289.2371,,26364.2876,,,,
368.355533,35160.2876,,25719.5159,,22061.403,,15347.6312,,26269.0207,,12022.4267,,25088.3758,,19890.7381,,24480.9935,,,,,
368.522194,,46889.5425,,30397.8599,,26710.0299,,33484.539,,28247.0345,,20919.4133,,36642.8456,,25371.2165,,26362.719,,,,
368.688853,35009.6471,,25714.4459,,22088.597,,15331.773,,26211.6966,,12069.28,,25017.396,,19882.1938,,24573.7255,,,,,
368.855589,,46816.7059,,30487.2611,,26709.5224,,33599.1489,,28257.4897,,20977.6267,,37266.2819,,25385.4351,,26314.5621,,,,
369.022248,35171.7386,,25736.3822,,22083.4925,,15400.1986,,26275.531,,12072.64,,24990.2819,,19832.4124,,24462.719,,,,,
369.188908,,46832.4706,,30457.5032,,26729.6418,,33862.9504,,28241.8759,,20856.72,,37365.3691,,25314.2763,,26421.0458,,,,
369.355568,35120.2353,,25746.3185,,22057.1642,,15387.8865,,26208.5517,,12008.64,,24927.1678,,19834.1278,,24508.9935,,,,,
369.522228,,46854.6667,,30503.3121,,26638.6866,,33781.7589,,28309.4897,,20845.9467,,37539.5973,,25318.8619,,26419.4248,,,,
369.688963,35143.8954,,25792.9172,,22103.9403,,15329.1064,,26246.8138,,12038.6667,,25000.9664,,19974.6969,,24521.1503,,,,,
369.855623,,46826.3007,,30483.2102,,26678.7761,,33474.2128,,28296.4138,,21164.64,,37683.6242,,25363.4309,,26562.1176,,,,
370.022283,35217.3333,,25749.2229,,22005.4627,,15360.1418,,26258.6759,,12078.3467,,24908.8591,,19884.5031,,24450.1438,,,,,
370.188943,,47018.6667,,30455.8726,,26635.3731,,33454.2979,,28108.3862,,21360.88,,37536.7517,,25223.5546,,26579.8431,,,,
370.355678,35179.634,,25680.3057,,22075.5522,,15408.9078,,26283.0069,,12016.9067,,24929.7987,,19786.6227,,24500.9412,,,,,
370.522338,,47010.1699,,30467.0573,,26669.6716,,33862.0709,,28270.4276,,21336.64,,37510.443,,25219.7938,,26569.5948,,,,
370.688998,35215.3725,,25726.4968,,22029.0149,,15342.0709,,26324.7448,,12087.3867,,24994.1477,,19789.3608,,24546.8497,,,,,
370.855658,,47026.1176,,30476,,26523.791,,33952.0567,,28114.4276,,21351.0133,,37846.255,,25179.8433,,26468.6013,,,,
371.022317,35189.6732,,25717.1975,,21955.5821,,15396.3121,,26229.1586,,12049.36,,24882.094,,19874.4082,,24450.0131,,,,,
371.189053,,47045.0196,,30444.5096,,26653.7015,,33647.0638,,28087.531,,21439.52,,37812.1611,,25123.068,,26514.3529,,,,
371.355712,35183.1895,,25750.3694,,22067.5821,,15363.0355,,26299.4207,,12032.8,,24971.0872,,19881.1052,,24484.3137,,,,,
371.522373,,46796.0784,,30504.1783,,26598.6269,,34014.7801,,28123.4759,,21372.6667,,37554.7383,,25132.3052,,26485.2026,,,,
371.689032,35228.5752,,25798.9809,,22008.2388,,15394.0142,,26287.4759,,12048.1867,,24935.7047,,19998.7464,,24520.366,,,,,
371.855768,,46964.4706,,30475.3631,,26671.1642,,34117.9007,,28090.5931,,21254.1867,,37162.0134,,25292.734,,26426.4575,,,,
372.022427,35171.8954,,25756.1274,,22065.403,,15350.8085,,26265.131,,12104.48,,25019.4899,,19944.9072,,24482.6928,,,,,
372.189087,,46909.5163,,30549.1465,,26753.0149,,34355.9149,,28126.069,,21117.8933,,37045.9329,,25126.8948,,26411.634,,,,
372.355747,35159.8954,,25719.5924,,22010.6269,,15375.1773,,26271.8069,,12054,,24963.1409,,19871.0433,,24522.1176,,,,,
372.522407,,46721.9608,,30530.9045,,26703.9104,,34159.0922,,28134.5655,,21163.84,,37409.8255,,25056.7258,,26641.2288,,,,
372.689142,35138.9281,,25643.414,,22095.9701,,15431.3475,,26314.7862,,12090.1333,,24936.7517,,19942.367,,24492.0261,,,,,
372.855802,,46847.817,,30535.6943,,26737.3134,,33885.8156,,28109.131,,21242.5333,,37301.4765,,25075.332,,26605.5686,,,,
373.022462,35172.9412,,25706.1656,,22049.9403,,15423.5745,,26302.0414,,12019.5467,,25003.8389,,19977.2701,,24510.6405,,,,,
