---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,F1 Event,F2 Event,F3 Event,F4 Event
Timestamp,ISO,GCaMP,ISO,GCaMP,ISO,GCaMP,ISO,GCaMP,ISO,GCaMP,,,,
4198.88745,13304.4553,,15625.9365,,13243.4915,,17834.7826,,14493.1,,,,,
4199.05409,,17186.439,,21563.7143,,16946.9492,,22025.4261,,20094.1667,,,,
4199.2208,13298.0163,,15644.7302,,13287.0508,,17823.7565,,14517.5333,,,,,
4199.3875,,17206.5366,,21528.5079,,16960.7119,,22085.6696,,20072,,,,
4199.55414,13290.8943,,15635.1429,,13252.9492,,17809.1826,,14526.7667,,,,,
4199.72084,,17150.1463,,21541.2381,,16946.4068,,22062.9913,,20118.2,,,,
4199.88748,13318.6341,,15652.0952,,13235.5932,,17846.713,,14509.3333,,,,,
4200.05418,,17143.2195,,21576.4762,,16960.8136,,22017.0087,,20105.7,,,,
4200.22082,13297.561,,15649.2381,,13282.8136,,17791.4435,,14502.9667,,,,,
4200.38753,,17153.2683,,21553.2698,,16957.0169,,22111.4783,,20146.2333,,,,
4200.55423,13307.122,,15640.6984,,13291.9661,,17847.6522,,14507.6667,,,,,
4200.72087,,17154.6341,,21531.5556,,16952.0678,,22044.6957,,20154.1,,,,
4200.88757,13272.0325,,15658.254,,13284.5424,,17792.3478,,14503.1333,,,,,
4201.05421,,17113.9837,,21527.9683,,16916.7458,,22029.1826,,20108.6,,,,
4201.22092,13267.7398,,15648.127,,13262.8814,,17803.0957,,14551.3,,,,,
4201.38755,,17123.5122,,21524.9524,,16956.5763,,22074.4696,,20158.8667,,,,
4201.55426,13259.6098,,15665.3333,,13271.4576,,17813.5652,,14514.0667,,,,,
4201.7209,,17166.6992,,21552.2222,,16915.7288,,22074.713,,20139.9333,,,,
4201.8876,13290.6992,,15635.9683,,13288.4068,,17811.687,,14530,,,,,
4202.0543,,17137.7236,,21560.1587,,16963.322,,22043.2,,20142.6667,,,,
4202.22094,13334.2114,,15652.1587,,13278.4407,,17825.6,,14521.6,,,,,
4202.38765,,17152.3902,,21573.7778,,16971.322,,22070.9217,,20109.3,,,,
4202.55429,13331.5122,,15621.9683,,13301.1186,,17843.8609,,14486.9667,,,,,
4202.72099,,17136.5528,,21539.619,,16954.678,,22049.0435,,20147.2667,,,,
4202.88763,13299.9675,,15633.0159,,13257.6949,,17830.0522,,14520.1667,,,,,
4203.05433,,17143.3171,,21573.2698,,16933.8983,,22012.2783,,20136.4333,,,,
4203.22103,13293.7561,,15640,,13285.9661,,17812.8696,,14524.3333,,,,,
4203.38767,,17181.2358,,21585.0159,,16924.0678,,22026.1217,,20117.8667,,,,
4203.55438,13269.3008,,15660.5397,,13271.8983,,17849.9826,,14500.5333,,,,,
4203.72102,,17209.7561,,21565.8095,,16918.2373,,22031.3043,,20106.2,,,,
4203.88772,13300.3577,,15641.5873,,13276.2034,,17847.0609,,14505.8,,,,,
4204.05436,,17235.5447,,21544.6984,,16948.8475,,22045.4261,,20149.4333,,,,
4204.22106,13327.7724,,15645.873,,13265.8305,,17857.6,,14524.8,,,,,
4204.3877,,17197.7236,,21598.3492,,16925.2542,,22056.8696,,20120.0333,,,,
4204.5544,13310.2114,,15607.4603,,13265.661,,17866.7826,,14544.9667,,,,,
4204.72111,,17184.4228,,21539.0159,,16907.6271,,22050.8522,,20144.7333,,,,
4204.88775,13307.0244,,15644.7619,,13233.8305,,17842.7826,,14506.4333,,,,,
4205.05445,,17184,,21554.2222,,16924.9153,,22063.8957,,20105.3,,,,
4205.22109,13306.6341,,15645.8413,,13276.4407,,17845.0783,,14514.9333,,,,,
4205.38779,,17203.252,,21589.3333,,16931.7288,,22048.487,,20137.1333,,,,
4205.55443,13323.8049,,15632.2222,,13278.3051,,17818.713,,14529.9333,,,,,
4205.72114,,17167.4472,,21552.7619,,16899.4915,,22008.1043,,20111.1,,,,
4205.88784,13326.3089,,15658.7619,,13255.6949,,17827.0261,,14534.5333,,,,,
4206.05448,,17206.5041,,21554.6349,,16910.4746,,22029.4957,,20123.6333,,,,
4206.22118,13341.7561,,15642.381,,13241.6271,,17810.6435,,14501.0333,,,,,
4206.38782,,17233.7236,,21552.9524,,16909.5593,,22050.0522,,20116.1333,,,,
4206.55452,13303.2195,,15677.7778,,13248.6102,,17856.5913,,14533.2,,,,,
4206.72116,,17219.9024,,21564.6667,,16902.339,,22063.513,,20126.6667,,,,
4206.88787,13286.6667,,15630.6667,,13233.9661,,17834.8522,,14558.1,,,,,
4207.05457,,17204.1301,,21566.4444,,16939.6271,,22098.7478,,20123.4667,,,,
4207.22121,13281.7561,,15619.5873,,13263.5593,,17831.5826,,14536.5,,,,,
4207.38791,,17163.9675,,21596.0317,,16910.3729,,22051.5826,,20153.1,,,,
4207.55455,13314.3415,,15636.0952,,13287.2542,,17833.5304,,14536.2,,,,,
4207.72126,,17155.935,,21582.6349,,16903.0847,,22046.2261,,20129.6333,,,,
4207.88789,13324.065,,15654.8254,,13294.6102,,17835.9652,,14519.8333,,,,,
4208.0546,,17222.4715,,21566.7302,,16962.7797,,22040.0696,,20096.1667,,,,
4208.22124,13297.626,,15643.0476,,13263.661,,17799.0957,,14528.6,,,,,
4208.38794,,17211.2846,,21581.746,,16931.9661,,22082.5391,,20091.9333,,,,
4208.55464,13320.4228,,15635.0794,,13273.1864,,17816.1391,,14522.6333,,,,,
4208.72128,,17189.1382,,21568.6984,,16909.322,,22079.3739,,20151.0333,,,,
4208.88799,13319.9675,,15641.4286,,13247.8305,,17865.1826,,14515.7333,,,,,
4209.05462,,17207.2195,,21540.9206,,16897.1864,,22121.9478,,20121.4667,,,,
4209.22133,13329.4309,,15625.619,,13278.6102,,17845.8435,,14520.5,,,,,
4209.38797,,17179.0244,,21536.254,,16904.0678,,22148.3826,,20141.6667,,,,
4209.55467,13323.935,,15642.6984,,13259.4237,,17840.2087,,14529.8333,,,,,
4209.72137,,17180.4553,,21534.127,,16949.3559,,22051.8261,,20115.1333,,,,
4209.88801,13344.9106,,15625.1111,,13266.2373,,17813.6696,,14516.1667,,,,,
4210.05472,,17180.3577,,21551.5238,,16908.2712,,22117.1826,,20148.6,,,,
4210.22136,13330.6341,,15628.9206,,13261.322,,17822.1913,,14493.5333,,,,,
4210.38806,,17105.7561,,21585.9683,,16929.0169,,22078.9565,,20123.8,,,,
4210.5547,13334.0488,,15630.5714,,13286.1017,,17870.7826,,14522.6333,,,,,
4210.7214,,17157.7886,,21558.1587,,16921.5932,,22122.1913,,20157.7,,,,
4210.88804,13300.5528,,15581.0476,,13270.9492,,17851.0609,,14529.7667,,,,,
4211.05474,,17181.3008,,21557.3333,,16962.8136,,22068.0348,,20143.6333,,,,
4211.22145,13356.5528,,15636.2222,,13284.6102,,17840.7652,,14509.5,,,,,
4211.38809,,17164.3577,,21562.1587,,16933.3559,,22095.9304,,20160.9333,,,,
4211.55479,13315.9675,,15644.7937,,13277.8983,,17896.0696,,14521.5667,,,,,
4211.72143,,17153.6911,,21512.9206,,16956.8475,,22098.1217,,20142.0333,,,,
4211.88813,13351.6423,,15622.381,,13240.8136,,17839.1652,,14542.2667,,,,,
4212.05477,,17179.7724,,21535.5556,,16950.1695,,22040.7304,,20108.8,,,,
4212.22148,13326.439,,15623.3968,,13259.1864,,17846.1217,,14529.3667,,,,,
4212.38818,,17153.2683,,21559.0794,,16928.7119,,22017.3913,,20140.3,,,,
4212.55482,13326.2764,,15685.2063,,13298.6102,,17783.8261,,14513.9667,,,,,
4212.72152,,17151.5772,,21558.9524,,16910.6102,,22019.8609,,20143,,,,
4212.88816,13322.0163,,15643.2381,,13259.1186,,17844.8348,,14509.3,,,,,
4213.05486,,17145.9512,,21556.254,,16917.6949,,22026.2609,,20117.8667,,,,
4213.2215,13302.2114,,15588.0635,,13267.322,,17847.8957,,14517.2667,,,,,
4213.38821,,17163.252,,21559.5873,,16926.9492,,21991.7217,,20137.8333,,,,
4213.55491,13286.2114,,15652.1905,,13245.8305,,17805.5652,,14542.6667,,,,,
4213.72155,,17113.6911,,21564.6667,,16950.8814,,21998.6087,,20160.7,,,,
4213.88825,13302.7317,,15619.9365,,13246.3051,,17836.1739,,14524.1667,,,,,
4214.05489,,17136.4878,,21577.7143,,16885.2881,,22005.4609,,20175.6,,,,
4214.22159,13292,,15628.5079,,13278.1695,,17857.9478,,14505.1,,,,,
4214.38823,,17141.5285,,21596.6984,,16936.9153,,22054.5739,,20113.2667,,,,
4214.55494,13271.0244,,15629.2381,,13262.0678,,17827.8261,,14513.1,,,,,
4214.72158,,17114.9919,,21552.6032,,16944.4407,,22026.4696,,20134.2333,,,,
4214.88828,13281.561,,15623.5556,,13263.7966,,17836.8,,14528.0667,,,,,
4215.05498,,17161.7236,,21526.4762,,16930.7797,,22010.3652,,20146,,,,
4215.22162,13304.6504,,15636.7619,,13259.6271,,17821.4609,,14476.5,,,,,
4215.38833,,17147.6423,,21581.6825,,16944.9831,,22038.2957,,20150.1667,,,,
4215.55496,13305.7561,,15636.7619,,13267.2203,,17856.4522,,14525.5333,,,,,
4215.72167,,17147.2195,,21573.3016,,16926.6441,,22034.4696,,20134.2333,,,,
4215.88831,13319.8699,,15636.9841,,13245.5254,,17826.087,,14523.5,,,,,
4216.05501,,17145.7236,,21564.254,,16906.8475,,22052.5217,,20168.7333,,,,
4216.22171,13317.4309,,15654.0635,,13255.9661,,17858.087,,14519.2333,,,,,
4216.38835,,17185.0081,,21622.6032,,16925.1525,,22063.4087,,20149.4667,,,,
4216.55506,13303.2195,,15643.8095,,13269.4237,,17824.7652,,14495.6333,,,,,
4216.7217,,17139.5122,,21554.9524,,16910.8814,,22048.1043,,20138.5,,,,
4216.8884,13339.1545,,15643.0159,,13244.1017,,17825.5304,,14543.3667,,,,,
4217.05504,,17151.2195,,21576.0635,,16945.1864,,22123.3739,,20172.1667,,,,
4217.22174,13302.9268,,15657.1111,,13278.4746,,17813.4957,,14549.3667,,,,,
4217.38845,,17132.6829,,21554.8571,,16913.5593,,22034.6783,,20159.0333,,,,
4217.55508,13312.5528,,15625.0794,,13291.661,,17860.7304,,14521.3333,,,,,
4217.72179,,17137.4309,,21561.3333,,16923.661,,22076.313,,20149.7,,,,
4217.88843,13271.935,,15662.7302,,13276.8136,,17833.0435,,14534.7,,,,,
4218.05513,,17161.1382,,21594.4127,,16937.1864,,22064.8696,,20183.2333,,,,
4218.22177,13266.2764,,15655.3016,,13278.339,,17817.8783,,14556.9667,,,,,
4218.38847,,17145.4309,,21538.4444,,16914.8136,,22049.4261,,20168.4333,,,,
4218.55511,13288.0325,,15646.5079,,13238.9831,,17838.4696,,14524.2,,,,,
4218.72181,,17181.7236,,21571.5556,,16918.4407,,22032,,20127.9667,,,,
4218.88852,13254.374,,15650.9206,,13264.4068,,17829.7043,,14512.9333,,,,,
4219.05516,,17165.2033,,21589.3333,,16922.9492,,22060.5913,,20190.2333,,,,
4219.22186,13281.3984,,15686.6667,,13267.2203,,17817.6348,,14514.1333,,,,,
4219.3885,,17161.3333,,21563.4286,,16931.4915,,22064.1043,,20183.4,,,,
4219.5552,13238.6016,,15654.4444,,13310.8475,,17825.2522,,14523.3333,,,,,
4219.72184,,17150.3415,,21585.8095,,16947.5593,,22063.3391,,20226,,,,
4219.88855,13278.9919,,15634.9524,,13260.9153,,17834.713,,14527.8,,,,,
4220.05525,,17181.0081,,21612.4127,,16929.322,,22019.1304,,20194.7,,,,
4220.22189,13299.4146,,15603.9683,,13255.1864,,17832.8348,,14552.3333,,,,,
4220.38859,,17175.8699,,21543.0794,,16909.1525,,22043.1304,,20137.6667,,,,
4220.55523,13308.9106,,15620.254,,13293.322,,17858.3652,,14505.1,,,,,
4220.72193,,17153.6911,,21571.619,,16939.2881,,22057.5304,,20172.0667,,,,
4220.88857,13290.0488,,15608,,13277.8305,,17835.7565,,14516.2333,,,,,
4221.05528,,17144.5203,,21544.127,,16895.0847,,22018.6435,,20167.3333,,,,
4221.22198,13281.2683,,15653.746,,13248.339,,17811.6174,,14510.5667,,,,,
4221.38862,,17141.6585,,21580.2857,,16944.1695,,22008,,20176.1,,,,
4221.55532,13289.9512,,15655.1429,,13282.6102,,17823.7913,,14515.7333,,,,,
4221.72196,,17138.9268,,21585.9683,,16973.7627,,22002.1565,,20094.6,,,,
4221.88867,13273.5285,,15645.7143,,13299.8305,,17830.9913,,14508.0667,,,,,
4222.0553,,17152.6179,,21563.9048,,16921.7288,,21995.3043,,20160.3,,,,
4222.22201,13275.8374,,15635.9365,,13247.8983,,17809.1478,,14529.1333,,,,,
4222.38865,,17134.3089,,21585.746,,16974.1356,,22003.3391,,20183.2,,,,
4222.55535,13259.8699,,15625.3651,,13269.6271,,17791.5826,,14512.8,,,,,
4222.72205,,17125.626,,21570.7302,,16961.7966,,21967.0261,,20112.7333,,,,
4222.88869,13296.3902,,15629.1111,,13277.5254,,17816.8696,,14524.5,,,,,
4223.0554,,17128.1301,,21561.7778,,16910.4407,,21935.6174,,20115.6667,,,,
4223.22204,13279.0569,,15620.6667,,13247.0847,,17829.6696,,14535.3333,,,,,
4223.38874,,17131.3821,,21537.4603,,16905.4237,,21991.687,,20116.6667,,,,
4223.55538,13268.4878,,15631.5238,,13262.5424,,17843.3739,,14520.5667,,,,,
4223.72208,,17130.9593,,21527.8095,,16936.9153,,21983.2,,20160.4333,,,,
4223.88879,13287.3171,,15667.4921,,13253.0847,,17819.1304,,14517.1667,,,,,
4224.05542,,17120.1301,,21553.7778,,16938.5424,,21961.0435,,20162.1333,,,,
4224.22213,13281.1707,,15646.7302,,13266.5085,,17806.6783,,14535.2,,,,,
4224.38877,,17151.0894,,21486.8571,,16918.1356,,21957.8783,,20086.6,,,,
4224.55547,13292.6179,,15628.3492,,13242.3051,,17802.1913,,14527.1,,,,,
4224.72211,,17157.6911,,21550.5079,,16913.8305,,21980.4522,,20160.2,,,,
4224.88881,13319.4146,,15647.8095,,13241.7627,,17804.5565,,14544.3,,,,,
4225.05552,,17124.7154,,21534.2857,,16949.322,,21967.687,,20144.8667,,,,
4225.22215,13309.6585,,15645.0794,,13267.8983,,17869.6348,,14533.3,,,,,
4225.38886,,17167.7398,,21558.1905,,16941.7288,,22023.6174,,20099.6,,,,
4225.5555,13319.122,,15626.1905,,13291.8983,,17847.9304,,14549,,,,,
4225.7222,,17187.4797,,21533.2381,,16907.8644,,22054.2957,,20134.1667,,,,
4225.88884,13303.3821,,15636.1587,,13262.2373,,17813.2522,,14534.7667,,,,,
4226.05554,,17118.9593,,21552.8254,,16921.5254,,22013.2174,,20128.6333,,,,
4226.22225,13294.8618,,15613.3651,,13273.6271,,17846.8174,,14513.6,,,,,
4226.38889,,17120.6829,,21523.9365,,16919.3898,,22013.4609,,20123.5,,,,
4226.55559,13289.4634,,15629.0794,,13257.7288,,17818.4348,,14527.4,,,,,
4226.72223,,17144.8455,,21510.0635,,16931.7288,,22063.2,,20137.7333,,,,
4226.88893,13290.5691,,15642.5397,,13243.4915,,17849.287,,14540.8,,,,,
4227.05557,,17129.7886,,21527.0794,,16927.5254,,22053.0783,,20112.0333,,,,
4227.22227,13255.6423,,15647.3016,,13248.1695,,17816.7652,,14543.3,,,,,
4227.38891,,17073.8862,,21580.4762,,16931.8644,,22057.5304,,20108.6,,,,
4227.55562,13285.2358,,15652.2222,,13277.1525,,17842.9217,,14513.5667,,,,,
4227.72232,,17124.6179,,21549.2063,,16947.3898,,22026.0522,,20126.4667,,,,
4227.88896,13270.6992,,15622.254,,13271.8644,,17826.3304,,14522.3333,,,,,
4228.05566,,17137.3659,,21550.8254,,16967.7627,,22017.7043,,20122.5667,,,,
4228.2223,13266.7642,,15656.254,,13257.4915,,17824.2783,,14496.2667,,,,,
4228.38901,,17132.6504,,21605.2698,,16908.8136,,21993.8435,,20084.2333,,,,
4228.55564,13305.1707,,15656.9206,,13290.2373,,17830.5391,,14502.6,,,,,
4228.72235,,17167.1545,,21585.0476,,16930.9153,,21964.5217,,20095.9,,,,
4228.88905,13294.0163,,15663.3016,,13292.9492,,17819.1652,,14538.4333,,,,,
4229.05569,,17167.6423,,21546.0317,,16929.661,,22010.1217,,20144.5667,,,,
4229.22239,13294.1138,,15647.3333,,13260.5763,,17808.0696,,14508.1667,,,,,
4229.38903,,17148.7805,,21545.619,,16894.0678,,21973.8087,,20114.9667,,,,
4229.55574,13280.5528,,15633.8413,,13275.661,,17815.5478,,14529.2,,,,,
4229.72238,,17134.5041,,21570.6984,,16932.3729,,21953.9478,,20156.1333,,,,
4229.88908,13308.7154,,15672.3492,,13276.4068,,17841.4957,,14523.5,,,,,
4230.05578,,17122.6667,,21546.6349,,16934.9831,,21970.1565,,20183.3333,,,,
4230.22242,13315.6098,,15662.1905,,13291.4576,,17838.713,,14500.4,,,,,
4230.38912,,17136.7805,,21536.6984,,16921.4915,,21979.3043,,20156.7333,,,,
4230.55576,13309.561,,15672.2857,,13283.5932,,17820.9043,,14522.2667,,,,,
4230.72247,,17128.9106,,21568.6349,,16903.5593,,21946.8522,,20076.8667,,,,
4230.88911,13294.6992,,15646.127,,13290.4746,,17841.8783,,14510.5333,,,,,
4231.05581,,17148.0976,,21594.3492,,16953.8305,,21983.9652,,20171.6,,,,
4231.22245,13291.0894,,15632.3492,,13273.6271,,17862.8522,,14549.9,,,,,
4231.38915,,17108.1301,,21567.9048,,16953.5932,,22000.1391,,20135.3333,,,,
4231.55586,13294.374,,15636,,13248.2373,,17837.7739,,14498.9667,,,,,
4231.72249,,17117.0732,,21568.6032,,16943.8305,,21933.6,,20115.3333,,,,
4231.8892,13322.9593,,15676.254,,13274.8475,,17825.913,,14538.1667,,,,,
4232.05584,,17150.1138,,21563.873,,16929.0508,,21948.2783,,20151.5,,,,
4232.22254,13303.122,,15626.6349,,13268.7458,,17811.6174,,14537.7,,,,,
4232.38918,,17137.0732,,21543.7143,,16965.0847,,21938.0174,,20137.2667,,,,
4232.55588,13331.1545,,15647.5238,,13295.5593,,17842.2957,,14573.5333,,,,,
4232.72259,,17158.2439,,21551.4286,,16921.4237,,21957.3217,,20161.9,,,,
4232.88923,13327.6423,,15631.1111,,13280.4746,,17831.3739,,14534.1,,,,,
4233.05593,,17168.748,,21541.0794,,16890.0678,,21936.3478,,20170.8333,,,,
4233.22257,13302.5691,,15624.9841,,13273.6271,,17820.7652,,14565,,,,,
4233.38927,,17143.9675,,21556.2222,,16931.7288,,22043.9652,,20168.1667,,,,
4233.55591,13328.7154,,15636.2222,,13279.0508,,17835.3739,,14532.1333,,,,,
4233.72261,,17148.813,,21588.4127,,16936.1356,,21966.713,,20159.3,,,,
4233.88932,13266.9593,,15641.6508,,13263.6271,,17795.0261,,14540.3667,,,,,
4234.05596,,17162.374,,21569.6508,,16908.5763,,21943.5478,,20145.5333,,,,
4234.22266,13309.1707,,15632.8889,,13273.4915,,17861.6,,14528.0333,,,,,
4234.3893,,17144,,21579.3333,,16935.322,,21977.6,,20166.9333,,,,
4234.556,13296.3577,,15656.8254,,13255.2881,,17827.9652,,14541.5,,,,,
4234.72264,,17159.2195,,21563.6825,,16922,,21985.9478,,20142.8667,,,,
4234.88934,13294.5691,,15668.9524,,13275.2542,,17824.5217,,14558.8,,,,,
4235.05605,,17186.0488,,21536.6984,,16921.1864,,22026.5739,,20172.7667,,,,
4235.22269,13293.9512,,15658.0952,,13287.3559,,17830.5043,,14524.3667,,,,,
4235.38939,,17155.2195,,21561.5238,,16927.9661,,22071.2696,,20159.2667,,,,
4235.55603,13302.2764,,15640.6667,,13265.9661,,17820.2435,,14519.8667,,,,,
4235.72273,,17135.935,,21564.381,,16924.8136,,22028.6609,,20133.8,,,,
4235.88937,13279.2846,,15658.1587,,13274.0339,,17811.4087,,14533.9667,,,,,
4236.05608,,17123.5447,,21546.8254,,16948.5763,,22074.3652,,20169.3667,,,,
4236.22271,13284.2276,,15668.9206,,13256.678,,17807.0261,,14549.1,,,,,
4236.38942,,17123.5447,,21552.1587,,16941.3559,,22081.7391,,20141.8,,,,
4236.55612,13310.9268,,15639.8413,,13255.4915,,17832.7652,,14545.7667,,,,,
4236.72276,,17183.935,,21579.8095,,16958.6441,,22077.287,,20156.6,,,,
4236.88946,13301.4959,,15631.1111,,13257.5254,,17838.7826,,14534.6,,,,,
4237.0561,,17162.5366,,21571.1429,,16944.7119,,22085.8087,,20132.6333,,,,
4237.22281,13297.4959,,15663.3651,,13269.322,,17822.3652,,14518.7,,,,,
4237.38945,,17121.8211,,21552.9841,,16944.0339,,22021.6348,,20154.3,,,,
4237.55615,13306.1463,,15659.5873,,13262.6102,,17786.0174,,14560,,,,,
4237.72285,,17162.5041,,21568.3492,,16914.7797,,22089.287,,20176.1667,,,,
4237.88949,13306.6341,,15652.2222,,13278.9153,,17846.713,,14532.1,,,,,
4238.0562,,17133.2358,,21584.9206,,16926.7797,,22045.0087,,20089.1,,,,
4238.22283,13330.1463,,15636.8889,,13284.9831,,17804.8,,14561.7333,,,,,
4238.38954,,17151.4797,,21571.3651,,16914.1695,,22055.8261,,20128.1333,,,,
4238.55618,13342.6341,,15641.9365,,13266.0339,,17813.6348,,14529.0667,,,,,
4238.72288,,17154.439,,21603.4603,,16944.6102,,22077.113,,20166.6667,,,,
4238.88958,13305.9187,,15651.9683,,13266.0339,,17855.9304,,14519.9333,,,,,
4239.05622,,17150.2764,,21561.8095,,16935.6271,,22078.5391,,20124.5667,,,,
4239.22293,13310.9919,,15666.7619,,13280.7119,,17786.9217,,14563.1667,,,,,
4239.38957,,17148.4878,,21555.873,,16922.678,,22105.4957,,20115.2667,,,,
4239.55627,13351.935,,15640.6032,,13272.7119,,17798.7826,,14558.3333,,,,,
4239.72291,,17148.1951,,21547.5238,,16922.8475,,22076.4174,,20133.4,,,,
4239.88961,13333.4309,,15637.873,,13261.6949,,17850.9217,,14540.5,,,,,
4240.05631,,17169.6911,,21558.2222,,16918.8136,,22092.6261,,20139.9,,,,
4240.22295,13362.374,,15643.9365,,13240.1356,,17825.9826,,14584.6333,,,,,
4240.38966,,17124.1301,,21554.0317,,16928.4746,,22132.0696,,20150.1667,,,,
4240.5563,13343.252,,15655.2698,,13264.0339,,17793.4261,,14539.5,,,,,
4240.723,,17180.9431,,21581.9365,,16949.0508,,22115.1304,,20136.3333,,,,
4240.88964,13302.6341,,15617.4921,,13285.1864,,17805.0087,,14547.5,,,,,
4241.05634,,17162.0488,,21548.381,,16950.9831,,22081.7739,,20092,,,,
4241.22305,13341.2683,,15648.0952,,13265.6949,,17819.0261,,14521.0667,,,,,
4241.38968,,17170.9593,,21569.2381,,16930.7119,,22100.8696,,20108,,,,
4241.55639,13325.1382,,15654.2857,,13259.9322,,17798.9565,,14525.5,,,,,
4241.72303,,17172.7805,,21549.5238,,16918.5085,,22078.1217,,20130.8,,,,
4241.88973,13311.3496,,15638.5079,,13288.339,,17809.4609,,14542.2667,,,,,
4242.05637,,17173.4309,,21598.4127,,16922.339,,22079.8957,,20130.3667,,,,
4242.22307,13335.5447,,15637.4921,,13295.5593,,17792.5565,,14536.5667,,,,,
4242.38971,,17178.9593,,21559.4286,,16914.7458,,22050.6087,,20143.5333,,,,
4242.55642,13366.6667,,15639.1111,,13286.5424,,17836.6957,,14540.5,,,,,
4242.72312,,17262.5041,,21540.7302,,16924.0678,,22055.8609,,20125.1,,,,
4242.88976,13376.3902,,15647.7143,,13239.7966,,17824.8696,,14568.2333,,,,,
4243.05646,,17262.5366,,21592,,16939.4576,,22076.1391,,20148.0333,,,,
4243.2231,13366.439,,15636.6667,,13252.339,,17814.2261,,14546.5333,,,,,
4243.3898,,17181.7561,,21547.0476,,16931.7966,,22078.6087,,20127.3333,,,,
4243.55644,13364.4878,,15639.3333,,13288.1017,,17825.6,,14513.3333,,,,,
4243.72315,,17186.2439,,21594.9841,,16890.1356,,22054.5043,,20119.5333,,,,
4243.88985,13335.6423,,15638.2857,,13258.7458,,17807.2,,14518.9333,,,,,
4244.05649,,17179.3496,,21598.2222,,16933.0169,,22101.1826,,20122,,,,
4244.22319,13334.7967,,15659.3016,,13258.9153,,17817.913,,14517.4667,,,,,
4244.38983,,17195.1545,,21564.9841,,16956.0678,,22078.7478,,20140.8333,,,,
4244.55653,13305.4309,,15636.381,,13256.6441,,17818.5739,,14526.4667,,,,,
4244.72317,,17193.9512,,21575.9365,,16944.5085,,22072.6957,,20112.0667,,,,
4244.88988,13323.5772,,15651.4286,,13267.0847,,17831.9304,,14537.7667,,,,,
4245.05658,,17205.3333,,21577.0159,,16900.7458,,22051.9652,,20140.7333,,,,
4245.22322,13332.6504,,15622.4444,,13289.4576,,17775.513,,14494.2667,,,,,
4245.38992,,17234.4065,,21589.9365,,16942.2034,,22023.7217,,20111.7667,,,,
4245.55656,13355.0244,,15654.3175,,13259.3559,,17797.287,,14515.2333,,,,,
4245.72327,,17241.0081,,21561.5238,,16920.9831,,22027.3739,,20133.4,,,,
4245.8899,13313.6585,,15653.5873,,13260,,17818.2957,,14512.4333,,,,,
4246.05661,,17170.7642,,21569.619,,16960.339,,22018.5391,,20115.6,,,,
4246.22331,13321.7561,,15666.5079,,13278.1695,,17822.9217,,14513.5667,,,,,
4246.38995,,17183.6098,,21546.7937,,16969.5932,,22030.887,,20136.8667,,,,
4246.55665,13358.7317,,15632.9524,,13268.6441,,17868.6261,,14549.4667,,,,,
4246.72329,,17182.7317,,21536.5397,,16952.1356,,22039.3043,,20097.0667,,,,
4246.89,13306.0813,,15638.8889,,13243.7627,,17808.6609,,14527.2667,,,,,
4247.05664,,17183.8699,,21591.2063,,16976.9831,,22057.3913,,20116.4,,,,
4247.22334,13338.6016,,15619.1746,,13252.8475,,17822.4696,,14552.5333,,,,,
4247.39004,,17204.4228,,21542.6349,,16950.7797,,22049.7043,,20106.9667,,,,
4247.55668,13365.6585,,15626.5397,,13248.339,,17798.2609,,14538.1333,,,,,
4247.72339,,17192.1301,,21589.6825,,16927.9322,,22100.9391,,20109.4333,,,,
4247.89002,13344.7805,,15662.9206,,13260.678,,17817.8783,,14498.8,,,,,
4248.05673,,17161.7236,,21575.2698,,16929.4915,,22067.0261,,20161.8,,,,
4248.22337,13337.9187,,15654.4762,,13282.339,,17817.2174,,14530.9,,,,,
4248.39007,,17140.1951,,21598.7302,,16908.9831,,22133.8783,,20153.9667,,,,
4248.55677,13346.0813,,15666.127,,13279.1525,,17824.5565,,14503.9,,,,,
4248.72341,,17186.5366,,21560.8889,,16922.7458,,22085.0435,,20159.6,,,,
4248.89012,13335.7724,,15645.3333,,13280.4407,,17809.8435,,14486.1333,,,,,
4249.05676,,17231.122,,21562.4444,,16910.3729,,22083.2348,,20088.8333,,,,
4249.22346,13350.1789,,15607.3016,,13263.7966,,17824.7304,,14539.4667,,,,,
4249.3901,,17194.439,,21545.9365,,16919.8644,,22088.4522,,20129.8,,,,
4249.5568,13325.2358,,15680.0635,,13243.322,,17821.8435,,14494.9,,,,,
4249.72344,,17197.5285,,21595.6508,,16947.4915,,22156.8,,20121.8667,,,,
4249.89014,13338.0163,,15643.3968,,13253.8305,,17839.9652,,14461.7,,,,,
4250.05685,,17177.4309,,21521.5238,,16925.2542,,22129.6348,,20121.2,,,,
4250.22349,13311.3821,,15667.9365,,13255.3898,,17821.287,,14505.9667,,,,,
4250.39019,,17181.9837,,21557.3016,,16979.0508,,22121.7739,,20107.8667,,,,
4250.55683,13269.6585,,15616.1587,,13277.8305,,17827.0261,,14477.9,,,,,
4250.72353,,17161.4309,,21549.0794,,16914.3051,,22091.8957,,20122.5667,,,,
4250.89017,13314.7317,,15654.3175,,13273.3559,,17810.1565,,14552.7,,,,,
4251.05687,,17197.9187,,21548.1905,,16903.8305,,22084.8696,,20126.6333,,,,
